id_expo,nombre_expo,nombre_expo_ano,descripcion_expo,autor_texto,id_autor_texto,documento_ppal,id_documentos_expo,ano_ini,mes_ini,dia_ini,ano_fin,mes_fin,dia_fin,fecha_ini,fecha_fin,duracion_dias,artistas,id_personas_artistas,curadores,id_personas_curadores,presentadores,id_personas_presentadores,nombre_espacio,id_espacio,obras,id_obras,apoyan_auspicia,id_personas_apoyan,id_organizaciones_apoyan,id_img_doc_fk,observaciones_expos,tipo_expo,expo_order
43,Oleos recientes de Marielle Muheim,Oleos recientes de Marielle Muheim*1960,,Marta Traba,,d.97,,1960,6,7,,,,1960-06-07,1900-01-01,#NUM!,Marielle Muheim,,,,,,Casona San Antonio,,,,,,,d18.pdf,,,44
44,Hernando Tejada,Hernando Tejada*1960,,,,,,1960,6,17,,,,1960-06-17,1900-01-01,#NUM!,Hernando Tejada,,,,,,Casona San Antonio,,,,,,,,,,45
45,Jan Palmer y S. Crawford,Jan Palmer y S. Crawford*1960,,,,d.94,,1960,7,1,1960,7,15,1960-07-01,1960-07-15,14,"Jan Palmer, S. Crawford",,,,,,Casona San Antonio,,,,,,,d15.pdf,,,46
46,Sessano,Sessano*1960,,,,d.109,,1960,7,12,,,,1960-07-12,1900-01-01,#NUM!,Carlos Sessano,,,,,,Casona San Antonio,,,,,,,d30.pdf,,,47
47,Samuel Montealegre dibujos,Samuel Montealegre dibujos*1960,,,,d.96,,1960,11,4,1960,11,15,1960-11-04,1960-11-15,11,Samuel Montealegre,,,,,,Casona San Antonio,,,,,,,d17.pdf,,,48
48,Leandro Velasco,Leandro Velasco*1960,,,,d.488,,1960,11,15,,,,1960-11-15,1900-01-01,#NUM!,Leandro Velasco,,,,,,Casona San Antonio,,,,Dirección de Bellas Artes y Extensión Cultural del Valle,,,,,,49
49,Elio Berhanyer,Elio Berhanyer*1960,,,,,,1960,12,29,,,,1960-12-29,1900-01-01,#NUM!,Elio Berhanyer,,,,Sacerdote Sendoya,,Casona San Antonio,,,,,,,,,,50
51,Óleos,Óleos*1961,,,,d.105,,1961,1,20,,,,1961-01-20,1900-01-01,#NUM!,Saúl Balagura,,,,Néstor Sanclemente,,Casona San Antonio,,,,,,,d26.pdf,,,51
52,Exposición infantil intercolegial,Exposición infantil intercolegial*1961,,,,,,1961,2,14,,,,1961-02-14,1900-01-01,#NUM!,Varios,,,,,,Casona San Antonio,,,,Air France,,,,,,52
53,Pinturas y anti-pinturas,Pinturas y anti-pinturas*1961,,,,d.104,,1961,2,17,,,,1961-02-17,1900-01-01,#NUM!,Miguel Ángel Cardenas,,,,,,Casona San Antonio,,,,,,,d25.pdf,,,53
54,Exposición de Grabados,Exposición de Grabados*1961,,,,d.102,,1961,3,17,,,,1961-03-17,1900-01-01,#NUM!,Hernán Muñoz,,,,,,Casona San Antonio,,,,,,,d23.pdf,,,54
55,Pinturas de Fanny Buitrago ,Pinturas de Fanny Buitrago *1961,,Fanny Buitrago,,d.101,,1961,4,14,,,,1961-04-14,1900-01-01,#NUM!,Fanny Buitrago,,,,,,Casona San Antonio,,,,,,,d22.pdf,,,55
56,Mi viaje a Israel,Mi viaje a Israel*1961,,,,,,1961,5,19,,,,1961-05-19,1900-01-01,#NUM!,Emma Reyes,,,,,,Casona San Antonio,,,,,,,,,,56
57,Alejandro Obregón y Julio Abril,Alejandro Obregón y Julio Abril*1961,,,,,,1961,6,3,,,,1961-06-03,1900-01-01,#NUM!,"Alejandro Obregón,Julio Abril",,,,,,Casona San Antonio,,,,,,,,,,57
58,Emma Reyes,Emma Reyes*1961,,,,d.107,,1961,7,13,1961,7,24,1961-07-13,1961-07-24,11,Emma Reyes,,,,,,Casona San Antonio,,,,"Instituto de Relaciones Culturales Colombo-Israelí, Asocaña",,,d28.pdf,,,58
59,Herrán - Pinturas,Herrán - Pinturas*1961,,Marta Traba,,d.106,,1961,10,20,,,,1961-10-20,1900-01-01,#NUM!,Álvaro Herrán,,,,,,Casona San Antonio,,,,,,,d27.pdf,,,59
60,Exposición de dibujo de los alienados de San Isidro,Exposición de dibujo de los alienados de San Isidro*1961,,,,,,1961,11,4,,,,1961-11-04,1900-01-01,#NUM!,Varios,,,,Dr. Carlos León,,Casona San Antonio,,,,,,,,,,60
61,Pinturas 1961,Pinturas 1961*1961,,Walter Engel,,d.103,,1961,11,17,,,,1961-11-17,1900-01-01,#NUM!,Luciano Jaramillo,,,,,,Casona San Antonio,,,,,,,d24.pdf,,,61
62,Leandro Velasco,Leandro Velasco*1961,,,,d.145,,1961,12,1,,,,1961-12-01,1900-01-01,#NUM!,Leandro Velasco,,,,,,Casona San Antonio,,,,,,,,,,62
63,"Arboleda, Martínez, Eggen","Arboleda, Martínez, Eggen*1961",,,,d.100,,1961,12,15,,,,1961-12-15,1900-01-01,#NUM!,"Carlos Martínez, Alberto Arboleda, Peter Eggen",,,,,,Casona San Antonio,,,,Asocaña,,,d21.pdf,,,63
64,Exposición de Renée Alis,Exposición de Renée Alis*1962,,,,,,1962,1,26,,,,1962-01-26,1900-01-01,#NUM!,René Alis,,,,,,Casona San Antonio,,,,,,,,,,64
65,Exposición de pinturas de Gerardo Negret,Exposición de pinturas de Gerardo Negret*1962,,,,,,1962,2,16,1962,2,28,1962-02-16,1962-02-28,12,Gerardo Negret,,,,,,Casona San Antonio,,,,,,,,,,65
71,Gerardo Negret,Gerardo Negret*1962,,Jorge Ignacio Bustamante,,d.116,,1962,2,16,1962,2,28,1962-02-16,1962-02-28,12,Gerardo Negret,,,,,,Casona San Antonio,,,,,,,d37.pdf,,,66
66,Pinturas de Armando Villegas y Cerámicas de Alicia Tafur,Pinturas de Armando Villegas y Cerámicas de Alicia Tafur*1962,,,,d.115,,1962,3,1,,,,1962-03-01,1900-01-01,#NUM!,"Armando Villegas, Alicia Tafur",,,,,,Casona San Antonio,,,,Belart,,,d36.pdf,,,67
67,Óscar Pantoja,Óscar Pantoja*1962,,,,d.117,,1962,3,16,,,,1962-03-16,1900-01-01,#NUM!,Óscar Pantoja,,,,,,Casona San Antonio,,Pintura,3955,,,,d38.pdf,,,68
68,Exposición de pintura Iiformalista española,Exposición de pintura Iiformalista española*1962,,,,,,1962,4,6,,,,1962-04-06,1900-01-01,#NUM!,Varios,,,,,,Casona San Antonio,,,,,,,,,,69
69,Exposición de pintura colombiana,Exposición de pintura colombiana*1962,,,,,,1962,6,18,,,,1962-06-18,1900-01-01,#NUM!,Varios,,,,,,Casona San Antonio,,,,,,,,,,70
70,Alberto Gutiérrez,Alberto Gutiérrez*1962,,,,d.118,,1962,10,26,1962,11,9,1962-10-26,1962-11-09,14,Alberto Gutiérrez,,,,,,Casona San Antonio,,,,,,,d39.pdf,,,71
72,Lucy Tejada y Jan Bartelsman,Lucy Tejada y Jan Bartelsman*1962,,,,,,1962,12,8,,,,1962-12-08,1900-01-01,#NUM!,"Lucy Tejada,Jan Bartelsman",,,,,,Casona San Antonio,,,,,,,,,,72
73,Exposición de carteles,Exposición de carteles*1963,,,,,,1963,2,1,,,,1963-02-01,1900-01-01,#NUM!,Varios,,,,,,Casona San Antonio,,,,"Ruly Vargas,Carmen Vargas",,,,,,73
74,Jan Bartelsman,Jan Bartelsman*1963,,,,,,1963,4,25,,,,1963-04-25,1900-01-01,#NUM!,Jan Bartelsman,,,,,,Casona San Antonio,,,,,,,,,,74
75,Herrán - Pinturas,Herrán - Pinturas*1963,,Jorge Luis Borges,,d.149,,1963,5,24,1963,6,2,1963-05-24,1963-06-02,9,Álvaro Herrán,,,,,,Casona San Antonio,,El aleph,3908,,,,d40.pdf,,,75
76,Exposición-homenaje de Gerardo Negret 1963,Exposición-homenaje de Gerardo Negret 1963*1963,,,,,,1963,10,25,,,,1963-10-25,1900-01-01,#NUM!,Gerardo Negret,,,,,,Casona San Antonio,,,,,,,,,,76
77,XV Salón de Artistas Colombianos,XV Salón de Artistas Colombianos*1963,,,,d.216,,1963,12,1,,,,1963-12-01,1900-01-01,#NUM!,"María Luisa Andino, Alberto Arboleda, Jan Bartelsman, Carlos Correa, Teresa Cuéllar, Ignacio Gómez Jaramillo, Carlos Granada, Enrique Grau, Alberto Gutiérrez, Manuel Hernández, Pedro Alcántara Herrán, María Thereza Negreiros, Alejandro Obregón, Augusto Rendón, Luis Angel Rengifo, Augusto Rivera, Juan Antonio Roda, Mario Roldán, Fanny Sanín, Hernando Tejada, Lucy Tejada, Leandro Velasco, Armando Villegas, Guillermo Wiedemann, Nirma Zárate, Julio Abril, Édgar Negret, Eduardo Ramírez Villamizar",,,,,,Casona San Antonio,,Pájaro romántico,2152,,,,d60.pdf,,,77
78,Pintura Moderna Ecuatoriana,Pintura Moderna Ecuatoriana*1964,,,,d.152,,1964,2,7,,,,1964-02-07,1900-01-01,#NUM!,"Almeida Gilberto, Andrade C. V., Bustamante, Ceballo J., Coello F., Cortéz G., Díaz R., Endara Joaquín, Figueroa J., Gil Ibarra L., Gómez de la Torre, Guayasamin Oswaldo, Imana Garrón, Kingmann Eduardo, Pastaza León, Tabara R., Valencia J., Viteri Oswaldo, More'H, Boada, García Alex, Taco F., Yuya González del Real.",,,,,,Casona San Antonio,,,,Galería Siglo XX de Quito,,,d43.pdf,,,78
79,Exposición comparativa de afiches y estadísticas,Exposición comparativa de afiches y estadísticas*1964,,,,,,1964,2,24,,,,1964-02-24,1900-01-01,#NUM!,Varios,,,,,,Casona San Antonio,,,,Empresas norteamericanas,,,,,,79
80,Génesis,Génesis*1964,,Alfonso Bonilla Aragón,,d.153,,1964,2,26,,,,1964-02-26,1900-01-01,#NUM!,María Thereza Negreiros,,,,,,Casona San Antonio,,,,,,,d44.pdf,,,80
81,Exposición Lemaitre sobre el tema del caballero,Exposición Lemaitre sobre el tema del caballero*1964,,,,,,1964,3,11,,,,1964-03-11,1900-01-01,#NUM!,"Enrique Grau, Alejandro Obregón, Lucy Tejada, Juan Antonio Roda, Cecilia Porras, Luciano Jaramillo, Erazo,Jorge Valencia",,,,,,Casona San Antonio,,,,,,,,,,81
82,Alcántara,Alcántara*1964,,"J. Mario, F. G. Lorca.",,d.150,,1964,4,8,,,,1964-04-08,1900-01-01,#NUM!,Pedro Alcántara Herrán,,,,,,Casona San Antonio,,,,,,,d41.pdf,,,82
83,José Mina,José Mina*1964,,,,d.171,,1964,4,24,,,,1964-04-24,1900-01-01,#NUM!,José Mina,,,,,,Casona San Antonio,,,,,,,d46.pdf,,,83
84,IV Festival Nacional de Arte,IV Festival Nacional de Arte*1964,,,,d.154,"d.157, d.159",1964,7,7,,,,1964-07-07,1900-01-01,#NUM!,"Leonor Alvarez, Marta Plazas, María Victoria Salcedo, Nirma Zarate, Magola Arango Mejia, Pilar Caballero, Elisa Gomez, Gloria Martinez, Lucy Tejada, María Thereza Negreiros, Maria Teresa Guerrero, Margarita Betancourt, Margarita Lozano, María Luisa Andino, Irene Balas, Fanny Sanín, Rosa Sanin Sader, Josefina de Hoyos, Beatriz González, Ilva Posse de Gomez, Maria Cristina Pavia, Carmen Sofia Reyes, Leonor Barrero de Garcia. ",,,,,,Casona San Antonio,,,,,,,d45.pdf,,,84
85,Óscar Pantoja,Óscar Pantoja*1964,,,,,,1964,7,31,,,,1964-07-31,1900-01-01,#NUM!,Óscar Pantoja,,,,,,Casona San Antonio,,,,,,,,,,85
86,Nirma Zárate ,Nirma Zárate *1964,,,,,,1964,10,15,,,,1964-10-15,1900-01-01,#NUM!,Nirma Zárate,,,,,,Casona San Antonio,,,,,,,,,,86
87,Lucy Tejada,Lucy Tejada*1964,,Gonzalo Mallarino,,d.172,,1964,10,23,,,,1964-10-23,1900-01-01,#NUM!,Lucy Tejada,,,,,,Casona San Antonio,,,,,,,d47.pdf,,,87
88,María Luisa Andino,María Luisa Andino*1964,,,,d.173,,1964,11,13,1964,11,27,1964-11-13,1964-11-27,14,María Luisa Andino,,,,,,Casona San Antonio,,,,,,,d48.pdf,,,88
89,Jan Bartelsman y Alberto Gutiérrez,Jan Bartelsman y Alberto Gutiérrez*1964,,,,d.151,,1964,11,27,1964,12,15,1964-11-27,1964-12-15,18,"Jan Bartelsman,Alberto Gutiérrez",,,,,,Casona San Antonio,,,,,,,d42.pdf,,,89
90,Enrique Grau,Enrique Grau*1965,,,,,,1965,2,12,,,,1965-02-12,1900-01-01,#NUM!,Enrique Grau,,,,,,Casona San Antonio,,,,,,,,,,90
91,Augusto Rivera,Augusto Rivera*1965,,Alfonso Bonilla Aragón,,d.174,,1965,4,9,,,,1965-04-09,1900-01-01,#NUM!,Augusto Rivera,,,,,,Casona San Antonio,,,,,,,d49.pdf,,,91
92,Hernando Tejada,Hernando Tejada*1965,,,,d.206,,1965,4,23,,,,1965-04-23,1900-01-01,#NUM!,Hernando Tejada,,,,,,Casona San Antonio,,,,,,,d50.pdf,,,92
93,Alejandro Obregón,Alejandro Obregón*1965,,,,,,1965,7,19,,,,1965-07-19,1900-01-01,#NUM!,Alejandro Obregón,,,,,,Casona San Antonio,,,,,,,,,,93
94,Angelino Osvaldo Lauvivi,Angelino Osvaldo Lauvivi*1965,,,,,,1965,7,23,,,,1965-07-23,1900-01-01,#NUM!,Ángelino Osvaldo Lauvivi,,,,,,Casona San Antonio,,,,,,,,,,94
95,Lucy Tejada,Lucy Tejada*1965,,,,,,1965,7,30,,,,1965-07-30,1900-01-01,#NUM!,Lucy Tejada,,,,,,Casona San Antonio,,,,,,,,,,95
96,Jan Bartelsman,Jan Bartelsman*1965,,,,,,1965,10,1,,,,1965-10-01,1900-01-01,#NUM!,Jan Bartelsman,,,,,,Casona San Antonio,,,,,,,,,,96
97,Beatriz González,Beatriz González*1965,,,,d.207,,1965,12,3,,,,1965-12-03,1900-01-01,#NUM!,Beatriz González,,,,,,Casona San Antonio,,Niña Johnson I,2404,,,,d51.pdf,,,97
98,Pedro Alcántara,Pedro Alcántara*1965,,"J. Mario, Slutsky",,d.208,,1965,12,17,1965,12,30,1965-12-17,1965-12-30,13,Pedro Alcántara Herrán,,,,,,Casona San Antonio,,,,,,,d52.pdf,,,98
99,Exposición de joyas y esmaltes bolivianos y piedras del Lago Titicaca,Exposición de joyas y esmaltes bolivianos y piedras del Lago Titicaca*1965,,,,,,1965,12,20,,,,1965-12-20,1900-01-01,#NUM!,Varios,,,,,,Casona San Antonio,,,,,,,,,,99
100,Exposición sobre el libro francés,Exposición sobre el libro francés*1966,,,,,,1966,2,7,,,,1966-02-07,1900-01-01,#NUM!,Varios,,,,,,Casona San Antonio,,,,Alianza Colombo-Francesa,,,,,,100
101,Sofía Urrutia y Graciela Samper de Bermudez,Sofía Urrutia y Graciela Samper de Bermudez*1966,,,,d.209,,1966,3,25,,,,1966-03-25,1900-01-01,#NUM!,"Sofía Urrutia,Graciela Samper de Bermúdez",,,,,,Casona San Antonio,,,,,,,d53.pdf,,,101
102,Antonio Grass Óleo,Antonio Grass Óleo*1966,,,,d.112,,1966,4,29,,,,1966-04-29,1900-01-01,#NUM!,Antonio Grass,,,,,,Casona San Antonio,,,,,,,d33.pdf,,,102
103,Lamiel,Lamiel*1966,,,,d.113,,1966,5,20,1966,5,30,1966-05-20,1966-05-30,10,José Lamiel,,,,,,Casona San Antonio,,,,,,,d34..pdf,,,103
104,Jaime Mendoza,Jaime Mendoza*1966,,,,,,1966,6,3,1966,7,3,1966-06-03,1966-07-03,30,Jaime Mendoza,,,,,,Casona San Antonio,,,,,,,,,,104
