id_expo,id_auspiciador,nombre_expo,nombre_auspiciador,ano
ex.744,au.68,"Eros, dolor y muerte*2009",Carvajal,2009
ex.744,au.94,"Eros, dolor y muerte*2009",Coéxito,2009
ex.744,au.32,"Eros, dolor y muerte*2009",Atlas,2009
ex.744,au.138,"Eros, dolor y muerte*2009",El País,2009
ex.744,au.381,"Eros, dolor y muerte*2009",Suramericana,2009
ex.745,au.301,Museo La Tertulia 54 años de historia*2010,Ministerio de Cultura,2010
ex.745,au.11,Museo La Tertulia 54 años de historia*2010,Alcaldía de Cali,2010
ex.745,au.138,Museo La Tertulia 54 años de historia*2010,El País,2010
ex.745,au.42,Museo La Tertulia 54 años de historia*2010,Banco de Occidente,2010
ex.745,au.68,Museo La Tertulia 54 años de historia*2010,Carvajal,2010
ex.745,au.94,Museo La Tertulia 54 años de historia*2010,Coéxito,2010
ex.745,au.32,Museo La Tertulia 54 años de historia*2010,Atlas,2010
ex.745,au.381,Museo La Tertulia 54 años de historia*2010,Suramericana,2010
ex.745,au.247,Museo La Tertulia 54 años de historia*2010,Ingenio Manuelita,2010
ex.745,au.240,Museo La Tertulia 54 años de historia*2010,Honda,2010
ex.745,au.44,Museo La Tertulia 54 años de historia*2010,Baterías Mac,2010
ex.746,au.153,Visiones del Arte Mexicano*2010,Embajada de México,2010
ex.746,au.301,Visiones del Arte Mexicano*2010,Ministerio de Cultura,2010
ex.746,au.11,Visiones del Arte Mexicano*2010,Alcaldía de Cali,2010
ex.746,au.102,Visiones del Arte Mexicano*2010,Comfandi,2010
ex.746,au.42,Visiones del Arte Mexicano*2010,Banco de Occidente,2010
ex.746,au.68,Visiones del Arte Mexicano*2010,Carvajal,2010
ex.746,au.94,Visiones del Arte Mexicano*2010,Coéxito,2010
ex.746,au.32,Visiones del Arte Mexicano*2010,Atlas,2010
ex.746,au.381,Visiones del Arte Mexicano*2010,Suramericana,2010
ex.746,au.247,Visiones del Arte Mexicano*2010,Ingenio Manuelita,2010
ex.746,au.240,Visiones del Arte Mexicano*2010,Honda,2010
ex.746,au.44,Visiones del Arte Mexicano*2010,Baterías Mac,2010
ex.747,au.301,Allora & Calzadilla*2011,Ministerio de Cultura,2011
ex.747,au.11,Allora & Calzadilla*2011,Alcaldía de Cali,2011
ex.747,au.102,Allora & Calzadilla*2011,Comfandi,2011
ex.747,au.42,Allora & Calzadilla*2011,Banco de Occidente,2011
ex.747,au.68,Allora & Calzadilla*2011,Carvajal,2011
ex.747,au.94,Allora & Calzadilla*2011,Coéxito,2011
ex.747,au.32,Allora & Calzadilla*2011,Atlas,2011
ex.747,au.381,Allora & Calzadilla*2011,Suramericana,2011
ex.747,au.247,Allora & Calzadilla*2011,Ingenio Manuelita,2011
ex.747,au.240,Allora & Calzadilla*2011,Honda,2011
ex.747,au.44,Allora & Calzadilla*2011,Baterías Mac,2011
ex.748,au.301,Réquiem NN *2011,Ministerio de Cultura,2011
ex.748,au.11,Réquiem NN *2011,Alcaldía de Cali,2011
ex.748,au.102,Réquiem NN *2011,Comfandi,2011
ex.748,au.42,Réquiem NN *2011,Banco de Occidente,2011
ex.748,au.68,Réquiem NN *2011,Carvajal,2011
ex.748,au.94,Réquiem NN *2011,Coéxito,2011
ex.748,au.32,Réquiem NN *2011,Atlas,2011
ex.748,au.381,Réquiem NN *2011,Suramericana,2011
ex.748,au.247,Réquiem NN *2011,Ingenio Manuelita,2011
ex.748,au.240,Réquiem NN *2011,Honda,2011
ex.748,au.44,Réquiem NN *2011,Baterías Mac,2011
ex.749,au.301,La Guerra que no Hemos Visto*2011,Ministerio de Cultura,2011
ex.749,au.11,La Guerra que no Hemos Visto*2011,Alcaldía de Cali,2011
ex.749,au.102,La Guerra que no Hemos Visto*2011,Comfandi,2011
ex.749,au.42,La Guerra que no Hemos Visto*2011,Banco de Occidente,2011
ex.749,au.68,La Guerra que no Hemos Visto*2011,Carvajal,2011
ex.749,au.94,La Guerra que no Hemos Visto*2011,Coéxito,2011
ex.749,au.32,La Guerra que no Hemos Visto*2011,Atlas,2011
ex.749,au.381,La Guerra que no Hemos Visto*2011,Suramericana,2011
ex.749,au.247,La Guerra que no Hemos Visto*2011,Ingenio Manuelita,2011
ex.749,au.44,La Guerra que no Hemos Visto*2011,Baterías Mac,2011
ex.749,au.240,La Guerra que no Hemos Visto*2011,Honda,2011
ex.749,au.206,La Guerra que no Hemos Visto*2011,Fundación Puntos de Encuentro,2011
ex.750,au.301,Siete Intelectuales en el Bosque de Bambú*2011,Ministerio de Cultura,2011
ex.750,au.11,Siete Intelectuales en el Bosque de Bambú*2011,Alcaldía de Cali,2011
ex.750,au.102,Siete Intelectuales en el Bosque de Bambú*2011,Comfandi,2011
ex.750,au.42,Siete Intelectuales en el Bosque de Bambú*2011,Banco de Occidente,2011
ex.750,au.68,Siete Intelectuales en el Bosque de Bambú*2011,Carvajal,2011
ex.750,au.94,Siete Intelectuales en el Bosque de Bambú*2011,Coéxito,2011
ex.750,au.32,Siete Intelectuales en el Bosque de Bambú*2011,Atlas,2011
ex.750,au.381,Siete Intelectuales en el Bosque de Bambú*2011,Suramericana,2011
ex.750,au.247,Siete Intelectuales en el Bosque de Bambú*2011,Ingenio Manuelita,2011
ex.750,au.44,Siete Intelectuales en el Bosque de Bambú*2011,Baterías Mac,2011
ex.751,au.301,"""Negrita"" *2011",Ministerio de Cultura,2011
ex.751,au.11,"""Negrita"" *2011",Alcaldía de Cali,2011
ex.751,au.102,"""Negrita"" *2011",Comfandi,2011
ex.751,au.42,"""Negrita"" *2011",Banco de Occidente,2011
ex.751,au.68,"""Negrita"" *2011",Carvajal,2011
ex.751,au.94,"""Negrita"" *2011",Coéxito,2011
ex.751,au.32,"""Negrita"" *2011",Atlas,2011
ex.751,au.381,"""Negrita"" *2011",Suramericana,2011
ex.751,au.247,"""Negrita"" *2011",Ingenio Manuelita,2011
ex.751,au.60,"""Negrita"" *2011",Cámara de Comercio de Cali,2011
ex.751,au.44,"""Negrita"" *2011",Baterías Mac,2011
ex.751,au.291,"""Negrita"" *2011",Las Delicias de Will's,2011
ex.752,au.207,Rogelio Salmona. Espacios abiertos / espacios colectivos *2011,Fundación Rogelio Salmona,2011
ex.752,au.301,Rogelio Salmona. Espacios abiertos / espacios colectivos *2011,Ministerio de Cultura,2011
ex.752,au.11,Rogelio Salmona. Espacios abiertos / espacios colectivos *2011,Alcaldía de Cali,2011
ex.752,au.102,Rogelio Salmona. Espacios abiertos / espacios colectivos *2011,Comfandi,2011
ex.752,au.42,Rogelio Salmona. Espacios abiertos / espacios colectivos *2011,Banco de Occidente,2011
ex.752,au.68,Rogelio Salmona. Espacios abiertos / espacios colectivos *2011,Carvajal,2011
ex.752,au.94,Rogelio Salmona. Espacios abiertos / espacios colectivos *2011,Coéxito,2011
ex.752,au.32,Rogelio Salmona. Espacios abiertos / espacios colectivos *2011,Atlas,2011
ex.752,au.381,Rogelio Salmona. Espacios abiertos / espacios colectivos *2011,Suramericana,2011
ex.752,au.247,Rogelio Salmona. Espacios abiertos / espacios colectivos *2011,Ingenio Manuelita,2011
ex.752,au.60,Rogelio Salmona. Espacios abiertos / espacios colectivos *2011,Cámara de Comercio de Cali,2011
ex.752,au.44,Rogelio Salmona. Espacios abiertos / espacios colectivos *2011,Baterías Mac,2011
ex.753,au.301,Miradas Transversales *2011,Ministerio de Cultura,2011
ex.753,au.11,Miradas Transversales *2011,Alcaldía de Cali,2011
ex.753,au.102,Miradas Transversales *2011,Comfandi,2011
ex.753,au.42,Miradas Transversales *2011,Banco de Occidente,2011
ex.753,au.68,Miradas Transversales *2011,Carvajal,2011
ex.753,au.94,Miradas Transversales *2011,Coéxito,2011
ex.753,au.32,Miradas Transversales *2011,Atlas,2011
ex.753,au.381,Miradas Transversales *2011,Suramericana,2011
ex.753,au.247,Miradas Transversales *2011,Ingenio Manuelita,2011
ex.753,au.60,Miradas Transversales *2011,Cámara de Comercio de Cali,2011
ex.753,au.44,Miradas Transversales *2011,Baterías Mac,2011
ex.754,au.46,Ensayos Para Un Mundo Perfecto. Salón de Arte BBVA *2011,BBVA,2011
ex.754,au.41,Ensayos Para Un Mundo Perfecto. Salón de Arte BBVA *2011,Banco de la República,2011
ex.755,au.301,Reconfiguraciones *2011,Ministerio de Cultura,2011
ex.755,au.11,Reconfiguraciones *2011,Alcaldía de Cali,2011
ex.755,au.102,Reconfiguraciones *2011,Comfandi,2011
ex.755,au.42,Reconfiguraciones *2011,Banco de Occidente,2011
ex.755,au.68,Reconfiguraciones *2011,Carvajal,2011
ex.755,au.94,Reconfiguraciones *2011,Coéxito,2011
ex.755,au.32,Reconfiguraciones *2011,Atlas,2011
ex.755,au.44,Reconfiguraciones *2011,Baterías Mac,2011
ex.755,au.381,Reconfiguraciones *2011,Suramericana,2011
ex.755,au.247,Reconfiguraciones *2011,Ingenio Manuelita,2011
ex.755,au.60,Reconfiguraciones *2011,Cámara de Comercio de Cali,2011
ex.756,au.301,Normativo*2011,Ministerio de Cultura,2011
ex.756,au.11,Normativo*2011,Alcaldía de Cali,2011
ex.756,au.102,Normativo*2011,Comfandi,2011
ex.756,au.42,Normativo*2011,Banco de Occidente,2011
ex.756,au.68,Normativo*2011,Carvajal,2011
ex.756,au.94,Normativo*2011,Coéxito,2011
ex.756,au.32,Normativo*2011,Atlas,2011
ex.756,au.44,Normativo*2011,Baterías Mac,2011
ex.756,au.381,Normativo*2011,Suramericana,2011
ex.756,au.247,Normativo*2011,Ingenio Manuelita,2011
ex.757,au.162,Fotografia Contemporanea *2011,En el marco del XV Festival Internacional de Arte de Cali,2011
ex.759,au.301,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Ministerio de Cultura,2012
ex.759,au.192,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Fundación Arteria,2012
ex.759,au.11,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Alcaldía de Cali,2012
ex.759,au.102,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Comfandi,2012
ex.759,au.232,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Gobernación del Valle del Cauca,2012
ex.759,au.380,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Sura,2012
ex.759,au.163,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Epsa,2012
ex.759,au.74,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Celsia,2012
ex.759,au.227,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Gases de Occidente,2012
ex.759,au.247,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Ingenio Manuelita,2012
ex.759,au.32,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Atlas,2012
ex.759,au.94,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Coéxito,2012
ex.759,au.68,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Carvajal,2012
ex.759,au.44,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Baterías Mac,2012
ex.759,au.42,Desde el Malestar: ¿Qué cosa es la verdad?*2012,Banco de Occidente,2012
ex.760,au.301,"Bajo el cemento, la tierra*2012",Ministerio de Cultura,2012
ex.760,au.11,"Bajo el cemento, la tierra*2012",Alcaldía de Cali,2012
ex.760,au.102,"Bajo el cemento, la tierra*2012",Comfandi,2012
ex.760,au.42,"Bajo el cemento, la tierra*2012",Banco de Occidente,2012
ex.760,au.94,"Bajo el cemento, la tierra*2012",Coéxito,2012
ex.760,au.32,"Bajo el cemento, la tierra*2012",Atlas,2012
ex.760,au.44,"Bajo el cemento, la tierra*2012",Baterías Mac,2012
ex.760,au.247,"Bajo el cemento, la tierra*2012",Ingenio Manuelita,2012
ex.760,au.227,"Bajo el cemento, la tierra*2012",Gases de Occidente,2012
ex.760,au.380,"Bajo el cemento, la tierra*2012",Sura,2012
ex.760,au.163,"Bajo el cemento, la tierra*2012",Epsa,2012
ex.760,au.74,"Bajo el cemento, la tierra*2012",Celsia,2012
ex.761,au.301,Papel*2011,Ministerio de Cultura,2011
ex.761,au.11,Papel*2011,Alcaldía de Cali,2011
ex.761,au.102,Papel*2011,Comfandi,2011
ex.761,au.42,Papel*2011,Banco de Occidente,2011
ex.761,au.68,Papel*2011,Carvajal,2011
ex.761,au.94,Papel*2011,Coéxito,2011
ex.761,au.32,Papel*2011,Atlas,2011
ex.761,au.44,Papel*2011,Baterías Mac,2011
ex.761,au.60,Papel*2011,Cámara de Comercio de Cali,2011
ex.761,au.247,Papel*2011,Ingenio Manuelita,2011
ex.761,au.227,Papel*2011,Gases de Occidente,2011
ex.761,au.381,Papel*2011,Suramericana,2011
ex.761,au.197,Papel*2011,Fundación Epsa,2011
ex.761,au.98,Papel*2011,Colinversiones,2011
ex.763,au.301,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,Ministerio de Cultura,2012
ex.763,au.11,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,Alcaldía de Cali,2012
ex.763,au.102,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,Comfandi,2012
ex.763,au.2,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,14 Salones regionales,2012
ex.763,au.131,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,Desde el bienestar,2012
ex.763,au.42,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,Banco de Occidente,2012
ex.763,au.68,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,Carvajal,2012
ex.763,au.94,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,Coéxito,2012
ex.763,au.32,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,Atlas,2012
ex.763,au.44,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,Baterías Mac,2012
ex.763,au.247,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,Ingenio Manuelita,2012
ex.763,au.227,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,Gases de Occidente,2012
ex.763,au.380,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,Sura,2012
ex.763,au.163,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,Epsa,2012
ex.764,au.301,Taking Care of Business. Un proyecto de Miami*2013,Ministerio de Cultura,2013
ex.764,au.11,Taking Care of Business. Un proyecto de Miami*2013,Alcaldía de Cali,2013
ex.764,au.102,Taking Care of Business. Un proyecto de Miami*2013,Comfandi,2013
ex.764,au.42,Taking Care of Business. Un proyecto de Miami*2013,Banco de Occidente,2013
ex.764,au.68,Taking Care of Business. Un proyecto de Miami*2013,Carvajal,2013
ex.764,au.94,Taking Care of Business. Un proyecto de Miami*2013,Coéxito,2013
ex.764,au.32,Taking Care of Business. Un proyecto de Miami*2013,Atlas,2013
ex.764,au.44,Taking Care of Business. Un proyecto de Miami*2013,Baterías Mac,2013
ex.764,au.247,Taking Care of Business. Un proyecto de Miami*2013,Ingenio Manuelita,2013
ex.764,au.227,Taking Care of Business. Un proyecto de Miami*2013,Gases de Occidente,2013
ex.764,au.380,Taking Care of Business. Un proyecto de Miami*2013,Sura,2013
ex.764,au.163,Taking Care of Business. Un proyecto de Miami*2013,Epsa,2013
ex.764,au.74,Taking Care of Business. Un proyecto de Miami*2013,Celsia,2013
ex.764,au.43,Taking Care of Business. Un proyecto de Miami*2013,Bancolombia,2013
ex.764,au.16,Taking Care of Business. Un proyecto de Miami*2013,Alianza Fiduciaria,2013
ex.764,au.290,Taking Care of Business. Un proyecto de Miami*2013,Lago y Sáenz,2013
ex.764,au.60,Taking Care of Business. Un proyecto de Miami*2013,Cámara de Comercio de Cali,2013
ex.764,au.412,Taking Care of Business. Un proyecto de Miami*2013,Young & Rubicam,2013
ex.764,au.126,Taking Care of Business. Un proyecto de Miami*2013,Deloitte,2013
ex.764,au.335,Taking Care of Business. Un proyecto de Miami*2013,Óscar Darío Morales,2013
ex.764,au.330,Taking Care of Business. Un proyecto de Miami*2013,Noralba de Morales,2013
ex.766,au.301,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Ministerio de Cultura,2013
ex.766,au.11,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Alcaldía de Cali,2013
ex.766,au.102,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Comfandi,2013
ex.766,au.42,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Banco de Occidente,2013
ex.766,au.68,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Carvajal,2013
ex.766,au.94,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Coéxito,2013
ex.766,au.32,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Atlas,2013
ex.766,au.44,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Baterías Mac,2013
ex.766,au.247,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Ingenio Manuelita,2013
ex.766,au.227,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Gases de Occidente,2013
ex.766,au.380,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Sura,2013
ex.766,au.163,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Epsa,2013
ex.766,au.74,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Celsia,2013
ex.766,au.43,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Bancolombia,2013
ex.766,au.16,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Alianza Fiduciaria,2013
ex.766,au.290,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Lago y Sáenz,2013
ex.766,au.60,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Cámara de Comercio de Cali,2013
ex.766,au.412,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Young & Rubicam,2013
ex.766,au.126,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Deloitte,2013
ex.766,au.335,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Óscar Darío Morales,2013
ex.766,au.330,Master/Copy: Juan & Wilson [1995 – 1998]*2013,Noralba de Morales,2013
ex.767,au.301,Ready Zombie. Fernando Uhía y los noventa*2013,Ministerio de Cultura,2013
ex.767,au.11,Ready Zombie. Fernando Uhía y los noventa*2013,Alcaldía de Cali,2013
ex.767,au.102,Ready Zombie. Fernando Uhía y los noventa*2013,Comfandi,2013
ex.767,au.42,Ready Zombie. Fernando Uhía y los noventa*2013,Banco de Occidente,2013
ex.767,au.68,Ready Zombie. Fernando Uhía y los noventa*2013,Carvajal,2013
ex.767,au.94,Ready Zombie. Fernando Uhía y los noventa*2013,Coéxito,2013
ex.767,au.32,Ready Zombie. Fernando Uhía y los noventa*2013,Atlas,2013
ex.767,au.44,Ready Zombie. Fernando Uhía y los noventa*2013,Baterías Mac,2013
ex.767,au.247,Ready Zombie. Fernando Uhía y los noventa*2013,Ingenio Manuelita,2013
ex.767,au.227,Ready Zombie. Fernando Uhía y los noventa*2013,Gases de Occidente,2013
ex.767,au.380,Ready Zombie. Fernando Uhía y los noventa*2013,Sura,2013
ex.767,au.163,Ready Zombie. Fernando Uhía y los noventa*2013,Epsa,2013
ex.767,au.74,Ready Zombie. Fernando Uhía y los noventa*2013,Celsia,2013
ex.767,au.43,Ready Zombie. Fernando Uhía y los noventa*2013,Bancolombia,2013
ex.767,au.16,Ready Zombie. Fernando Uhía y los noventa*2013,Alianza Fiduciaria,2013
ex.767,au.290,Ready Zombie. Fernando Uhía y los noventa*2013,Lago y Sáenz,2013
ex.767,au.60,Ready Zombie. Fernando Uhía y los noventa*2013,Cámara de Comercio de Cali,2013
ex.767,au.412,Ready Zombie. Fernando Uhía y los noventa*2013,Young & Rubicam,2013
ex.767,au.126,Ready Zombie. Fernando Uhía y los noventa*2013,Deloitte,2013
ex.767,au.335,Ready Zombie. Fernando Uhía y los noventa*2013,Óscar Darío Morales,2013
ex.767,au.330,Ready Zombie. Fernando Uhía y los noventa*2013,Noralba de Morales,2013
ex.768,au.301,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Ministerio de Cultura,2013
ex.768,au.11,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Alcaldía de Cali,2013
ex.768,au.102,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Comfandi,2013
ex.768,au.42,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Banco de Occidente,2013
ex.768,au.68,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Carvajal,2013
ex.768,au.94,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Coéxito,2013
ex.768,au.32,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Atlas,2013
ex.768,au.44,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Baterías Mac,2013
ex.768,au.247,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Ingenio Manuelita,2013
ex.768,au.227,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Gases de Occidente,2013
ex.768,au.380,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Sura,2013
ex.768,au.163,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Epsa,2013
ex.768,au.74,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Celsia,2013
ex.768,au.43,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Bancolombia,2013
ex.768,au.16,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Alianza Fiduciaria,2013
ex.768,au.290,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Lago y Sáenz,2013
ex.768,au.60,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Cámara de Comercio de Cali,2013
ex.768,au.412,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Young & Rubicam,2013
ex.768,au.126,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Deloitte,2013
ex.768,au.335,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Óscar Darío Morales,2013
ex.768,au.330,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,Noralba de Morales,2013
ex.769,au.301,Nueva Pintura Colombiana*2013,Ministerio de Cultura,2013
ex.769,au.11,Nueva Pintura Colombiana*2013,Alcaldía de Cali,2013
ex.769,au.102,Nueva Pintura Colombiana*2013,Comfandi,2013
ex.769,au.42,Nueva Pintura Colombiana*2013,Banco de Occidente,2013
ex.769,au.68,Nueva Pintura Colombiana*2013,Carvajal,2013
ex.769,au.94,Nueva Pintura Colombiana*2013,Coéxito,2013
ex.769,au.32,Nueva Pintura Colombiana*2013,Atlas,2013
ex.769,au.44,Nueva Pintura Colombiana*2013,Baterías Mac,2013
ex.769,au.247,Nueva Pintura Colombiana*2013,Ingenio Manuelita,2013
ex.769,au.227,Nueva Pintura Colombiana*2013,Gases de Occidente,2013
ex.769,au.380,Nueva Pintura Colombiana*2013,Sura,2013
ex.769,au.163,Nueva Pintura Colombiana*2013,Epsa,2013
ex.769,au.74,Nueva Pintura Colombiana*2013,Celsia,2013
ex.769,au.43,Nueva Pintura Colombiana*2013,Bancolombia,2013
ex.769,au.16,Nueva Pintura Colombiana*2013,Alianza Fiduciaria,2013
ex.769,au.290,Nueva Pintura Colombiana*2013,Lago y Sáenz,2013
ex.769,au.60,Nueva Pintura Colombiana*2013,Cámara de Comercio de Cali,2013
ex.769,au.412,Nueva Pintura Colombiana*2013,Young & Rubicam,2013
ex.769,au.126,Nueva Pintura Colombiana*2013,Deloitte,2013
ex.769,au.335,Nueva Pintura Colombiana*2013,Óscar Darío Morales,2013
ex.769,au.330,Nueva Pintura Colombiana*2013,Noralba de Morales,2013
ex.770,au.301,Observaciones Sobre la Ciudad de Polvo*2013,Ministerio de Cultura,2013
ex.770,au.11,Observaciones Sobre la Ciudad de Polvo*2013,Alcaldía de Cali,2013
ex.770,au.102,Observaciones Sobre la Ciudad de Polvo*2013,Comfandi,2013
ex.770,au.42,Observaciones Sobre la Ciudad de Polvo*2013,Banco de Occidente,2013
ex.770,au.68,Observaciones Sobre la Ciudad de Polvo*2013,Carvajal,2013
ex.770,au.380,Observaciones Sobre la Ciudad de Polvo*2013,Sura,2013
ex.770,au.163,Observaciones Sobre la Ciudad de Polvo*2013,Epsa,2013
ex.770,au.74,Observaciones Sobre la Ciudad de Polvo*2013,Celsia,2013
ex.770,au.94,Observaciones Sobre la Ciudad de Polvo*2013,Coéxito,2013
ex.770,au.32,Observaciones Sobre la Ciudad de Polvo*2013,Atlas,2013
ex.770,au.247,Observaciones Sobre la Ciudad de Polvo*2013,Ingenio Manuelita,2013
ex.770,au.43,Observaciones Sobre la Ciudad de Polvo*2013,Bancolombia,2013
ex.770,au.227,Observaciones Sobre la Ciudad de Polvo*2013,Gases de Occidente,2013
ex.770,au.44,Observaciones Sobre la Ciudad de Polvo*2013,Baterías Mac,2013
ex.770,au.60,Observaciones Sobre la Ciudad de Polvo*2013,Cámara de Comercio de Cali,2013
ex.770,au.290,Observaciones Sobre la Ciudad de Polvo*2013,Lago y Sáenz,2013
ex.770,au.412,Observaciones Sobre la Ciudad de Polvo*2013,Young & Rubicam,2013
ex.770,au.126,Observaciones Sobre la Ciudad de Polvo*2013,Deloitte,2013
ex.770,au.335,Observaciones Sobre la Ciudad de Polvo*2013,Óscar Darío Morales,2013
ex.770,au.330,Observaciones Sobre la Ciudad de Polvo*2013,Noralba de Morales,2013
ex.770,au.362,Observaciones Sobre la Ciudad de Polvo*2013,Santiago Eder,2013
ex.771,au.41,Protografías*2013,Banco de la República,2013
ex.771,au.301,Protografías*2013,Ministerio de Cultura,2013
ex.771,au.11,Protografías*2013,Alcaldía de Cali,2013
ex.771,au.102,Protografías*2013,Comfandi,2013
ex.771,au.42,Protografías*2013,Banco de Occidente,2013
ex.771,au.68,Protografías*2013,Carvajal,2013
ex.771,au.380,Protografías*2013,Sura,2013
ex.771,au.163,Protografías*2013,Epsa,2013
ex.771,au.74,Protografías*2013,Celsia,2013
ex.771,au.94,Protografías*2013,Coéxito,2013
ex.771,au.32,Protografías*2013,Atlas,2013
ex.771,au.247,Protografías*2013,Ingenio Manuelita,2013
ex.771,au.43,Protografías*2013,Bancolombia,2013
ex.771,au.227,Protografías*2013,Gases de Occidente,2013
ex.771,au.44,Protografías*2013,Baterías Mac,2013
ex.771,au.290,Protografías*2013,Lago y Sáenz,2013
ex.771,au.412,Protografías*2013,Young & Rubicam,2013
ex.771,au.126,Protografías*2013,Deloitte,2013
ex.771,au.335,Protografías*2013,Óscar Darío Morales,2013
ex.771,au.330,Protografías*2013,Noralba de Morales,2013
ex.771,au.362,Protografías*2013,Santiago Eder,2013
ex.773,au.301,Testigo de oídas*2014,Ministerio de Cultura,2014
ex.773,au.11,Testigo de oídas*2014,Alcaldía de Cali,2014
ex.773,au.102,Testigo de oídas*2014,Comfandi,2014
ex.773,au.42,Testigo de oídas*2014,Banco de Occidente,2014
ex.773,au.68,Testigo de oídas*2014,Carvajal,2014
ex.773,au.380,Testigo de oídas*2014,Sura,2014
ex.773,au.163,Testigo de oídas*2014,Epsa,2014
ex.773,au.74,Testigo de oídas*2014,Celsia,2014
ex.773,au.94,Testigo de oídas*2014,Coéxito,2014
ex.773,au.32,Testigo de oídas*2014,Atlas,2014
ex.773,au.247,Testigo de oídas*2014,Ingenio Manuelita,2014
ex.773,au.43,Testigo de oídas*2014,Bancolombia,2014
ex.773,au.227,Testigo de oídas*2014,Gases de Occidente,2014
ex.773,au.44,Testigo de oídas*2014,Baterías Mac,2014
ex.773,au.239,Testigo de oídas*2014,Harinera del Valle,2014
ex.773,au.16,Testigo de oídas*2014,Alianza Fiduciaria,2014
ex.773,au.290,Testigo de oídas*2014,Lago y Sáenz,2014
ex.773,au.412,Testigo de oídas*2014,Young & Rubicam,2014
ex.773,au.126,Testigo de oídas*2014,Deloitte,2014
ex.773,au.335,Testigo de oídas*2014,Óscar Darío Morales,2014
