id_expo,id_auspiciador,nombre_expo,nombre_auspiciador,ano
ex.773,au.330,Testigo de oídas*2014,Noralba de Morales,2014
ex.773,au.362,Testigo de oídas*2014,Santiago Eder,2014
ex.773,au.194,Testigo de oídas*2014,Fundación Bolivar Davivienda,2014
ex.774,au.301,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Ministerio de Cultura,2014
ex.774,au.11,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Alcaldía de Cali,2014
ex.774,au.102,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Comfandi,2014
ex.774,au.42,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Banco de Occidente,2014
ex.774,au.68,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Carvajal,2014
ex.774,au.380,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Sura,2014
ex.774,au.163,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Epsa,2014
ex.774,au.74,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Celsia,2014
ex.774,au.94,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Coéxito,2014
ex.774,au.32,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Atlas,2014
ex.774,au.247,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Ingenio Manuelita,2014
ex.774,au.43,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Bancolombia,2014
ex.774,au.227,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Gases de Occidente,2014
ex.774,au.44,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Baterías Mac,2014
ex.774,au.239,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Harinera del Valle,2014
ex.774,au.16,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Alianza Fiduciaria,2014
ex.774,au.290,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Lago y Sáenz,2014
ex.774,au.412,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Young & Rubicam,2014
ex.774,au.126,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Deloitte,2014
ex.774,au.335,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Óscar Darío Morales,2014
ex.774,au.330,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Noralba de Morales,2014
ex.774,au.362,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Santiago Eder,2014
ex.774,au.194,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,Fundación Bolivar Davivienda,2014
ex.776,au.301,Fototropismos*2014,Ministerio de Cultura,2014
ex.776,au.11,Fototropismos*2014,Alcaldía de Cali,2014
ex.776,au.102,Fototropismos*2014,Comfandi,2014
ex.776,au.42,Fototropismos*2014,Banco de Occidente,2014
ex.776,au.68,Fototropismos*2014,Carvajal,2014
ex.776,au.380,Fototropismos*2014,Sura,2014
ex.776,au.163,Fototropismos*2014,Epsa,2014
ex.776,au.74,Fototropismos*2014,Celsia,2014
ex.776,au.94,Fototropismos*2014,Coéxito,2014
ex.776,au.32,Fototropismos*2014,Atlas,2014
ex.776,au.247,Fototropismos*2014,Ingenio Manuelita,2014
ex.776,au.43,Fototropismos*2014,Bancolombia,2014
ex.776,au.227,Fototropismos*2014,Gases de Occidente,2014
ex.776,au.44,Fototropismos*2014,Baterías Mac,2014
ex.776,au.239,Fototropismos*2014,Harinera del Valle,2014
ex.776,au.16,Fototropismos*2014,Alianza Fiduciaria,2014
ex.776,au.290,Fototropismos*2014,Lago y Sáenz,2014
ex.776,au.412,Fototropismos*2014,Young & Rubicam,2014
ex.776,au.126,Fototropismos*2014,Deloitte,2014
ex.776,au.335,Fototropismos*2014,Óscar Darío Morales,2014
ex.776,au.330,Fototropismos*2014,Noralba de Morales,2014
ex.776,au.362,Fototropismos*2014,Santiago Eder,2014
ex.777,au.301,Quinto Guión de la Exposición Permanente de la Colección*2014,Ministerio de Cultura,2014
ex.777,au.11,Quinto Guión de la Exposición Permanente de la Colección*2014,Alcaldía de Cali,2014
ex.777,au.102,Quinto Guión de la Exposición Permanente de la Colección*2014,Comfandi,2014
ex.777,au.42,Quinto Guión de la Exposición Permanente de la Colección*2014,Banco de Occidente,2014
ex.777,au.68,Quinto Guión de la Exposición Permanente de la Colección*2014,Carvajal,2014
ex.777,au.380,Quinto Guión de la Exposición Permanente de la Colección*2014,Sura,2014
ex.777,au.163,Quinto Guión de la Exposición Permanente de la Colección*2014,Epsa,2014
ex.777,au.74,Quinto Guión de la Exposición Permanente de la Colección*2014,Celsia,2014
ex.777,au.94,Quinto Guión de la Exposición Permanente de la Colección*2014,Coéxito,2014
ex.777,au.32,Quinto Guión de la Exposición Permanente de la Colección*2014,Atlas,2014
ex.777,au.247,Quinto Guión de la Exposición Permanente de la Colección*2014,Ingenio Manuelita,2014
ex.777,au.43,Quinto Guión de la Exposición Permanente de la Colección*2014,Bancolombia,2014
ex.777,au.227,Quinto Guión de la Exposición Permanente de la Colección*2014,Gases de Occidente,2014
ex.777,au.44,Quinto Guión de la Exposición Permanente de la Colección*2014,Baterías Mac,2014
ex.777,au.239,Quinto Guión de la Exposición Permanente de la Colección*2014,Harinera del Valle,2014
ex.780,au.54,Cartografías de un mundo conocido*2014,Bloc 2014,2014
ex.780,au.349,Cartografías de un mundo conocido*2014,Proartes,2014
ex.780,au.293,Cartografías de un mundo conocido*2014,Lugar a Dudas,2014
ex.780,au.61,Cartografías de un mundo conocido*2014,Camina al Río,2014
ex.780,au.282,Cartografías de un mundo conocido*2014,La Sucursal.clo,2014
ex.781,au.301,Territorio en discusión*2014,Ministerio de Cultura,2014
ex.781,au.11,Territorio en discusión*2014,Alcaldía de Cali,2014
ex.781,au.102,Territorio en discusión*2014,Comfandi,2014
ex.781,au.42,Territorio en discusión*2014,Banco de Occidente,2014
ex.781,au.68,Territorio en discusión*2014,Carvajal,2014
ex.781,au.380,Territorio en discusión*2014,Sura,2014
ex.781,au.163,Territorio en discusión*2014,Epsa,2014
ex.781,au.74,Territorio en discusión*2014,Celsia,2014
ex.781,au.94,Territorio en discusión*2014,Coéxito,2014
ex.781,au.32,Territorio en discusión*2014,Atlas,2014
ex.781,au.247,Territorio en discusión*2014,Ingenio Manuelita,2014
ex.781,au.43,Territorio en discusión*2014,Bancolombia,2014
ex.781,au.227,Territorio en discusión*2014,Gases de Occidente,2014
ex.781,au.44,Territorio en discusión*2014,Baterías Mac,2014
ex.781,au.239,Territorio en discusión*2014,Harinera del Valle,2014
ex.781,au.16,Territorio en discusión*2014,Alianza Fiduciaria,2014
ex.781,au.290,Territorio en discusión*2014,Lago y Sáenz,2014
ex.781,au.412,Territorio en discusión*2014,Young & Rubicam,2014
ex.781,au.126,Territorio en discusión*2014,Deloitte,2014
ex.781,au.335,Territorio en discusión*2014,Óscar Darío Morales,2014
ex.781,au.330,Territorio en discusión*2014,Noralba de Morales,2014
ex.781,au.362,Territorio en discusión*2014,Santiago Eder,2014
ex.782,au.301,Tejadita: viajero y sibarita*2014,Ministerio de Cultura,2014
ex.782,au.11,Tejadita: viajero y sibarita*2014,Alcaldía de Cali,2014
ex.782,au.102,Tejadita: viajero y sibarita*2014,Comfandi,2014
ex.782,au.42,Tejadita: viajero y sibarita*2014,Banco de Occidente,2014
ex.782,au.68,Tejadita: viajero y sibarita*2014,Carvajal,2014
ex.782,au.380,Tejadita: viajero y sibarita*2014,Sura,2014
ex.782,au.163,Tejadita: viajero y sibarita*2014,Epsa,2014
ex.782,au.74,Tejadita: viajero y sibarita*2014,Celsia,2014
ex.782,au.94,Tejadita: viajero y sibarita*2014,Coéxito,2014
ex.782,au.32,Tejadita: viajero y sibarita*2014,Atlas,2014
ex.782,au.247,Tejadita: viajero y sibarita*2014,Ingenio Manuelita,2014
ex.782,au.43,Tejadita: viajero y sibarita*2014,Bancolombia,2014
ex.782,au.227,Tejadita: viajero y sibarita*2014,Gases de Occidente,2014
ex.782,au.44,Tejadita: viajero y sibarita*2014,Baterías Mac,2014
ex.782,au.239,Tejadita: viajero y sibarita*2014,Harinera del Valle,2014
ex.782,au.194,Tejadita: viajero y sibarita*2014,Fundación Bolivar Davivienda,2014
ex.782,au.279,Tejadita: viajero y sibarita*2014,La Cabaña,2014
ex.782,au.321,Tejadita: viajero y sibarita*2014,Museo de Arte Moderno de Medellín,2014
ex.785,au.301,El Bucle*2015,Ministerio de Cultura,2015
ex.785,au.11,El Bucle*2015,Alcaldía de Cali,2015
ex.785,au.102,El Bucle*2015,Comfandi,2015
ex.785,au.42,El Bucle*2015,Banco de Occidente,2015
ex.785,au.68,El Bucle*2015,Carvajal,2015
ex.785,au.380,El Bucle*2015,Sura,2015
ex.785,au.163,El Bucle*2015,Epsa,2015
ex.785,au.74,El Bucle*2015,Celsia,2015
ex.785,au.94,El Bucle*2015,Coéxito,2015
ex.785,au.32,El Bucle*2015,Atlas,2015
ex.785,au.247,El Bucle*2015,Ingenio Manuelita,2015
ex.785,au.43,El Bucle*2015,Bancolombia,2015
ex.785,au.227,El Bucle*2015,Gases de Occidente,2015
ex.785,au.44,El Bucle*2015,Baterías Mac,2015
ex.785,au.239,El Bucle*2015,Harinera del Valle,2015
ex.785,au.194,El Bucle*2015,Fundación Bolivar Davivienda,2015
ex.785,au.279,El Bucle*2015,La Cabaña,2015
ex.785,au.342,El Bucle*2015,Pintuco,2015
ex.785,au.204,El Bucle*2015,Fundación Orbis,2015
ex.786,au.301,La Condición Urbana *2015,Ministerio de Cultura,2015
ex.786,au.11,La Condición Urbana *2015,Alcaldía de Cali,2015
ex.786,au.102,La Condición Urbana *2015,Comfandi,2015
ex.786,au.42,La Condición Urbana *2015,Banco de Occidente,2015
ex.786,au.68,La Condición Urbana *2015,Carvajal,2015
ex.786,au.380,La Condición Urbana *2015,Sura,2015
ex.786,au.163,La Condición Urbana *2015,Epsa,2015
ex.786,au.74,La Condición Urbana *2015,Celsia,2015
ex.786,au.94,La Condición Urbana *2015,Coéxito,2015
ex.786,au.32,La Condición Urbana *2015,Atlas,2015
ex.786,au.247,La Condición Urbana *2015,Ingenio Manuelita,2015
ex.786,au.43,La Condición Urbana *2015,Bancolombia,2015
ex.786,au.227,La Condición Urbana *2015,Gases de Occidente,2015
ex.786,au.44,La Condición Urbana *2015,Baterías Mac,2015
ex.786,au.239,La Condición Urbana *2015,Harinera del Valle,2015
ex.786,au.194,La Condición Urbana *2015,Fundación Bolivar Davivienda,2015
ex.786,au.279,La Condición Urbana *2015,La Cabaña,2015
ex.786,au.342,La Condición Urbana *2015,Pintuco,2015
ex.786,au.204,La Condición Urbana *2015,Fundación Orbis,2015
ex.787,au.301,Un hechizo en el espacio*2015,Ministerio de Cultura,2015
ex.787,au.11,Un hechizo en el espacio*2015,Alcaldía de Cali,2015
ex.787,au.102,Un hechizo en el espacio*2015,Comfandi,2015
ex.787,au.43,Un hechizo en el espacio*2015,Bancolombia,2015
ex.787,au.194,Un hechizo en el espacio*2015,Fundación Bolivar Davivienda,2015
ex.787,au.342,Un hechizo en el espacio*2015,Pintuco,2015
ex.787,au.204,Un hechizo en el espacio*2015,Fundación Orbis,2015
ex.787,au.42,Un hechizo en el espacio*2015,Banco de Occidente,2015
ex.787,au.380,Un hechizo en el espacio*2015,Sura,2015
ex.787,au.163,Un hechizo en el espacio*2015,Epsa,2015
ex.787,au.74,Un hechizo en el espacio*2015,Celsia,2015
ex.787,au.32,Un hechizo en el espacio*2015,Atlas,2015
ex.787,au.247,Un hechizo en el espacio*2015,Ingenio Manuelita,2015
ex.787,au.239,Un hechizo en el espacio*2015,Harinera del Valle,2015
ex.787,au.279,Un hechizo en el espacio*2015,La Cabaña,2015
ex.787,au.68,Un hechizo en el espacio*2015,Carvajal,2015
ex.787,au.44,Un hechizo en el espacio*2015,Baterías Mac,2015
ex.787,au.290,Un hechizo en el espacio*2015,Lago y Sáenz,2015
ex.787,au.126,Un hechizo en el espacio*2015,Deloitte,2015
ex.787,au.412,Un hechizo en el espacio*2015,Young & Rubicam,2015
ex.787,au.362,Un hechizo en el espacio*2015,Santiago Eder,2015
ex.787,au.201,Un hechizo en el espacio*2015,Fundación Harold Eder,2015
ex.788,au.203,El diablo probablemente*2015,Fundación Misol,2015
ex.788,au.301,El diablo probablemente*2015,Ministerio de Cultura,2015
ex.788,au.11,El diablo probablemente*2015,Alcaldía de Cali,2015
ex.788,au.102,El diablo probablemente*2015,Comfandi,2015
ex.788,au.43,El diablo probablemente*2015,Bancolombia,2015
ex.788,au.194,El diablo probablemente*2015,Fundación Bolivar Davivienda,2015
ex.788,au.342,El diablo probablemente*2015,Pintuco,2015
ex.788,au.204,El diablo probablemente*2015,Fundación Orbis,2015
ex.788,au.42,El diablo probablemente*2015,Banco de Occidente,2015
ex.788,au.380,El diablo probablemente*2015,Sura,2015
ex.788,au.163,El diablo probablemente*2015,Epsa,2015
ex.788,au.74,El diablo probablemente*2015,Celsia,2015
ex.788,au.32,El diablo probablemente*2015,Atlas,2015
ex.788,au.247,El diablo probablemente*2015,Ingenio Manuelita,2015
ex.788,au.239,El diablo probablemente*2015,Harinera del Valle,2015
ex.788,au.279,El diablo probablemente*2015,La Cabaña,2015
ex.788,au.68,El diablo probablemente*2015,Carvajal,2015
ex.788,au.44,El diablo probablemente*2015,Baterías Mac,2015
ex.788,au.290,El diablo probablemente*2015,Lago y Sáenz,2015
ex.788,au.126,El diablo probablemente*2015,Deloitte,2015
ex.788,au.412,El diablo probablemente*2015,Young & Rubicam,2015
ex.788,au.362,El diablo probablemente*2015,Santiago Eder,2015
ex.788,au.201,El diablo probablemente*2015,Fundación Harold Eder,2015
ex.789,au.260,Objeto Workshops*2015,Instituto Departamental de Bellas Artes,2015
ex.789,au.301,Objeto Workshops*2015,Ministerio de Cultura,2015
ex.789,au.61,Objeto Workshops*2015,Camina al Río,2015
ex.789,au.139,Objeto Workshops*2015,El Péndulo,2015
ex.790,au.301,Pathosformel. Elementos para una pintura*2015,Ministerio de Cultura,2015
ex.790,au.3,Pathosformel. Elementos para una pintura*2015,15 Salones Regionales de Artistas –Zona Pacífico–,2015
ex.791,au.301,Taumatropía. Metodología del engaño*2015,Ministerio de Cultura,2015
ex.791,au.3,Taumatropía. Metodología del engaño*2015,15 Salones Regionales de Artistas –Zona Pacífico–,2015
ex.792,au.301,Las cosas en si. Un sistema frágil. *2015,Ministerio de Cultura,2015
ex.792,au.3,Las cosas en si. Un sistema frágil. *2015,15 Salones Regionales de Artistas –Zona Pacífico–,2015
ex.794,au.301,Rompecabezas*2015,Ministerio de Cultura,2015
ex.794,au.11,Rompecabezas*2015,Alcaldía de Cali,2015
ex.794,au.102,Rompecabezas*2015,Comfandi,2015
ex.794,au.43,Rompecabezas*2015,Bancolombia,2015
ex.794,au.194,Rompecabezas*2015,Fundación Bolivar Davivienda,2015
ex.794,au.342,Rompecabezas*2015,Pintuco,2015
ex.794,au.204,Rompecabezas*2015,Fundación Orbis,2015
ex.794,au.42,Rompecabezas*2015,Banco de Occidente,2015
ex.794,au.380,Rompecabezas*2015,Sura,2015
ex.794,au.163,Rompecabezas*2015,Epsa,2015
ex.794,au.74,Rompecabezas*2015,Celsia,2015
ex.794,au.32,Rompecabezas*2015,Atlas,2015
ex.794,au.247,Rompecabezas*2015,Ingenio Manuelita,2015
ex.794,au.239,Rompecabezas*2015,Harinera del Valle,2015
ex.794,au.279,Rompecabezas*2015,La Cabaña,2015
ex.795,au.402,Planchas sobre la mesa*2015,Universidad del Valle,2015
ex.795,au.301,Planchas sobre la mesa*2015,Ministerio de Cultura,2015
ex.795,au.11,Planchas sobre la mesa*2015,Alcaldía de Cali,2015
ex.798,au.11,Nata de nata*2015,Alcaldía de Cali,2015
ex.798,au.293,Nata de nata*2015,Lugar a Dudas,2015
ex.799,au.301,Los detalles*2015,Ministerio de Cultura,2015
ex.799,au.11,Los detalles*2015,Alcaldía de Cali,2015
ex.799,au.102,Los detalles*2015,Comfandi,2015
ex.799,au.43,Los detalles*2015,Bancolombia,2015
ex.799,au.168,Los detalles*2015,Estudios Takeshima,2015
ex.799,au.194,Los detalles*2015,Fundación Bolivar Davivienda,2015
ex.799,au.342,Los detalles*2015,Pintuco,2015
ex.799,au.204,Los detalles*2015,Fundación Orbis,2015
ex.799,au.42,Los detalles*2015,Banco de Occidente,2015
ex.799,au.380,Los detalles*2015,Sura,2015
ex.799,au.163,Los detalles*2015,Epsa,2015
ex.799,au.74,Los detalles*2015,Celsia,2015
ex.799,au.32,Los detalles*2015,Atlas,2015
ex.799,au.247,Los detalles*2015,Ingenio Manuelita,2015
ex.799,au.239,Los detalles*2015,Harinera del Valle,2015
ex.799,au.279,Los detalles*2015,La Cabaña,2015
ex.800,au.301,Colonia Infancia: El reino del arte para explorar los sentidos*2015,Ministerio de Cultura,2015
ex.800,au.11,Colonia Infancia: El reino del arte para explorar los sentidos*2015,Alcaldía de Cali,2015
ex.800,au.102,Colonia Infancia: El reino del arte para explorar los sentidos*2015,Comfandi,2015
ex.800,au.43,Colonia Infancia: El reino del arte para explorar los sentidos*2015,Bancolombia,2015
ex.801,au.301,Rembrandt : 69 grabados 1630-1659*2015,Ministerio de Cultura,2015
ex.801,au.11,Rembrandt : 69 grabados 1630-1659*2015,Alcaldía de Cali,2015
ex.801,au.102,Rembrandt : 69 grabados 1630-1659*2015,Comfandi,2015
ex.801,au.43,Rembrandt : 69 grabados 1630-1659*2015,Bancolombia,2015
ex.801,au.194,Rembrandt : 69 grabados 1630-1659*2015,Fundación Bolivar Davivienda,2015
ex.801,au.42,Rembrandt : 69 grabados 1630-1659*2015,Banco de Occidente,2015
ex.801,au.380,Rembrandt : 69 grabados 1630-1659*2015,Sura,2015
ex.801,au.197,Rembrandt : 69 grabados 1630-1659*2015,Fundación Epsa,2015
ex.801,au.32,Rembrandt : 69 grabados 1630-1659*2015,Atlas,2015
ex.801,au.247,Rembrandt : 69 grabados 1630-1659*2015,Ingenio Manuelita,2015
ex.801,au.239,Rembrandt : 69 grabados 1630-1659*2015,Harinera del Valle,2015
ex.801,au.279,Rembrandt : 69 grabados 1630-1659*2015,La Cabaña,2015
ex.801,au.10,Rembrandt : 69 grabados 1630-1659*2015,Air France,2015
ex.801,au.276,Rembrandt : 69 grabados 1630-1659*2015,KLM,2015
ex.801,au.138,Rembrandt : 69 grabados 1630-1659*2015,El País,2015
ex.802,au.11,Noche es Día*2015,Alcaldía de Cali,2015
ex.802,au.32,Noche es Día*2015,Atlas,2015
ex.803,au.47,Marimba Expandida*2016,Becas Bloc,2016
ex.803,au.293,Marimba Expandida*2016,Lugar a Dudas,2016
ex.803,au.326,Marimba Expandida*2016,Museo La Tertulia,2016
ex.803,au.282,Marimba Expandida*2016,La Sucursal.clo,2016
ex.804,au.11,Paciente. El cuerpo bajo sospecha*2016,Alcaldía de Cali,2016
ex.804,au.301,Paciente. El cuerpo bajo sospecha*2016,Ministerio de Cultura,2016
ex.804,au.102,Paciente. El cuerpo bajo sospecha*2016,Comfandi,2016
ex.804,au.43,Paciente. El cuerpo bajo sospecha*2016,Bancolombia,2016
ex.804,au.350,Paciente. El cuerpo bajo sospecha*2016,Proimágenes Colombia,2016
ex.804,au.391,Paciente. El cuerpo bajo sospecha*2016,Tribeca Film Institute,2016
ex.804,au.200,Paciente. El cuerpo bajo sospecha*2016,Fundación Gilberto Alzate Avendaño,2016
ex.804,au.12,Paciente. El cuerpo bajo sospecha*2016,Alcaldía Mayor de Bogotá,2016
ex.804,au.404,Paciente. El cuerpo bajo sospecha*2016,Universidad Javeriana Bogotá,2016
ex.804,au.77,Paciente. El cuerpo bajo sospecha*2016,Centro Ático,2016
ex.805,au.39,Beatriz González: El segundo original*2016,Banco de Archivos Digitales de Arte,2016
ex.805,au.127,Beatriz González: El segundo original*2016,Departamento de Arte Facultad de Artes y Humanidades de la Universidad de los Andes,2016
ex.806,au.11,Tratado sobre la insurrección de la pintura O El tercer lado del espejo*2016,Alcaldía de Cali,2016
ex.806,au.301,Tratado sobre la insurrección de la pintura O El tercer lado del espejo*2016,Ministerio de Cultura,2016
ex.806,au.102,Tratado sobre la insurrección de la pintura O El tercer lado del espejo*2016,Comfandi,2016
ex.806,au.43,Tratado sobre la insurrección de la pintura O El tercer lado del espejo*2016,Bancolombia,2016
ex.807,au.11,Hacia un lugar común*2016,Alcaldía de Cali,2016
ex.807,au.301,Hacia un lugar común*2016,Ministerio de Cultura,2016
ex.807,au.102,Hacia un lugar común*2016,Comfandi,2016
ex.807,au.43,Hacia un lugar común*2016,Bancolombia,2016
ex.807,au.237,Hacia un lugar común*2016,Grupo North,2016
ex.808,au.262,Future Perfect*2016,Instituto Goethe,2016
ex.808,au.252,Future Perfect*2016,Institut für Auslandsbeziehungen,2016
ex.810,au.301,La Forma Del Futuro*2016,Ministerio de Cultura,2016
ex.810,au.11,La Forma Del Futuro*2016,Alcaldía de Cali,2016
ex.810,au.102,La Forma Del Futuro*2016,Comfandi,2016
ex.810,au.43,La Forma Del Futuro*2016,Bancolombia,2016
ex.810,au.74,La Forma Del Futuro*2016,Celsia,2016
ex.810,au.138,La Forma Del Futuro*2016,El País,2016
ex.810,au.342,La Forma Del Futuro*2016,Pintuco,2016
ex.810,au.204,La Forma Del Futuro*2016,Fundación Orbis,2016
ex.810,au.411,La Forma Del Futuro*2016,Yemail Arquitectura,2016
ex.810,au.92,La Forma Del Futuro*2016,Cochones Éxtasis,2016
ex.810,au.410,La Forma Del Futuro*2016,Vivero Marinela,2016
ex.811,au.301,Alex Rodríguez: Objetos de estudio para una república popular demediada*2016,Ministerio de Cultura,2016
ex.811,au.11,Alex Rodríguez: Objetos de estudio para una república popular demediada*2016,Alcaldía de Cali,2016
ex.811,au.74,Alex Rodríguez: Objetos de estudio para una república popular demediada*2016,Celsia,2016
ex.811,au.321,Alex Rodríguez: Objetos de estudio para una república popular demediada*2016,Museo de Arte Moderno de Medellín,2016
ex.812,au.301,Presentación y Representación*2008,Ministerio de Cultura,2008
ex.812,au.11,Presentación y Representación*2008,Alcaldía de Cali,2008
ex.812,au.349,Presentación y Representación*2008,Proartes,2008
ex.812,au.4,Presentación y Representación*2008,7 Festival de Performance de Cali,2008
ex.812,au.371,Presentación y Representación*2008,Sidoc,2008
ex.812,au.138,Presentación y Representación*2008,El País,2008
ex.813,au.238,Hacia el litoral*2016,Hacia el Litoral,2016
ex.813,au.299,Hacia el litoral*2016,Más arte más acción,2016
ex.813,au.407,Hacia el litoral*2016,Videosónica,2016
ex.813,au.19,Hacia el litoral*2016,Almanaque Azul,2016
ex.813,au.232,Hacia el litoral*2016,Gobernación del Valle del Cauca,2016
ex.813,au.301,Hacia el litoral*2016,Ministerio de Cultura,2016
ex.813,au.11,Hacia el litoral*2016,Alcaldía de Cali,2016
ex.813,au.102,Hacia el litoral*2016,Comfandi,2016
ex.813,au.43,Hacia el litoral*2016,Bancolombia,2016
ex.814,au.347,Arte contemporáneo colombiano en el museo de arte moderno la tertulia *1997,Presidencia de la República de Colombia,1997
ex.814,au.303,Arte contemporáneo colombiano en el museo de arte moderno la tertulia *1997,Ministerio de Relaciones Exteriores,1997
ex.814,au.254,Arte contemporáneo colombiano en el museo de arte moderno la tertulia *1997,Instituto Colombiano de Cultura,1997
ex.816,au.135,Maria Thereza Negreiros *1997,Dirección de Cultura de Cali,1997
ex.818,au.74,A propósito del lugar*2016,Celsia,2016
ex.818,au.321,A propósito del lugar*2016,Museo de Arte Moderno de Medellín,2016
ex.818,au.301,A propósito del lugar*2016,Ministerio de Cultura,2016
ex.818,au.11,A propósito del lugar*2016,Alcaldía de Cali,2016
ex.819,au.301,Seis Artistas Colombianos *2002,Ministerio de Cultura,2002
ex.819,au.117,Seis Artistas Colombianos *2002,Corporación Financiera del Valle,2002
ex.819,au.138,Seis Artistas Colombianos *2002,El País,2002
ex.819,au.49,Seis Artistas Colombianos *2002,Bellsouth,2002
ex.819,au.100,Seis Artistas Colombianos *2002,Colombiana de Esmaltes,2002
ex.819,au.228,Seis Artistas Colombianos *2002,General Métalica Ltda,2002
ex.819,au.272,Seis Artistas Colombianos *2002,Inversiones Xicalina,2002
ex.819,au.294,Seis Artistas Colombianos *2002,M.F. Publicidad,2002
ex.820,au.301,Herbario de Plantas artificiales - Alberto Baraya*2004,Ministerio de Cultura,2004
ex.820,au.366,Herbario de Plantas artificiales - Alberto Baraya*2004,Secretaría de Cultura y Turismo de Cali,2004
ex.821,au.316,François Dolmetsch Fotografías - Retrospectiva *2005,Museo de arte del Tólima,2005
ex.821,au.231,François Dolmetsch Fotografías - Retrospectiva *2005,Gobernación del departamento del Cesar,2005
ex.821,au.212,François Dolmetsch Fotografías - Retrospectiva *2005,Galería de Arte Actual,2005
ex.821,au.41,François Dolmetsch Fotografías - Retrospectiva *2005,Banco de la República,2005
ex.821,au.189,François Dolmetsch Fotografías - Retrospectiva *2005,Fondo Mixto para la promoción de la Cultura y las Artesde San Andrés y Providencia,2005
ex.821,au.51,François Dolmetsch Fotografías - Retrospectiva *2005,Biblioteca Departamental David Martínez de Monteria,2005
ex.822,au.202,Dibujos Españoles del siglo XX*2006,Fundación MAPFRE,2006
ex.824,au.324,Monica Meira*2007,Museo de arte moderno de Pereira,2007
ex.824,au.326,Monica Meira*2007,Museo La Tertulia,2007
