curador,artista,expo,ano
Miguel González,Juan Guillermo Restrepo,Reconfiguraciones *2011,2011
Miguel González,María Clara Piñeyro,Reconfiguraciones *2011,2011
Miguel González,María de la Paz Jaramillo,Reconfiguraciones *2011,2011
Miguel González,Marta Minujín,Reconfiguraciones *2011,2011
Miguel González,Miguel Ángel Rojas,Reconfiguraciones *2011,2011
Miguel González,Noé Nojechowicz,Reconfiguraciones *2011,2011
Miguel González,Rafael Ortiz,Reconfiguraciones *2011,2011
Miguel González,Rodolfo Abularach,Reconfiguraciones *2011,2011
Miguel González,Roser Bru,Reconfiguraciones *2011,2011
Miguel González,Sammy Benmayor,Reconfiguraciones *2011,2011
Miguel González,Tabo Toral,Reconfiguraciones *2011,2011
Miguel González,Víctor Laignelet,Reconfiguraciones *2011,2011
Verónica Wiman,Carlos Motta,Normativo*2011,2011
Verónica Wiman,Colectivo LTTR,Normativo*2011,2011
Éricka Flórez,Jorge Acero,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Camilo Aguirre,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,William Bahos,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Wilson Díaz,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Herlyng Ferla,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Edinson Quiñones,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Leonardo Herrera,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Kabaret Machine,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Esteban López,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Jorge R. Nuñez,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Juan Pablo Marín,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Juan Mejía,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Ana María Millán,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Fernando Pareja & Leidy Chávez,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Mónica Restrepo,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Juan Martín Rico,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Alex Rodríguez,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Carolina Ruiz,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Rened Varona,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Juan David Velásquez,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Éricka Flórez,Sergio Zapata,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Jorge Acero,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Camilo Aguirre,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,William Bahos,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Wilson Díaz,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Herlyng Ferla,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Edinson Quiñones,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Leonardo Herrera,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Kabaret Machine,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Esteban López,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Jorge R. Nuñez,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Juan Pablo Marín,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Juan Mejía,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Ana María Millán,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Fernando Pareja & Leidy Chávez,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Mónica Restrepo,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Juan Martín Rico,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Alex Rodríguez,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Carolina Ruiz,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Rened Varona,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Juan David Velásquez,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Sebastián Ramírez,Sergio Zapata,Desde el Malestar: ¿Qué cosa es la verdad?*2012,2012
Verónica Wiman,Future Farmers,"Bajo el cemento, la tierra*2012",2012
Verónica Wiman,Colectivo Incinerante,"Bajo el cemento, la tierra*2012",2012
Verónica Wiman,Amy Franceschini,"Bajo el cemento, la tierra*2012",2012
Verónica Wiman,Proyecto Dies,"Bajo el cemento, la tierra*2012",2012
Verónica Wiman,Charlie Dubbe,"Bajo el cemento, la tierra*2012",2012
Verónica Wiman,Leandra Plaza,"Bajo el cemento, la tierra*2012",2012
Carlos Betancourt,Adrián Gaitán,Papel*2011,2011
Carlos Betancourt,Diego Mendoza,Papel*2011,2011
Miguel González,Adrián Gaitán,Papel*2011,2011
Miguel González,Diego Mendoza,Papel*2011,2011
Verónica Wiman,Adrián Gaitán,Papel*2011,2011
Verónica Wiman,Diego Mendoza,Papel*2011,2011
Juan Sebastián Ramirez,Victor Albarracín,Víctor Albarracín “El Tratamiento de las Contradicciones”*2012,2012
Juan Sebastián Ramirez,Iván Argote,Taking Care of Business. Un proyecto de Miami*2013,2013
Juan Sebastián Ramirez,Esteban Rivera,Taking Care of Business. Un proyecto de Miami*2013,2013
Juan Sebastián Ramirez,Matthieu Laurette,Taking Care of Business. Un proyecto de Miami*2013,2013
Juan Sebastián Ramirez,Nicolás Leguizamón,Taking Care of Business. Un proyecto de Miami*2013,2013
Juan Sebastián Ramirez,María Angélica Madero,Taking Care of Business. Un proyecto de Miami*2013,2013
Juan Sebastián Ramirez,Adriana Martínez,Taking Care of Business. Un proyecto de Miami*2013,2013
Juan Sebastián Ramirez,Mariana Murcia,Taking Care of Business. Un proyecto de Miami*2013,2013
Juan Sebastián Ramirez,María Paola Sánchez,Taking Care of Business. Un proyecto de Miami*2013,2013
Juan Sebastián Ramirez,Juan Peláez,Taking Care of Business. Un proyecto de Miami*2013,2013
Guillermo Vanegas,Juan Mejía,Master/Copy: Juan & Wilson [1995 – 1998]*2013,2013
Guillermo Vanegas,Wilson Díaz,Master/Copy: Juan & Wilson [1995 – 1998]*2013,2013
Guillermo Vanegas,Fernando Uhía,Ready Zombie. Fernando Uhía y los noventa*2013,2013
Juan Sebastián Ramirez,Comando Libre S-II,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,2013
Juan Sebastián Ramirez,Francisco Toquica,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,2013
Juan Sebastián Ramirez,Guillermo Gómez Peña,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,2013
Juan Sebastián Ramirez,Jaime Ávila Ferrer,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,2013
Juan Sebastián Ramirez,Leonardo Herrera,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,2013
Juan Sebastián Ramirez,Lorena Espitia,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,2013
Juan Sebastián Ramirez,María Mercedes Salgado,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,2013
Juan Sebastián Ramirez,Modern Mamboys,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,2013
Juan Sebastián Ramirez,Paulo Licona,Revolución y Simulacro. Estrategias de Guerrilla de Mercado*2013,2013
Juan Sebastián Ramirez,Lorena Espitia,Nueva Pintura Colombiana*2013,2013
Juan Sebastián Ramirez,Cristiam Fajardo,Nueva Pintura Colombiana*2013,2013
Juan Sebastián Ramirez,Sebastián Fierro,Nueva Pintura Colombiana*2013,2013
Juan Sebastián Ramirez,Gustavo Niño,Nueva Pintura Colombiana*2013,2013
Juan Sebastián Ramirez,Esteban Peña,Nueva Pintura Colombiana*2013,2013
Juan Sebastián Ramirez,Alex Rodríguez,Nueva Pintura Colombiana*2013,2013
Juan Sebastián Ramirez,Orlando Rojas,Nueva Pintura Colombiana*2013,2013
José Roca,Óscar Muñoz,Protografías*2013,2013
María Wills,Óscar Muñoz,Protografías*2013,2013
Éricka Flórez,Ana María Millán,Testigo de oídas*2014,2014
Éricka Flórez,Mónica Restrepo,Testigo de oídas*2014,2014
Éricka Flórez,Wilson Díaz,Testigo de oídas*2014,2014
María Sol Barón,Nirma Zárate,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,2014
María Sol Barón,Diego Arango,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,2014
María Sol Barón,Umberto Giangrandi,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,2014
María Sol Barón,Carlos Granada,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,2014
María Sol Barón,Jorge Mora,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,2014
María Sol Barón,Fabio Rodriguez Amaya,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,2014
Camilo Ordóñez Robayo,Nirma Zárate,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,2014
Camilo Ordóñez Robayo,Diego Arango,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,2014
Camilo Ordóñez Robayo,Umberto Giangrandi,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,2014
Camilo Ordóñez Robayo,Carlos Granada,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,2014
Camilo Ordóñez Robayo,Jorge Mora,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,2014
Camilo Ordóñez Robayo,Fabio Rodriguez Amaya,Rojo y Más Rojo. Taller 4 Rojo. Producción gráfica y Acción Directa*2014,2014
Un Lugar de la Plastica,Rosario López,Acueductos : Rosario López*2014,2014
Miguel González,Elías Heim,Fototropismos*2014,2014
Leonardo Herrera,Leonardo Herrera,El mejor equipo del mundo ¡hijueputa!*2014,2014
Carlos Quintero,Juan David Medina,Inversiones & Valores*2014,2014
José Horacio Martínez,Vanessa Sandoval,Cartografías de un mundo conocido*2014,2014
Jenny Vilá,Vanessa Sandoval,Cartografías de un mundo conocido*2014,2014
Elkin Calderón,Vanessa Sandoval,Cartografías de un mundo conocido*2014,2014
Yohanna Roa,Adrián Gaitán,Territorio en discusión*2014,2014
Yohanna Roa,Mario Opazo,Territorio en discusión*2014,2014
Yohanna Roa,Henry Salazar,Territorio en discusión*2014,2014
Yohanna Roa,Colectivo Sector Reforma,Territorio en discusión*2014,2014
William Contreras Alfonso,Hernando Tejada,Tejadita: viajero y sibarita*2014,2014
Circular presents :Daniel Tejada & Sergio Zapata & David León & Adrián Gaitán,Jorge Acero,I will always love you*2015,2015
Andrés Fresneda,Inu Waters,El Bucle*2015,2015
Andrés Fresneda,Jim Pluk,El Bucle*2015,2015
Andrés Fresneda,Mateo Rivano,El Bucle*2015,2015
Andrés Fresneda,Powerpaola,El Bucle*2015,2015
Andrés Fresneda,Stinkfish,El Bucle*2015,2015
Andrés Fresneda,Typozon,El Bucle*2015,2015
Juan Pablo Fajardo,Inu Waters,El Bucle*2015,2015
Juan Pablo Fajardo,Jim Pluk,El Bucle*2015,2015
Juan Pablo Fajardo,Mateo Rivano,El Bucle*2015,2015
Juan Pablo Fajardo,Powerpaola,El Bucle*2015,2015
Juan Pablo Fajardo,Stinkfish,El Bucle*2015,2015
Juan Pablo Fajardo,Typozon,El Bucle*2015,2015
Alejandro Martín Maldonado,León Ferrari,La Condición Urbana *2015,2015
Éricka Flórez,Ana María Millán,Un hechizo en el espacio*2015,2015
Éricka Flórez,Giovanni Vargas,Un hechizo en el espacio*2015,2015
Alejandro Martín Maldonado,Ana María Millán,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Antonio Ungar,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Antonio Yemail,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Éricka Flórez,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Hernán Barón,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Joni B,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,La Silueta,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Laagencia,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Lucas Ospina,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Luisa Ungar,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,María Isabel Rueda,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Pablo Besse,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Power Paola,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Rubén Mendoza,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Tatiana Acevedo,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Tupac Cruz,El diablo probablemente*2015,2015
Alejandro Martín Maldonado,Verónica Lehner,El diablo probablemente*2015,2015
Hermann Yusty,Breyner Huertas,Objeto Workshops*2015,2015
Hermann Yusty,Carlos Duque,Objeto Workshops*2015,2015
Hermann Yusty,Carlos Tamayo,Objeto Workshops*2015,2015
Hermann Yusty,Dayhana Muñoz,Objeto Workshops*2015,2015
Hermann Yusty,Hermann Yusty,Objeto Workshops*2015,2015
Hermann Yusty,Irene Fuga,Objeto Workshops*2015,2015
Hermann Yusty,Jim Stoten,Objeto Workshops*2015,2015
Hermann Yusty,Jorge Acero,Objeto Workshops*2015,2015
Hermann Yusty,Nadia Granados,Objeto Workshops*2015,2015
Hermann Yusty,Samuel Bohórquez,Objeto Workshops*2015,2015
Hermann Yusty,Wilson Díaz,Objeto Workshops*2015,2015
Carlos Tamayo,Breyner Huertas,Objeto Workshops*2015,2015
Carlos Tamayo,Carlos Duque,Objeto Workshops*2015,2015
Carlos Tamayo,Carlos Tamayo,Objeto Workshops*2015,2015
Carlos Tamayo,Dayhana Muñoz,Objeto Workshops*2015,2015
Carlos Tamayo,Hermann Yusty,Objeto Workshops*2015,2015
Carlos Tamayo,Irene Fuga,Objeto Workshops*2015,2015
Carlos Tamayo,Jim Stoten,Objeto Workshops*2015,2015
Carlos Tamayo,Jorge Acero,Objeto Workshops*2015,2015
Carlos Tamayo,Nadia Granados,Objeto Workshops*2015,2015
Carlos Tamayo,Samuel Bohórquez,Objeto Workshops*2015,2015
Carlos Tamayo,Wilson Díaz,Objeto Workshops*2015,2015
Breyner Huertas,Breyner Huertas,Objeto Workshops*2015,2015
Breyner Huertas,Carlos Duque,Objeto Workshops*2015,2015
Breyner Huertas,Carlos Tamayo,Objeto Workshops*2015,2015
Breyner Huertas,Dayhana Muñoz,Objeto Workshops*2015,2015
Breyner Huertas,Hermann Yusty,Objeto Workshops*2015,2015
Breyner Huertas,Irene Fuga,Objeto Workshops*2015,2015
Breyner Huertas,Jim Stoten,Objeto Workshops*2015,2015
Breyner Huertas,Jorge Acero,Objeto Workshops*2015,2015
Breyner Huertas,Nadia Granados,Objeto Workshops*2015,2015
Breyner Huertas,Samuel Bohórquez,Objeto Workshops*2015,2015
Breyner Huertas,Wilson Díaz,Objeto Workshops*2015,2015
Herlyng Ferla,Eduardo Motato,Pathosformel. Elementos para una pintura*2015,2015
Riccardo Giacconi,Eduardo Motato,Pathosformel. Elementos para una pintura*2015,2015
Herlyng Ferla,William Bahos,Taumatropía. Metodología del engaño*2015,2015
Herlyng Ferla,Natalia Correa,Taumatropía. Metodología del engaño*2015,2015
Herlyng Ferla,Dash/Lab,Taumatropía. Metodología del engaño*2015,2015
Herlyng Ferla,Alberto De Michele,Taumatropía. Metodología del engaño*2015,2015
Herlyng Ferla,María del Carmen Espinoza,Taumatropía. Metodología del engaño*2015,2015
Herlyng Ferla,Leonardo López,Taumatropía. Metodología del engaño*2015,2015
Herlyng Ferla,Camila Rodríguez,Taumatropía. Metodología del engaño*2015,2015
Herlyng Ferla,Juliano Ventura,Taumatropía. Metodología del engaño*2015,2015
Riccardo Giacconi,William Bahos,Taumatropía. Metodología del engaño*2015,2015
Riccardo Giacconi,Natalia Correa,Taumatropía. Metodología del engaño*2015,2015
Riccardo Giacconi,Dash/Lab,Taumatropía. Metodología del engaño*2015,2015
Riccardo Giacconi,Alberto De Michele,Taumatropía. Metodología del engaño*2015,2015
Riccardo Giacconi,María del Carmen Espinoza,Taumatropía. Metodología del engaño*2015,2015
Riccardo Giacconi,Leonardo López,Taumatropía. Metodología del engaño*2015,2015
Riccardo Giacconi,Camila Rodríguez,Taumatropía. Metodología del engaño*2015,2015
Riccardo Giacconi,Juliano Ventura,Taumatropía. Metodología del engaño*2015,2015
Herlyng Ferla,Leonardo Amador,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,William Bahos,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Lisseth Balcázar,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Richard Bravo,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Angélica Castro,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Julien Creuzet,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Nicolás González,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Diego Hernández,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,William Narváez,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Sandra Patricia Navia,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Natalia Pipicano,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Fredy Quinayas,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Eduardo Ramírez Villamizar,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Mónica Restrepo,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Yeison Riascos,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Juan Guillermo Tamayo,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Iván Tovar,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Pablo Van Wong,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Ronny Vayda,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Sergio Vélez,Las cosas en si. Un sistema frágil. *2015,2015
Herlyng Ferla,Hermann Yusty,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Leonardo Amador,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,William Bahos,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Lisseth Balcázar,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Richard Bravo,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Angélica Castro,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Julien Creuzet,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Nicolás González,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Diego Hernández,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,William Narváez,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Sandra Patricia Navia,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Natalia Pipicano,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Fredy Quinayas,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Eduardo Ramírez Villamizar,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Mónica Restrepo,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Yeison Riascos,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Juan Guillermo Tamayo,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Iván Tovar,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Pablo Van Wong,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Ronny Vayda,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Sergio Vélez,Las cosas en si. Un sistema frágil. *2015,2015
Riccardo Giacconi,Hermann Yusty,Las cosas en si. Un sistema frágil. *2015,2015
Alejandro Martín Maldonado,Luis Fernando Roldán,Rompecabezas*2015,2015
Fiorella Gómez-Silva,Eyder Wilson Ul Ascue,Planchas sobre la mesa*2015,2015
Fiorella Gómez-Silva,Carlos Augusto Arcila Castillo,Planchas sobre la mesa*2015,2015
Fiorella Gómez-Silva,Mario Fernando Camargo Gómez,Planchas sobre la mesa*2015,2015
Fiorella Gómez-Silva,Santiago Osorio Medina,Planchas sobre la mesa*2015,2015
Fiorella Gómez-Silva,Arley Fernando Fernández Ortiz,Planchas sobre la mesa*2015,2015
Fiorella Gómez-Silva,Jennifer Peñaloza Dulcey,Planchas sobre la mesa*2015,2015
Fiorella Gómez-Silva,Laura Lucía Peña Escobar,Planchas sobre la mesa*2015,2015
Fiorella Gómez-Silva,Lizeth Fernanda Figueroa Cruz,Planchas sobre la mesa*2015,2015
Fiorella Gómez-Silva,Diana Cristina Flores Reina,Planchas sobre la mesa*2015,2015
Fiorella Gómez-Silva,Parménides Meneses Anganoy,Planchas sobre la mesa*2015,2015
Fiorella Gómez-Silva,Sergio Luis Cerón Muñoz,Planchas sobre la mesa*2015,2015
Fiorella Gómez-Silva,Martha Jamín Giraldo Castaño,Planchas sobre la mesa*2015,2015
Fiorella Gómez-Silva,Steven Andrés Ruiz Bello.,Planchas sobre la mesa*2015,2015
Víctor Alcalde,Eyder Wilson Ul Ascue,Planchas sobre la mesa*2015,2015
Víctor Alcalde,Carlos Augusto Arcila Castillo,Planchas sobre la mesa*2015,2015
Víctor Alcalde,Mario Fernando Camargo Gómez,Planchas sobre la mesa*2015,2015
Víctor Alcalde,Santiago Osorio Medina,Planchas sobre la mesa*2015,2015
Víctor Alcalde,Arley Fernando Fernández Ortiz,Planchas sobre la mesa*2015,2015
Víctor Alcalde,Jennifer Peñaloza Dulcey,Planchas sobre la mesa*2015,2015
Víctor Alcalde,Laura Lucía Peña Escobar,Planchas sobre la mesa*2015,2015
Víctor Alcalde,Lizeth Fernanda Figueroa Cruz,Planchas sobre la mesa*2015,2015
Víctor Alcalde,Diana Cristina Flores Reina,Planchas sobre la mesa*2015,2015
Víctor Alcalde,Parménides Meneses Anganoy,Planchas sobre la mesa*2015,2015
Víctor Alcalde,Sergio Luis Cerón Muñoz,Planchas sobre la mesa*2015,2015
Víctor Alcalde,Martha Jamín Giraldo Castaño,Planchas sobre la mesa*2015,2015
Víctor Alcalde,Steven Andrés Ruiz Bello.,Planchas sobre la mesa*2015,2015
Giancarlo Parodi,Eyder Wilson Ul Ascue,Planchas sobre la mesa*2015,2015
Giancarlo Parodi,Carlos Augusto Arcila Castillo,Planchas sobre la mesa*2015,2015
Giancarlo Parodi,Mario Fernando Camargo Gómez,Planchas sobre la mesa*2015,2015
Giancarlo Parodi,Santiago Osorio Medina,Planchas sobre la mesa*2015,2015
Giancarlo Parodi,Arley Fernando Fernández Ortiz,Planchas sobre la mesa*2015,2015
Giancarlo Parodi,Jennifer Peñaloza Dulcey,Planchas sobre la mesa*2015,2015
Giancarlo Parodi,Laura Lucía Peña Escobar,Planchas sobre la mesa*2015,2015
Giancarlo Parodi,Lizeth Fernanda Figueroa Cruz,Planchas sobre la mesa*2015,2015
Giancarlo Parodi,Diana Cristina Flores Reina,Planchas sobre la mesa*2015,2015
Giancarlo Parodi,Parménides Meneses Anganoy,Planchas sobre la mesa*2015,2015
Giancarlo Parodi,Sergio Luis Cerón Muñoz,Planchas sobre la mesa*2015,2015
Giancarlo Parodi,Martha Jamín Giraldo Castaño,Planchas sobre la mesa*2015,2015
Giancarlo Parodi,Steven Andrés Ruiz Bello.,Planchas sobre la mesa*2015,2015
Andrés Casanova,Eyder Wilson Ul Ascue,Planchas sobre la mesa*2015,2015
Andrés Casanova,Carlos Augusto Arcila Castillo,Planchas sobre la mesa*2015,2015
Andrés Casanova,Mario Fernando Camargo Gómez,Planchas sobre la mesa*2015,2015
Andrés Casanova,Santiago Osorio Medina,Planchas sobre la mesa*2015,2015
Andrés Casanova,Arley Fernando Fernández Ortiz,Planchas sobre la mesa*2015,2015
Andrés Casanova,Jennifer Peñaloza Dulcey,Planchas sobre la mesa*2015,2015
Andrés Casanova,Laura Lucía Peña Escobar,Planchas sobre la mesa*2015,2015
Andrés Casanova,Lizeth Fernanda Figueroa Cruz,Planchas sobre la mesa*2015,2015
Andrés Casanova,Diana Cristina Flores Reina,Planchas sobre la mesa*2015,2015
Andrés Casanova,Parménides Meneses Anganoy,Planchas sobre la mesa*2015,2015
Andrés Casanova,Sergio Luis Cerón Muñoz,Planchas sobre la mesa*2015,2015
Andrés Casanova,Martha Jamín Giraldo Castaño,Planchas sobre la mesa*2015,2015
Andrés Casanova,Steven Andrés Ruiz Bello.,Planchas sobre la mesa*2015,2015
Alejandro Martín Maldonado,Dash Shaw,Dash Shaw + Luis Echavaría: El fantasma que no se ve*2015,2015
Alejandro Martín Maldonado,Luis Echavarría,Dash Shaw + Luis Echavaría: El fantasma que no se ve*2015,2015
Abraham Restrepo,Dash Shaw,Dash Shaw + Luis Echavaría: El fantasma que no se ve*2015,2015
Abraham Restrepo,Luis Echavarría,Dash Shaw + Luis Echavaría: El fantasma que no se ve*2015,2015
Alejandro Martín Maldonado,Luis Eduardo Tobón,Nata de nata*2015,2015
Alejandro Martín Maldonado,Alicia Barney,Colonia Infancia: El reino del arte para explorar los sentidos*2015,2015
Alejandro Martín Maldonado,Bernardo Salcedo,Colonia Infancia: El reino del arte para explorar los sentidos*2015,2015
Alejandro Martín Maldonado,Emilio Sánchez,Colonia Infancia: El reino del arte para explorar los sentidos*2015,2015
Alejandro Martín Maldonado,Feliza Bursztyn,Colonia Infancia: El reino del arte para explorar los sentidos*2015,2015
Alejandro Martín Maldonado,Hernando Tejada,Colonia Infancia: El reino del arte para explorar los sentidos*2015,2015
Alejandro Martín Maldonado,Óscar Muñoz,Colonia Infancia: El reino del arte para explorar los sentidos*2015,2015
Alejandro Martín Maldonado,Rufino Tamayo,Colonia Infancia: El reino del arte para explorar los sentidos*2015,2015
Alejandro Martín Maldonado,Yutaka Toyota,Colonia Infancia: El reino del arte para explorar los sentidos*2015,2015
Ángela Osorio,Alicia Barney,Colonia Infancia: El reino del arte para explorar los sentidos*2015,2015
Ángela Osorio,Bernardo Salcedo,Colonia Infancia: El reino del arte para explorar los sentidos*2015,2015
Ángela Osorio,Emilio Sánchez,Colonia Infancia: El reino del arte para explorar los sentidos*2015,2015
Ángela Osorio,Feliza Bursztyn,Colonia Infancia: El reino del arte para explorar los sentidos*2015,2015
