curador,artista,expo,ano
Miguel González,Eugenio Dittborn,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Roberto Sebastián Matta,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Antonio Berni,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Julio Le Parc,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Mauricio Lasansky,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Liliana Porter,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Ruth Bessoudo Courvoisier,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Arcangelo Ianelli,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Fernando de Szyszlo,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Oswaldo Guayasamín,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Jesús Rafael Soto,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Carlos Cruz-Diez,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Alejandro Otero,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Alejandro Obregón,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Édgar Negret,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Fernando Botero,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Beatriz González,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Fernando Arias,Pulsiones*1993,1993
Miguel González,Alicia Barney,Pulsiones*1993,1993
Miguel González,Martha Combariza,Pulsiones*1993,1993
Miguel González,María Dolores Garcés,Pulsiones*1993,1993
Miguel González,Becky Mayer,Pulsiones*1993,1993
Miguel González,Óscar Muñoz,Pulsiones*1993,1993
Miguel González,Juan Andrés Posada Jaramillo,Pulsiones*1993,1993
Miguel González,José Alejandro Restrepo,Pulsiones*1993,1993
Miguel González,Miguel Ángel Rojas,Pulsiones*1993,1993
Miguel González,Doris Salcedo,Pulsiones*1993,1993
Miguel González,Elías Heim,Pulsiones*1993,1993
Miguel González,Pablo Van Wong,Pulsiones*1993,1993
Miguel González,Nadín Ospina,Nadín Ospina*1993,1993
Miguel González,Jesús Rafael Soto,Muestra de arte venezolano*1993,1993
Miguel González,Carlos Cruz-Diez,Muestra de arte venezolano*1993,1993
Miguel González,Luis Chacón,Muestra de arte venezolano*1993,1993
Miguel González,Gertrud Goldschmidt,Muestra de arte venezolano*1993,1993
Miguel González,Susy Iglicki,Muestra de arte venezolano*1993,1993
Miguel González,Alejandro Otero,Muestra de arte venezolano*1993,1993
Miguel González,Víctor Varela,Muestra de arte venezolano*1993,1993
Miguel González,Mateo Manaure,Muestra de arte venezolano*1993,1993
Miguel González,Jacobo Borges,Muestra de arte venezolano*1993,1993
Miguel González,Corina Briceño,Muestra de arte venezolano*1993,1993
Miguel González,Alexis Gorodine,Muestra de arte venezolano*1993,1993
Miguel González,Édgar Sánchez,Muestra de arte venezolano*1993,1993
Miguel González,Oswaldo Vivas,Muestra de arte venezolano*1993,1993
Miguel González,Alirio Palacios,Muestra de arte venezolano*1993,1993
Miguel González,Pedro Zapata,Muestra de arte venezolano*1993,1993
Miguel González,Rolado Peña,Muestra de arte venezolano*1993,1993
Miguel González,Carlos Zerpa,Muestra de arte venezolano*1993,1993
Miguel González,Wifredo Lam,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,René Portocarrero,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,Emilio Sánchez,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,Mariano Rodríguez,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,José Bermúdez,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,Agustín Fernández,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,Aldo Menéndez,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,Joaquín Ferrer,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,Moisés Finalé,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,José Franco,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,Isabel Gimeno,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,Miguel Huertas,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,Gina Pellón,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,Nelson Villalobo,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,Tonel,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,Agustín Cárdenas,Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia*1993,1993
Miguel González,Danilo Dueñas,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Catalina Cárdenas,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Rafael Echeverri,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Luis Fernando Roldán,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Ana María Rueda,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Carlos Salas Silva,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Armin Tröger,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Santiago Uribe Holguín,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Luis Guillermo Botero,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Luis Fernando Zapata,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Julián Aristizábal,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Tina Celis,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Nancy Friedemann,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Víctor Laignelet,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Germán Londoño,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Cristina Llano,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,José Horacio Martínez,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Diego Mazuera,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Mario Ossaba,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Rafael Panizza,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Rosemberg Sandoval,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Bibiana Vélez,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,Rodolfo Vélez,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Miguel González,María Teresa Vieco,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993*1993,1993
Francisco Ramírez Potes,Varios,Exposición de nueva arquitectura colombiana*1993,1993
Galería Deimos de Bogotá,Fernando Martínez Sanabria,Fernando Martínez Sanabria*1993,1993
Miguel González,Beatriz Duque,Beatriz Duque pinturas*1993,1993
Miguel González,Alejandro Obregón,Homenaje a Marta Traba*1993,1993
Miguel González,Olga de Amaral,Homenaje a Marta Traba*1993,1993
Miguel González,Beatriz Daza,Homenaje a Marta Traba*1993,1993
Miguel González,Fernando Botero,Homenaje a Marta Traba*1993,1993
Miguel González,Eduardo Ramírez Villamizar,Homenaje a Marta Traba*1993,1993
Miguel González,Édgar Negret,Homenaje a Marta Traba*1993,1993
Miguel González,Luis Caballero,Homenaje a Marta Traba*1993,1993
Miguel González,Pedro Alcántara Herrán,Homenaje a Marta Traba*1993,1993
Miguel González,Beatriz González,Homenaje a Marta Traba*1993,1993
Miguel González,Feliza Bursztyn,Homenaje a Marta Traba*1993,1993
Miguel González,Bernardo Salcedo,Homenaje a Marta Traba*1993,1993
Miguel González,Santiago Cárdenas,Homenaje a Marta Traba*1993,1993
Miguel González,Gustavo Zalamea,Homenaje a Marta Traba*1993,1993
Miguel González,Hernán Díaz,Homenaje a Marta Traba*1993,1993
Miguel González,Francisco Rodón,Homenaje a Marta Traba*1993,1993
Miguel González,Juan Antonio Roda,Tierra de nadie*1994,1994
Miguel González,Carlos Gómez,Cuatro Pintores de Cartagena*1994,1994
Miguel González,Adalberto Jiménez,Cuatro Pintores de Cartagena*1994,1994
Miguel González,Édgar Plata,Cuatro Pintores de Cartagena*1994,1994
Miguel González,Mario Zabaleta,Cuatro Pintores de Cartagena*1994,1994
Carlos Botero,Rafael Alvarez Salas,Arquitectura del Ferrocarril del Pacífico*1994,1994
Carlos Botero,Arturo Arcila Uribe,Arquitectura del Ferrocarril del Pacífico*1994,1994
Carlos Botero,Rafael Borrero Vergara,Arquitectura del Ferrocarril del Pacífico*1994,1994
Carlos Botero,Francisco Ospina Bernal,Arquitectura del Ferrocarril del Pacífico*1994,1994
Carlos Botero,M. M. Mosquera,Arquitectura del Ferrocarril del Pacífico*1994,1994
Carlos Botero,G. A. Garrrido,Arquitectura del Ferrocarril del Pacífico*1994,1994
Carlos Botero,E. Goemann,Arquitectura del Ferrocarril del Pacífico*1994,1994
Carlos Botero,Francisco J. Jaramillo,Arquitectura del Ferrocarril del Pacífico*1994,1994
Miguel González,Vicky Neumann,Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Beatriz Duque,Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,José Horacio Martínez,Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Catalina Mejía,Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Nadín Ospina,Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Elías Heim,Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Miguel Ángel Rojas,Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Becky Mayer,Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Linda Troeller,Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Bernardo Salcedo,Bernardo Salcedo Objetos*1994,1994
Miguel González,Jan Bartelsman,Jan Bartelsman retrospectiva*1994,1994
Pieter Bos,Jan Bartelsman,Jan Bartelsman retrospectiva*1994,1994
Miguel González,Pedro Alcántara Herrán,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,1994
Miguel González,Ever Astudillo,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,1994
Miguel González,Leonel Góngora,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,1994
Miguel González,Enrique Grau,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,1994
Miguel González,María de la Paz Jaramillo,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,1994
Miguel González,Óscar Muñoz,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,1994
Miguel González,María Thereza Negreiros,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,1994
Miguel González,Édgar Negret,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,1994
Miguel González,Alejandro Obregón,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,1994
Miguel González,Ómar Rayo,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,1994
Miguel González,Hernando Tejada,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,1994
Miguel González,Lucy Tejada,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,1994
Miguel González,Mariluz Álvarez,Revelaciones*1994,1994
Miguel González,Patricia Bravo,Revelaciones*1994,1994
Miguel González,Adolfo Cifuentes,Revelaciones*1994,1994
Miguel González,María José Morales,Revelaciones*1994,1994
Miguel González,Ana Claudia Múnera,Revelaciones*1994,1994
Miguel González,Jorge Ortiz,Revelaciones*1994,1994
Miguel González,Luis Ospina,Revelaciones*1994,1994
Miguel González,Gloria Posada,Revelaciones*1994,1994
Miguel González,Luis Rincón,Revelaciones*1994,1994
Miguel González,Víctor Robledo,Revelaciones*1994,1994
Miguel González,Luis Fernando Sepúlveda,Revelaciones*1994,1994
Miguel González,Alfonso Suárez,Revelaciones*1994,1994
Eduardo Serrano,Jim Amaral,"Jim Amaral, esculturas*1994",1994
Miguel González,Elías Heim,Elías Heim*1994,1994
Miguel González,Marco Tobón Mejía,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Rómulo Rozo,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Hernando Tejada,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Carlos Rojas,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Feliza Bursztyn,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Bernardo Salcedo,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Beatriz Daza,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Hugo Zapata,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Lydia Azout,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Alicia Barney,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Consuelo Gómez,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Pablo Van Wong,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,Nadín Ospina,Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994*1994,1994
Miguel González,John Castles,Acuáticas*1995,1995
Miguel González,Varios,Muestra de carteles cinematográficos de la Colección de la Cinemateca La Tertulia 1995*1995,1995
Miguel González,Varios,Muestra de fotografías y carteles cinematográficos de la Colección de la Cinemateca La Tertulia*1995,1995
Miguel González,Andrés de Santa María,Comportamiento del Paisaje*1995,1995
Miguel González,Luis Núñez Borda,Comportamiento del Paisaje*1995,1995
Miguel González,Ricardo Borrero,Comportamiento del Paisaje*1995,1995
Miguel González,Jesús María Zamora,Comportamiento del Paisaje*1995,1995
Miguel González,Domingo Moreno Otero,Comportamiento del Paisaje*1995,1995
Miguel González,Ricardo Gómez Campuzano,Comportamiento del Paisaje*1995,1995
Miguel González,Efraim Martínez,Comportamiento del Paisaje*1995,1995
Miguel González,Ignacio Gómez Jaramillo,Comportamiento del Paisaje*1995,1995
Miguel González,Carlos Correa,Comportamiento del Paisaje*1995,1995
Miguel González,Gonzalo Ariza,Comportamiento del Paisaje*1995,1995
Miguel González,Alejandro Obregón,Comportamiento del Paisaje*1995,1995
Miguel González,Alfonso Quijano Acero,Comportamiento del Paisaje*1995,1995
Miguel González,María Thereza Negreiros,Comportamiento del Paisaje*1995,1995
Miguel González,Augusto Rendón,Comportamiento del Paisaje*1995,1995
Miguel González,Ana Mercedes Hoyos,Comportamiento del Paisaje*1995,1995
Miguel González,Álvaro Barrios,Comportamiento del Paisaje*1995,1995
Miguel González,Antonio Barrera,Comportamiento del Paisaje*1995,1995
Miguel González,Ever Astudillo,Comportamiento del Paisaje*1995,1995
Miguel González,Antonio Caro,Comportamiento del Paisaje*1995,1995
Miguel González,Alicia Barney,Comportamiento del Paisaje*1995,1995
Ana Sokoloff,Miguel Böhmer,Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana*1995,1995
Ana Sokoloff,María Teresa Cano,Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana*1995,1995
Ana Sokoloff,María Fernanda Cardoso,Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana*1995,1995
Ana Sokoloff,Rodrigo Facundo,Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana*1995,1995
Ana Sokoloff,Carolina Franco,Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana*1995,1995
Ana Sokoloff,Elías Heim,Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana*1995,1995
Ana Sokoloff,José Horacio Martínez,Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana*1995,1995
Ana Sokoloff,Catalina Mejía,Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana*1995,1995
Ana Sokoloff,Rafael Ortiz,Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana*1995,1995
Ana Sokoloff,Nadín Ospina,Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana*1995,1995
Ana Sokoloff,Eduardo Pradilla,Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana*1995,1995
Miguel González,Pedro Alcántara Herrán,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Ever Astudillo,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Alicia Barney,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Antonio Barrera,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Fernando Botero,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Feliza Bursztyn,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Luis Caballero,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Santiago Cárdenas,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Antonio Caro,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Consuelo Gómez,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Leonel Góngora,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Beatriz González,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Enrique Grau,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,María de la Paz Jaramillo,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Darío Morales,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Óscar Muñoz,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,María Thereza Negreiros,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Édgar Negret,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Alejandro Obregón,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Nadín Ospina,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Eduardo Ramírez Villamizar,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Ómar Rayo,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Carlos Rojas,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Bernardo Salcedo,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Hernando Tejada,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Lucy Tejada,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Pablo Van Wong,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Hugo Zapata,Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,José Guadalupe Posada,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Diego Rivera,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,José Clemente Rodríguez,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,David Alfaro Siqueiros,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Rufino Tamayo,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Pablo O'higgins,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Francisco Toledo,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Leonora Carrington,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,José Luis Cuevas,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Manuel Felguérez,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Vicente Rojo,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Alberto Gironella,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Luis López Loza,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Brian Nissen,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Juan Soriano,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Mathias Goeritz,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Pedro Friedeberg,Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia*1995,1995
Miguel González,Ricardo Borrero,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Jesús María Zamora,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Ignacio Gómez Jaramillo,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Ricardo Gómez Campuzano,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Carlos Correa,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Alejandro Obregón,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Enrique Grau,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Lucy Tejada,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Jan Bartelsman,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Ómar Rayo,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Beatriz Daza,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Emma Reyes,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Beatriz González,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,María Thereza Negreiros,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Carlos Rojas,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Manuel Hernández,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Óscar Muñoz,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Antonio Barrera,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Víctor Laignelet,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Jonier Marín,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Carlos Salas Silva,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Ana María Rueda,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Santiago Uribe Holguín,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Bibiana Vélez,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,María Teresa Vieco,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Rafael Ortiz,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
Miguel González,Rafael Echeverri,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995*1995,1995
