id_expo,id_obra,nombre_expo,nombre_obra,ano
ex.320,o.2226,Otto Moll González Antología Fotográfica 1939 –1968*1986,Retrato de Pedro Nel Gómez*Otto Moll González*1942,1986
ex.320,o.2227,Otto Moll González Antología Fotográfica 1939 –1968*1986,El puente Ortiz y el hotel alférez real. Cali*Otto Moll González*1956,1986
ex.322,o.2187,Rodolfo Vélez*1986,Sala de espera 9:50 a.m.*Rodolfo Vélez*1985,1986
ex.322,o.2194,Rodolfo Vélez*1986,Sala de espera 6:00 p.m.*Rodolfo Vélez*1985,1986
ex.325,o.3517,Diego Arango Arango*1986,El jaguar*Diego Arango*1986,1986
ex.325,o.3518,Diego Arango Arango*1986,El ángel*Diego Arango*1986,1986
ex.325,o.3519,Diego Arango Arango*1986,Pequeño jaguar*Diego Arango*1986,1986
ex.327,o.3168,Mónica Meira*1986,Puro encaje*Mónica Meira*1985,1986
ex.334,o.3172,Flor María Bouhot*1987,De la Serie: LOS AMANTES*Flor María Bouhot*1985,1987
ex.336,o.3967,José Luis Fajardo*1987,Refugiado en 1927*José Luis Fajardo*1986,1987
ex.339,o.2406,Liliana Porter*1987,Labyrinth*Liliana Porter*1987,1987
ex.345,o.2184,Gustavo Zalamea *1987,Posibilidades de una pera*Gustavo Zalamea*1986,1987
ex.347,o.3973,Vivian Monsalve*1987,Sin título*Vivian Monsalve*1987,1987
ex.348,o.3179,Enrique Sánchez*1987,Sin título*Enrique Sánchez*1986,1987
ex.350,o.2243,Alberto Lenis Burckhardt*1987,Carnavales de cali 1922*Alberto Lenis Burckhardt*1922,1987
ex.350,o.2242,Alberto Lenis Burckhardt*1987,Serie: TODO ENCUADRADO #5*Sylvia Patiño*1987,1987
ex.360,o.3304,Una Interpretación de Caravaggio*1988,El primer bodegón en la historia del arte*Ana Mercedes Hoyos*1986,1988
ex.363,o.3974,Ana María Rueda*1988,De la serie: Jardín *Ana María Rueda*1988,1988
ex.371,o.3327,Juan Antonio Roda*1988,Flora N°4*Juan Antonio Roda*1984,1988
ex.380,o.1915,Gloria Duncan y Ronald Duncan*1989,Totem ii*Ronald Duncan*1988,1989
ex.380,o.1914,Gloria Duncan y Ronald Duncan*1989,Jardin secreto*Gloria Duncan*1988,1989
ex.381,o.3254,Fotografías y su Relación*1989,Georgia fingerprint state ii*Chuck Close*1985,1989
ex.382,o.3979,Tres Artistas de Puerto Rico*1989,Autorretrato VII*Carlos Collazo*1988,1989
ex.382,o.1916,Tres Artistas de Puerto Rico*1989,Topografia interior X*Jaime Suárez*1988,1989
ex.390,o.3953,Ignacio Gomez Jaramillo 1910-1970*1989,Sin título - Paisaje *Ignacio Gómez Jaramillo*1959,1989
ex.394,o.3991,Pinturas Tridimesionales*1989,Sin título*Beatriz Ángel*1989,1989
ex.404,o.2240,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Me quisiste lo sé...*Mónika Herrán*1987,1989
ex.406,o.3323,Laignelet*1990,Puntos de vista*Víctor Laignelet*1988,1990
ex.406,o.3381,Laignelet*1990,Virgini pariturae I*Víctor Laignelet*1989,1990
ex.407,o.3990,Cristina Llano *1990,El último rincón*Cristina Llano*1989,1990
ex.415,o.3992,Exposición de Francisco de la Puente*1990,Sin título*Francisco De La Puente*1989,1990
ex.420,o.3993,Puertos*1990,Puerto bronce*Diego Mazuera*1990,1990
ex.426,o.3997,Ocho Nuevos Artistas de Cali*1991,Fosa*Carmenza Delgado*1990,1991
ex.426,o.2408,Ocho Nuevos Artistas de Cali*1991,Sin título*Elizabeth Saavedra*1990,1991
ex.426,o.3996,Ocho Nuevos Artistas de Cali*1991,Serie phifs 3*Blanca Obeyda Giraldo*1990,1991
ex.428,o.2348,Doce Escultores Colombianos: Pequeño Formato*1991,Sin título*Mónica Negret*1990,1991
ex.428,o.2350,Doce Escultores Colombianos: Pequeño Formato*1991,Sin título*Jorge Alberto Reyes*1990,1991
ex.429,o.3434,Exposición de Liliana Porter 1991*1991,Alicia v*Liliana Porter*1991,1991
ex.431,o.4003,Exposición de nueva pintura bolivariana*1991,Muerte - vida*Catalina Cárdenas*1991,1991
ex.440,o.4005,"German Londoño, Pinturas Recienbres*1991",Niña contemplando una ballena descuartizada*Germán Londoño*1991,1991
ex.444,o.3936,Ricardo Gómez Campuzano*1992,En el barco*Ricardo Gómez Campuzano*1941,1992
ex.456,o.2250,Tuberculosis - SIDA: Un Diario*1992,TB DIARY-JUNE 20/33-Empecé a sudar debido al calor*Linda Troeller*1989,1992
ex.456,o.2251,Tuberculosis - SIDA: Un Diario*1992,AIDS DIARY.Abril 3/84.Soy una peinadora y como no*Linda Troeller*1989,1992
ex.456,o.2252,Tuberculosis - SIDA: Un Diario*1992,AIDS DIARY.Agosto 10/84.Mi hijo ha perdido la fuer*Linda Troeller*1989,1992
ex.456,o.2253,Tuberculosis - SIDA: Un Diario*1992,AIDS DIARY.Sept.5/84.Mi hijo no vino a la boda de*Linda Troeller*1989,1992
ex.456,o.2254,Tuberculosis - SIDA: Un Diario*1992,TB DIARY.Mayo 28/37.Nunca me gustó estar marcada*Linda Troeller*1989,1992
ex.456,o.2255,Tuberculosis - SIDA: Un Diario*1992,"Tb diary.-marzo 24/34.mi pecho se vacía..,mi pecho*Linda Troeller*1989",1992
ex.465,o.2422,Emma Reyes Máscaras*1993,Serie: máscaras -café-gris*Emma Reyes*1990,1993
ex.465,o.2423,Emma Reyes Máscaras*1993,Serie: máscaras -azul-verde*Emma Reyes*1989,1993
ex.465,o.2424,Emma Reyes Máscaras*1993,Serie: máscaras -gris-*Emma Reyes*1992,1993
ex.465,o.2425,Emma Reyes Máscaras*1993,Serie: máscaras -rojo-*Emma Reyes*1989,1993
ex.465,o.2426,Emma Reyes Máscaras*1993,Serie: máscaras -azul/negro*Emma Reyes*,1993
ex.465,o.2427,Emma Reyes Máscaras*1993,Serie: máscaras -verde-*Emma Reyes*,1993
ex.465,o.2428,Emma Reyes Máscaras*1993,Serie: máscaras -negro-blanco*Emma Reyes*1983,1993
ex.465,o.2429,Emma Reyes Máscaras*1993,Serie: máscaras -marrón-*Emma Reyes*1992,1993
ex.465,o.2430,Emma Reyes Máscaras*1993,Serie: máscaras -verde/azul-*Emma Reyes*1990,1993
ex.465,o.2431,Emma Reyes Máscaras*1993,Serie: máscaras -rojo/gris-*Emma Reyes*1989,1993
ex.465,o.2432,Emma Reyes Máscaras*1993,Serie: máscaras -rojo-azul-*Emma Reyes*1992,1993
ex.465,o.2433,Emma Reyes Máscaras*1993,Serie: máscaras -rojo-lila-*Emma Reyes*1992,1993
ex.465,o.2434,Emma Reyes Máscaras*1993,Serie: máscaras -azul/blanco-*Emma Reyes*1989,1993
ex.465,o.2435,Emma Reyes Máscaras*1993,Serie: máscaras -azul/blanco-*Emma Reyes*1989,1993
ex.465,o.2436,Emma Reyes Máscaras*1993,Serie: máscaras -rojo/lila-*Emma Reyes*1992,1993
ex.465,o.2437,Emma Reyes Máscaras*1993,Serie: máscaras -oro/rojo-*Emma Reyes*1989,1993
ex.465,o.2438,Emma Reyes Máscaras*1993,Serie: máscaras -azul/rosa-*Emma Reyes*1988,1993
ex.465,o.2439,Emma Reyes Máscaras*1993,Serie: máscaras -negro/blanco-*Emma Reyes*1990,1993
ex.465,o.2440,Emma Reyes Máscaras*1993,Serie: máscaras -naranja/amarillo-*Emma Reyes*1992,1993
ex.465,o.2441,Emma Reyes Máscaras*1993,Serie: máscaras -verde/gris-*Emma Reyes*1991,1993
ex.465,o.2442,Emma Reyes Máscaras*1993,Serie: máscaras -rojo/naranja-*Emma Reyes*1996,1993
ex.465,o.2443,Emma Reyes Máscaras*1993,Serie: máscaras -negro-blanco-*Emma Reyes*1990,1993
ex.465,o.2444,Emma Reyes Máscaras*1993,Serie: máscaras -negro-gris-*Emma Reyes*1990,1993
ex.465,o.2445,Emma Reyes Máscaras*1993,Serie: máscaras -negro/gris-*Emma Reyes*1990,1993
ex.465,o.2446,Emma Reyes Máscaras*1993,Serie: máscaras -rojo/blanco-*Emma Reyes*1992,1993
ex.465,o.2447,Emma Reyes Máscaras*1993,Serie: máscaras -verde/amarillo-*Emma Reyes*1956,1993
ex.465,o.2448,Emma Reyes Máscaras*1993,Serie: máscaras -morado-gris-*Emma Reyes*1992,1993
ex.465,o.2449,Emma Reyes Máscaras*1993,Serie: máscaras -morado-*Emma Reyes*1992,1993
ex.465,o.2450,Emma Reyes Máscaras*1993,Serie: máscaras     -azul/negro-*Emma Reyes*1990,1993
ex.465,o.2451,Emma Reyes Máscaras*1993,Serie: máscaras -verde-azul-*Emma Reyes*1992,1993
ex.465,o.2452,Emma Reyes Máscaras*1993,Serie: máscaras -verde/azul-*Emma Reyes*1992,1993
ex.465,o.2453,Emma Reyes Máscaras*1993,Serie: máscaras -rojo/gris-*Emma Reyes*1989,1993
ex.465,o.2454,Emma Reyes Máscaras*1993,Serie: máscaras -rojo/blanco-*Emma Reyes*1992,1993
ex.465,o.2455,Emma Reyes Máscaras*1993,Serie: máscaras -verde/azul-*Emma Reyes*1987,1993
ex.465,o.2456,Emma Reyes Máscaras*1993,Serie: máscaras -verde/amarillo-*Emma Reyes*1992,1993
ex.465,o.2457,Emma Reyes Máscaras*1993,Serie: máscaras -blanco/azul-*Emma Reyes*1981,1993
ex.465,o.2458,Emma Reyes Máscaras*1993,Serie: máscaras -negro/gris-*Emma Reyes*1987,1993
ex.465,o.2459,Emma Reyes Máscaras*1993,Serie: máscaras -gris/negro-*Emma Reyes*1989,1993
ex.465,o.2460,Emma Reyes Máscaras*1993,Serie: máscaras -blanco/negro-*Emma Reyes*1989,1993
ex.465,o.2461,Emma Reyes Máscaras*1993,Serie: máscaras -verde-amarillo-*Emma Reyes*1989,1993
ex.481,o.2114,Ocho Artistas de Cali*1994,El martirio agiganta a los hombres-raíz*Pedro Alcántara Herrán*1966,1994
ex.481,o.2143,Ocho Artistas de Cali*1994,De la Serie: DE LA NOCHE*Ever Astudillo*1979,1994
ex.481,o.3901,Ocho Artistas de Cali*1994,Sin título*Jan Bartelsman*1960,1994
ex.481,o.2217,Ocho Artistas de Cali*1994,De la serie: INTERIORES*Fernell Franco*1978,1994
ex.481,o.3972,Ocho Artistas de Cali*1994,De la serie: PINTURAS DE AGUA*Óscar Muñoz*1985,1994
ex.481,o.3913,Ocho Artistas de Cali*1994,BATALLA DE HIERRO Y DE HOMBRE (zo fijado en madera*María Thereza Negreiros*1965,1994
ex.481,o.2305,Ocho Artistas de Cali*1994,Teresa la mujer mesa*Hernando Tejada*1970,1994
ex.481,o.3922,Ocho Artistas de Cali*1994,Color de rosa*Lucy Tejada*1968,1994
ex.491,o.2977,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,Sin título*Pedro Alcántara Herrán*1979,1994
ex.491,o.2610,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,Retrato de un guerrero i*Pedro Alcántara Herrán*1972,1994
ex.491,o.2561,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,De la transformacion de sanson y dalila en judith*Leonel Góngora*1970,1994
ex.491,o.3372,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,Sin título*Leonel Góngora*1989,1994
ex.491,o.2773,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,La manola*Enrique Grau*1976,1994
ex.491,o.2716,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,La dueña I*María de la Paz Jaramillo*1975,1994
ex.491,o.2717,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,La dueña II*María de la Paz Jaramillo*1975,1994
ex.491,o.2978,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,Naturaleza muerta*Óscar Muñoz*1979,1994
ex.491,o.3366,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,Muro sepia*Óscar Muñoz*1989,1994
ex.491,o.3215,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,Serie amazónica: las quemas*María Thereza Negreiros*1984,1994
ex.491,o.2942,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,Sin título*Édgar Negret*1977,1994
ex.491,o.3191,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,El reloj*Édgar Negret*1984,1994
ex.491,o.3015,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,El cóndor*Alejandro Obregón*1979,1994
ex.491,o.2106,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,Cóndor*Alejandro Obregón*1958,1994
ex.491,o.2522,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,Long letter*Ómar Rayo*,1994
ex.491,o.2535,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,Only for men*Ómar Rayo*1963,1994
ex.491,o.3389,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,"La tienda de flor de amor, tumaco, 1.957*Hernando Tejada*1989",1994
ex.491,o.3270,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,Guadual encantado*Lucy Tejada*1986,1994
ex.491,o.3369,Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia*1994,Manglar*Lucy Tejada*1989,1994
ex.493,o.3508,Revelaciones*1994,Testimonio de los Desaparecidos (Conjunto de 10)*María José Morales*1994,1994
ex.505,o.2135,Comportamiento del Paisaje*1995,Paisaje*Gonzalo Ariza*1953,1995
ex.505,o.3347,Comportamiento del Paisaje*1995,Instalación de un monumento publico en Venecia*Álvaro Barrios*1983,1995
ex.505,o.3033,Comportamiento del Paisaje*1995,Grabado popular impreso a través de un periódico. El Heraldo*Álvaro Barrios*1981,1995
ex.505,o.2556,Comportamiento del Paisaje*1995,La cosecha de los violentos*Alfonso Quijano Acero*1968,1995
ex.505,o.2833,Comportamiento del Paisaje*1995,Yumbo o la nube gris*Augusto Rendón*1976,1995
ex.505,o.3942,Comportamiento del Paisaje*1995,Paisaje*Antonio Barrera*1978,1995
ex.505,o.2143,Comportamiento del Paisaje*1995,De la Serie: DE LA NOCHE*Ever Astudillo*1979,1995
ex.505,o.3082,Comportamiento del Paisaje*1995,Mata de maíz*Antonio Caro*1981,1995
ex.505,o.2337,Comportamiento del Paisaje*1995,Matas de maíz*Antonio Caro*1986,1995
ex.505,o.3331,Comportamiento del Paisaje*1995,Sin título*Antonio Caro*1988,1995
ex.505,o.2927,Comportamiento del Paisaje*1995,En 1978 todo está muy caro*Antonio Caro*1978,1995
ex.505,o.2344,Comportamiento del Paisaje*1995,BOCAGRANDE II (De la Serie: Diario Objeto II)*Alicia Barney*1979,1995
ex.514,o.2354,Narcisos*1995,Narcisos*Óscar Muñoz*1995,1995
ex.534,o.2359,Objetos Creativos*1996,Silla*María Clara Piñeyro*1996,1996
ex.538,o.2418,Los Cincuenta Caminos de la Vida*1997,Serie: LOS 50 CAMINOS DE LA VIDA: PASION*Álvaro Barrios*1995,1997
ex.538,o.2419,Los Cincuenta Caminos de la Vida*1997,Serie: LOS 50 CAMINOS DE LA VIDA: REVELACION*Álvaro Barrios*1995,1997
ex.553,o.2413,Grabados y Dibujos*1998,De la serie: HOMBRES YACENTES*Lorenzo Jaramillo*,1998
ex.555,o.3990,"Cristina Llano, pinturas y dibujos*1998",El último rincón*Cristina Llano*1989,1998
ex.555,o.3487,"Cristina Llano, pinturas y dibujos*1998",Hasta el Final*Cristina Llano*1997,1998
ex.557,o.2360,El Último Vehículo*1998,Serie: EL ULTIMO VEHICULO*Jaime Iregui*1998,1998
ex.558,o.3901,Exposición-homenaje a Jan Bartelsman y Hernando Tejada*1998,Sin título*Jan Bartelsman*1960,1998
ex.558,o.2305,Exposición-homenaje a Jan Bartelsman y Hernando Tejada*1998,Teresa la mujer mesa*Hernando Tejada*1970,1998
ex.563,o.2357,En la Punta de la Lengua*1998,Serie: EN LA PUNTA DE LA LENGUA:GAITAN*Rodrigo Facundo*1997,1998
ex.563,o.2358,En la Punta de la Lengua*1998,Serie: EN LA PUNTA DE LA LENGUA:GALAN*Rodrigo Facundo*1997,1998
ex.570,o.2469,Dibujos*1999,Retratos*Jorge González*1997,1999
ex.574,o.2363,Guardianes de la Tierra*1999,De la serie: GUARDIANES DE LA TIERRA*Lydia Azout*1998,1999
ex.575,o.2315,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,Espacio de transicion*Carlos Rojas*1974,1999
ex.575,o.2345,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,Disolventes como sudor son sus altos clamores*Pablo Van Wong*1990,1999
ex.575,o.2337,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,Matas de maíz*Antonio Caro*1986,1999
ex.575,o.2318,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,Evita e isabelita*Bernardo Salcedo*1976,1999
ex.575,o.2342,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,La rueda de Marcel Duchamp*Álvaro Barrios*1989,1999
ex.575,o.2351,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,KATALHUYK  (4 cabezas)*Nadín Ospina*1993,1999
ex.575,o.2344,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,BOCAGRANDE II (De la Serie: Diario Objeto II)*Alicia Barney*1979,1999
ex.575,o.2340,Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia*1999,Platon degas*Beatriz González*1975,1999
ex.577,o.2364,Negret*1999,Serpiente emplumada*Édgar Negret*1993,1999
ex.577,o.2365,Negret*1999,Mariposa. Mascara*Édgar Negret*1995,1999
ex.577,o.2366,Negret*1999,Acoplamiento. Mariposa*Édgar Negret*1995,1999
ex.577,o.2367,Negret*1999,Acoplamiento. Mariposa*Édgar Negret*1995,1999
ex.577,o.2369,Negret*1999,"Gran Soporte (Tierradentro, rombos y estrellas)*Édgar Negret*1996",1999
ex.577,o.2368,Negret*1999,"El arco. (tierradentro, rombos y estrellas)*Édgar Negret*1996",1999
ex.577,o.2370,Negret*1999,"El Triangulo (Tierradentro, rombos y estrellas)*Édgar Negret*1997",1999
ex.577,o.2372,Negret*1999,Urubamba y sus puentes*Édgar Negret*1999,1999
ex.577,o.2373,Negret*1999,Constelación cruz del sur*Édgar Negret*1998,1999
ex.585,o.2114,Sobre la Muerte*2000,El martirio agiganta a los hombres-raíz*Pedro Alcántara Herrán*1966,2000
ex.585,o.3935,Sobre la Muerte*2000,Los suicidas del sisga*Beatriz González*1965,2000
ex.585,o.2606,Sobre la Muerte*2000,Manos*Oswaldo Guayasamín*1969,2000
ex.585,o.2357,Sobre la Muerte*2000,Serie: EN LA PUNTA DE LA LENGUA:GAITAN*Rodrigo Facundo*1997,2000
ex.585,o.2358,Sobre la Muerte*2000,Serie: EN LA PUNTA DE LA LENGUA:GALAN*Rodrigo Facundo*1997,2000
ex.585,o.2470,Sobre la Muerte*2000,Boceto para la maestra de celan/92*Elías Heim*2000,2000
ex.585,o.2272,Sobre la Muerte*2000,Dopa*Jaime González*1998,2000
ex.585,o.2500,Sobre la Muerte*2000,The explosive immediacy of statement*Roy Lichtenstein*1969,2000
ex.585,o.2354,Sobre la Muerte*2000,Narcisos*Óscar Muñoz*1995,2000
ex.585,o.2556,Sobre la Muerte*2000,La cosecha de los violentos*Alfonso Quijano Acero*1968,2000
ex.585,o.2344,Sobre la Muerte*2000,BOCAGRANDE II (De la Serie: Diario Objeto II)*Alicia Barney*1979,2000
ex.585,o.2195,Sobre la Muerte*2000,Dibujo no. 1*Gracia Barrios*1986,2000
ex.585,o.3390,Sobre la Muerte*2000,Loca*José Clemente Orozco*1944,2000
ex.585,o.3932,Sobre la Muerte*2000,Homenaje a una reliquia*Enrique Grau*1957,2000
ex.585,o.2679,Sobre la Muerte*2000,Composition for peace portfolio*Robert Rauschenberg*1970,2000
ex.585,o.2256,Sobre la Muerte*2000,Sin título (conjunto de 5)*Becky Mayer*1992,2000
ex.585,o.2851,Sobre la Muerte*2000,Delirio de las monjas muertas no.11*Juan Antonio Roda*1974,2000
ex.585,o.2833,Sobre la Muerte*2000,Yumbo o la nube gris*Augusto Rendón*1976,2000
ex.585,o.3508,Sobre la Muerte*2000,Testimonio de los Desaparecidos (Conjunto de 10)*María José Morales*1994,2000
ex.585,o.2561,Sobre la Muerte*2000,De la transformacion de sanson y dalila en judith*Leonel Góngora*1970,2000
ex.585,o.4013,Sobre la Muerte*2000,Nocturno*Luis Fernando Escobar*1994,2000
ex.585,o.2642,Sobre la Muerte*2000,Pieta iii*Eugenio Dittborn*1978,2000
ex.585,o.2900,Sobre la Muerte*2000,Camilo torres*Luis Camnitzer*1970,2000
ex.585,o.2179,Sobre la Muerte*2000,Funeral*Alicia Viteri*1984,2000
ex.585,o.2787,Sobre la Muerte*2000,Sin título*José Guadalupe Posada*1910,2000
ex.585,o.3957,Sobre la Muerte*2000,Cuadro de los machetes*Rolando Peña*1984,2000
ex.585,o.3096,Sobre la Muerte*2000,Sin título*Roberto Sebastián Matta*1974,2000
ex.586,o.2561,Exposición-homenaje a Leonel Góngora*2000,De la transformacion de sanson y dalila en judith*Leonel Góngora*1970,2000
ex.594,o.2341,Bestiario*2000,Columna*Consuelo Gómez*1987,2000
ex.594,o.3922,Bestiario*2000,Color de rosa*Lucy Tejada*1968,2000
ex.594,o.3369,Bestiario*2000,Manglar*Lucy Tejada*1989,2000
ex.594,o.2281,Bestiario*2000,Natasha*Giovanni Vargas*1998,2000
ex.594,o.3929,Bestiario*2000,La jaula vacía*Enrique Grau*1962,2000
ex.594,o.2407,Bestiario*2000,Señor fumando*Antonio Seguí*1977,2000
ex.596,o.4026,Ana Velasco Ficciones Retinianas*2000,Luna llena*Ana Velasco*1999,2000
ex.602,o.4030,Testigos Silenciosos*2001,Testigos silenciosos*Jean Gabriel Thénot*,2001
ex.606,o.3254,Retratos y Autorretratos*2001,Georgia fingerprint state ii*Chuck Close*1985,2001
ex.612,o.2338,Rosemberg Sandoval*2001,Diana -instalacion-*Rosemberg Sandoval*1986,2001
ex.612,o.2349,Rosemberg Sandoval*2001,Mugre*Rosemberg Sandoval*1990,2001
ex.621,o.2611,Texto y Textualidad*2002,Love*Robert Indiana*1969,2002
ex.621,o.2678,Texto y Textualidad*2002,Campbell's soup -tomato*Andy Warhol*1971,2002
ex.621,o.2927,Texto y Textualidad*2002,En 1978 todo está muy caro*Antonio Caro*1978,2002
ex.621,o.2900,Texto y Textualidad*2002,Camilo torres*Luis Camnitzer*1970,2002
ex.621,o.3544,Texto y Textualidad*2002,Stop violence*Fernando Arias*2000,2002
ex.621,o.3274,Texto y Textualidad*2002,Mudos*Eugenio Dittborn*1980,2002
ex.621,o.3455,Texto y Textualidad*2002,Sin título*Rafael Ortiz*1995,2002
ex.621,o.2311,Texto y Textualidad*2002,Air #13*Rubens Gerchman*1969,2002
ex.621,o.2401,Texto y Textualidad*2002,Café*José Balmes*1981,2002
ex.621,o.2931,Texto y Textualidad*2002,Homenaje a Manuel Quintín Lame*Antonio Caro*1978,2002
ex.621,o.2679,Texto y Textualidad*2002,Composition for peace portfolio*Robert Rauschenberg*1970,2002
ex.621,o.2848,Texto y Textualidad*2002,Colombia*Antonio Caro*1977,2002
ex.621,o.2601,Texto y Textualidad*2002,Imagen del juego encuesta:identifique sus enemigos*Julio Le Parc*1970,2002
ex.621,o.2132,Texto y Textualidad*2002,Serie de los Jardines Prohibidos: PAJARO HERIDO*Lucy Tejada*1977,2002
ex.621,o.2755,Texto y Textualidad*2002,Paintbrush*Jim Dine*1971,2002
ex.621,o.2968,Texto y Textualidad*2002,Sueños con Marcel Duchamp*Álvaro Barrios*1980,2002
ex.621,o.2477,Texto y Textualidad*2002,The 23 letters*Jonier Marín*1986,2002
ex.623,o.2356,Naturaleza y Paisaje*2002,Manglar del mico*Hernando Tejada*1996,2002
ex.623,o.2344,Naturaleza y Paisaje*2002,BOCAGRANDE II (De la Serie: Diario Objeto II)*Alicia Barney*1979,2002
ex.623,o.2925,Naturaleza y Paisaje*2002,Bodegón*Fernando Botero*1977,2002
ex.623,o.2227,Naturaleza y Paisaje*2002,El puente Ortiz y el hotel alférez real. Cali*Otto Moll González*1956,2002
ex.623,o.3495,Naturaleza y Paisaje*2002,Quilla y Sol*Diego Mazuera*1995,2002
ex.623,o.3936,Naturaleza y Paisaje*2002,En el barco*Ricardo Gómez Campuzano*1941,2002
ex.623,o.3970,Naturaleza y Paisaje*2002,"Misterios gloriosos, gozosos y dolorosos*Bibiana Vélez*1985",2002
ex.623,o.3964,Naturaleza y Paisaje*2002,"De la serie: Los Animales, Sin título*María Cristina Cortés*1986",2002
ex.623,o.3310,Naturaleza y Paisaje*2002,Regata en Cartagena*Hernando Del Villar*1987,2002
ex.623,o.4014,Naturaleza y Paisaje*2002,Objetos que deslumbran*Carlos Jacanamijoy Tisoy*1994,2002
ex.623,o.3953,Naturaleza y Paisaje*2002,Sin título - Paisaje *Ignacio Gómez Jaramillo*1959,2002
ex.623,o.1916,Naturaleza y Paisaje*2002,Topografia interior X*Jaime Suárez*1988,2002
ex.623,o.3988,Naturaleza y Paisaje*2002,Cuando regreso a casa*Antonio Seguí*1986,2002
ex.631,o.3082,Antonio Caro*2002,Mata de maíz*Antonio Caro*1981,2002
ex.631,o.4031,Antonio Caro*2002,Coca-cola Colombia*Antonio Caro*2002,2002
ex.631,o.2927,Antonio Caro*2002,En 1978 todo está muy caro*Antonio Caro*1978,2002
ex.631,o.2931,Antonio Caro*2002,Homenaje a Manuel Quintín Lame*Antonio Caro*1978,2002
ex.631,o.3551,Antonio Caro*2002,Defienda su talento*Antonio Caro*1998,2002
ex.634,o.2382,Acotaciones Entorno a la Fotografía*2002,Serie: CARTWN NEWER CYTY*Jaime Ávila*2002,2002
ex.641,o.2285,La María y Otras Series*2003,Serie: LA MARIA (Conjunto de 2)*Juan Manuel Echavarría*2002,2003
ex.658,o.2677,Gráfica Norteamericana*2003,Blue Moon*Alexander Calder*1974,2003
ex.658,o.2500,Gráfica Norteamericana*2003,The explosive immediacy of statement*Roy Lichtenstein*1969,2003
ex.658,o.2611,Gráfica Norteamericana*2003,Love*Robert Indiana*1969,2003
ex.658,o.3254,Gráfica Norteamericana*2003,Georgia fingerprint state ii*Chuck Close*1985,2003
ex.658,o.2605,Gráfica Norteamericana*2003,Sin título*Sam Francis*1969,2003
ex.658,o.2679,Gráfica Norteamericana*2003,Composition for peace portfolio*Robert Rauschenberg*1970,2003
ex.658,o.2674,Gráfica Norteamericana*2003,Sky shadow*Louise Nevelson*1973,2003
ex.658,o.2544,Gráfica Norteamericana*2003,Sin título*Saúl Steinberg*1969,2003
ex.658,o.2678,Gráfica Norteamericana*2003,Campbell's soup -tomato*Andy Warhol*1971,2003
ex.658,o.2613,Gráfica Norteamericana*2003,Sin título*Willem De Kooning*1969,2003
ex.658,o.2755,Gráfica Norteamericana*2003,Paintbrush*Jim Dine*1971,2003
ex.658,o.2504,Gráfica Norteamericana*2003,"De la serie: THE JOLLY CORNER SUITE, III:1*Peter Milton*1971",2003
ex.658,o.2559,Gráfica Norteamericana*2003,Wouldst thou have daly for thy king*William Weege*1968,2003
ex.658,o.2540,Gráfica Norteamericana*2003,Perspective Shadow Man*Ernest Trova*1972,2003
ex.658,o.2545,Gráfica Norteamericana*2003,Ponope*Carol Summers*1969,2003
ex.658,o.3212,Gráfica Norteamericana*2003,Monocoptero*Man Ray*1969,2003
ex.658,o.2508,Gráfica Norteamericana*2003,Mask of ghent*Thom O'Connor*1968,2003
