id_expo,id_agente,nombre_expo,snombre_agente,ano
ex.154,a.1639,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Gerd Leufert,1970
ex.154,a.368,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Mateo Manaure,1970
ex.154,a.167,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Luisa Palacios,1970
ex.154,a.940,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Régulo,1970
ex.154,a.2137,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Alirio Rodríguez,1970
ex.154,a.1142,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Maruja Rolando,1970
ex.154,a.418,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Louise Richter,1970
ex.154,a.115,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Jesús Rafael Soto,1970
ex.154,a.494,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Hugo Cifuentes,1970
ex.154,a.160,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Mario Gordillo,1970
ex.154,a.172,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Luis Molinari-Flores,1970
ex.154,a.2097,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Aníbal Villacís,1970
ex.154,a.430,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Julio Camino Sánchez,1970
ex.154,a.72,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Fernando de Szyszlo,1970
ex.154,a.1683,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Francisco Espinoza,1970
ex.154,a.1924,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Claudio Juárez,1970
ex.154,a.219,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Arturo Kubotta,1970
ex.154,a.1816,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Eduardo Moll,1970
ex.154,a.2077,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Armando Morales,1970
ex.154,a.1995,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Carlos Poveda,1970
ex.154,a.259,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Sonnylal Rambissoon,1970
ex.154,a.1885,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Darío Suro,1970
ex.154,a.429,XX Festival de Arte - Exposición Panamericana de Artes Gráficas y Plásticas*1970,Julio Augusto Zachrisson,1970
ex.155,a.993,Muestra de pintura argentina*1971,Pérez Celis,1971
ex.155,a.748,Muestra de pintura argentina*1971,Víctor Chab,1971
ex.156,a.69,Lazid Thame y Clever Machado*1971,Iazid Thame,1971
ex.156,a.1918,Lazid Thame y Clever Machado*1971,Clever Machado,1971
ex.157,a.2428,Festival Panamericano de Cultura - Brasil*1971,Márcia Barrozo do Amaral,1971
ex.157,a.1809,Festival Panamericano de Cultura - Brasil*1971,Eduardo Cruz,1971
ex.157,a.2489,Festival Panamericano de Cultura - Brasil*1971,Paulo Roberto Leal,1971
ex.157,a.604,Festival Panamericano de Cultura - Brasil*1971,Cleber Machado,1971
ex.157,a.1200,Festival Panamericano de Cultura - Brasil*1971,Márcio Mattar,1971
ex.157,a.69,Festival Panamericano de Cultura - Brasil*1971,Iazid Thame,1971
ex.158,a.328,Oswaldo Guayasamín*1971,Oswaldo Guayasamín,1971
ex.159,a.22,21 Obras*1971,Santiago Cárdenas,1971
ex.159,a.21,21 Obras*1971,Teresa Cuéllar,1971
ex.159,a.687,21 Obras*1971,Alberto Gutiérrez,1971
ex.159,a.674,21 Obras*1971,Álvaro Herrán,1971
ex.159,a.1055,21 Obras*1971,Noé León,1971
ex.159,a.178,21 Obras*1971,Juan Manuel Lugo,1971
ex.159,a.4,21 Obras*1971,Ómar Rayo,1971
ex.159,a.218,21 Obras*1971,Augusto Rivera,1971
ex.159,a.2302,21 Obras*1971,Graciela Samper de Bermúdez,1971
ex.159,a.1595,21 Obras*1971,Guillermo Silva,1971
ex.159,a.1056,21 Obras*1971,Nirma Zárate,1971
ex.159,a.1412,21 Obras*1971,Jorge Valencia,1971
ex.159,a.261,21 Obras*1971,Sofía Urrutia,1971
ex.159,a.1251,21 Obras*1971,Luc Peire,1971
ex.159,a.247,21 Obras*1971,Vicente Rojo,1971
ex.159,a.1033,21 Obras*1971,Oswaldo Viteri,1971
ex.159,a.517,21 Obras*1971,Guillermo Wiedemann,1971
ex.160,a.7,Salón de Artistas Vallecaucanos*1971,Pedro Alcántara Herrán,1971
ex.160,a.48,Salón de Artistas Vallecaucanos*1971,Ever Astudillo,1971
ex.160,a.1641,Salón de Artistas Vallecaucanos*1971,Gerardo Caballero,1971
ex.160,a.46,Salón de Artistas Vallecaucanos*1971,Leonel Góngora,1971
ex.160,a.687,Salón de Artistas Vallecaucanos*1971,Alberto Gutiérrez,1971
ex.160,a.1729,Salón de Artistas Vallecaucanos*1971,Fánor León,1971
ex.160,a.1734,Salón de Artistas Vallecaucanos*1971,Fabio Lozano,1971
ex.160,a.1400,Salón de Artistas Vallecaucanos*1971,Jorge Madriñán,1971
ex.160,a.455,Salón de Artistas Vallecaucanos*1971,José Mina,1971
ex.160,a.2,Salón de Artistas Vallecaucanos*1971,Édgar Negret,1971
ex.160,a.1606,Salón de Artistas Vallecaucanos*1971,Gonzalo Posada,1971
ex.160,a.4,Salón de Artistas Vallecaucanos*1971,Ómar Rayo,1971
ex.160,a.1643,Salón de Artistas Vallecaucanos*1971,Gerardo Reyes,1971
ex.160,a.1179,Salón de Artistas Vallecaucanos*1971,Mario Roldán,1971
ex.160,a.1730,Salón de Artistas Vallecaucanos*1971,Fánor Satizábal,1971
ex.160,a.23,Salón de Artistas Vallecaucanos*1971,Hernando Tejada,1971
ex.160,a.17,Salón de Artistas Vallecaucanos*1971,Lucy Tejada,1971
ex.160,a.160,Salón de Artistas Vallecaucanos*1971,Mario Gordillo,1971
ex.160,a.68,Salón de Artistas Vallecaucanos*1971,Jan Bartelsman,1971
ex.160,a.44,Salón de Artistas Vallecaucanos*1971,María Thereza Negreiros,1971
ex.161,a.3114,Exposición de fotografía norteamericana*1971,Varios,1971
ex.162,a.3114,Exposición de figuras artesanales de santos primitivos y de grabados de Henández Cruz*1971,Varios,1971
ex.163,a.3114,Exposición de arte ecuatoriano*1971,Varios,1971
ex.164,a.1232,Cien Años de Soledad y Otros*1971,Luis Fonseca,1971
ex.165,a.835,I Bienal Americana de Artes Gráficas de Cali*1971,Sigmund Abeles,1971
ex.165,a.730,I Bienal Americana de Artes Gráficas de Cali*1971,Walter Allner,1971
ex.165,a.2060,I Bienal Americana de Artes Gráficas de Cali*1971,Barbara Jones,1971
ex.165,a.1451,I Bienal Americana de Artes Gráficas de Cali*1971,Javacheff Christo,1971
ex.165,a.271,I Bienal Americana de Artes Gráficas de Cali*1971,Samuel Antupit,1971
ex.165,a.1896,I Bienal Americana de Artes Gráficas de Cali*1971,Dana Atchley,1971
ex.165,a.501,I Bienal Americana de Artes Gráficas de Cali*1971,Herbert Bayer,1971
ex.165,a.2013,I Bienal Americana de Artes Gráficas de Cali*1971,Bruce Beck,1971
ex.165,a.1701,I Bienal Americana de Artes Gráficas de Cali*1971,Florecen Bezrutczyk,1971
ex.165,a.1126,I Bienal Americana de Artes Gráficas de Cali*1971,Mel  Bochner,1971
ex.165,a.786,I Bienal Americana de Artes Gráficas de Cali*1971,Thomas Coleman,1971
ex.165,a.240,I Bienal Americana de Artes Gráficas de Cali*1971,Warrington Colescott,1971
ex.165,a.1498,I Bienal Americana de Artes Gráficas de Cali*1971,Ivan Chermayeff,1971
ex.165,a.92,I Bienal Americana de Artes Gráficas de Cali*1971,Paul Davis,1971
ex.165,a.1255,I Bienal Americana de Artes Gráficas de Cali*1971,Louis Danziger,1971
ex.165,a.1258,I Bienal Americana de Artes Gráficas de Cali*1971,Lou Dorfsman,1971
ex.165,a.273,I Bienal Americana de Artes Gráficas de Cali*1971,Sam Francis,1971
ex.165,a.1439,I Bienal Americana de Artes Gráficas de Cali*1971,Jeff Donaldson,1971
ex.165,a.1652,I Bienal Americana de Artes Gráficas de Cali*1971,Gene Federico,1971
ex.165,a.805,I Bienal Americana de Artes Gráficas de Cali*1971,Symour Chwast,1971
ex.165,a.1082,I Bienal Americana de Artes Gráficas de Cali*1971,Morton Goldsholl,1971
ex.165,a.1646,I Bienal Americana de Artes Gráficas de Cali*1971,George Giusti,1971
ex.165,a.2060,I Bienal Americana de Artes Gráficas de Cali*1971,Barbara Jones,1971
ex.165,a.366,I Bienal Americana de Artes Gráficas de Cali*1971,Mauricio Lasansky,1971
ex.165,a.1092,I Bienal Americana de Artes Gráficas de Cali*1971,Mo Lebowitz,1971
ex.165,a.1466,I Bienal Americana de Artes Gráficas de Cali*1971,James Miho,1971
ex.165,a.1101,I Bienal Americana de Artes Gráficas de Cali*1971,Mike Nevelson,1971
ex.165,a.252,I Bienal Americana de Artes Gráficas de Cali*1971,Thom O'Connor,1971
ex.165,a.814,I Bienal Americana de Artes Gráficas de Cali*1971,Steve Poleskie,1971
ex.165,a.862,I Bienal Americana de Artes Gráficas de Cali*1971,Rudy Pozzatti,1971
ex.165,a.1921,I Bienal Americana de Artes Gráficas de Cali*1971,Clayton Pond,1971
ex.165,a.911,I Bienal Americana de Artes Gráficas de Cali*1971,Robert Miles,1971
ex.165,a.1833,I Bienal Americana de Artes Gráficas de Cali*1971,Ed Ruscha,1971
ex.165,a.2073,I Bienal Americana de Artes Gráficas de Cali*1971,Arnold Saks,1971
ex.165,a.346,I Bienal Americana de Artes Gráficas de Cali*1971,Ned Truss,1971
ex.165,a.293,I Bienal Americana de Artes Gráficas de Cali*1971,Richard Claude Ziemann,1971
ex.165,a.1524,I Bienal Americana de Artes Gráficas de Cali*1971,Hery Wolf,1971
ex.165,a.238,I Bienal Americana de Artes Gráficas de Cali*1971,William Weege,1971
ex.165,a.1333,I Bienal Americana de Artes Gráficas de Cali*1971,June Wayne,1971
ex.165,a.1366,I Bienal Americana de Artes Gráficas de Cali*1971,Joyce Treiman,1971
ex.165,a.611,I Bienal Americana de Artes Gráficas de Cali*1971,Carol Summers,1971
ex.165,a.1068,I Bienal Americana de Artes Gráficas de Cali*1971,Nelson Stevens,1971
ex.165,a.1468,I Bienal Americana de Artes Gráficas de Cali*1971,James Strombotne,1971
ex.165,a.3082,I Bienal Americana de Artes Gráficas de Cali*1971,Saul Bass,1971
ex.165,a.1326,I Bienal Americana de Artes Gráficas de Cali*1971,Karl Schrag,1971
ex.165,a.1421,I Bienal Americana de Artes Gráficas de Cali*1971,John Ross,1971
ex.165,a.1939,I Bienal Americana de Artes Gráficas de Cali*1971,Clare Romano,1971
ex.165,a.724,I Bienal Americana de Artes Gráficas de Cali*1971,Werner Pfeiffer,1971
ex.165,a.990,I Bienal Americana de Artes Gráficas de Cali*1971,Peter Petters,1971
ex.165,a.728,I Bienal Americana de Artes Gráficas de Cali*1971,Wayne Peterson,1971
ex.165,a.537,I Bienal Americana de Artes Gráficas de Cali*1971,Gabor Peterdi,1971
ex.165,a.42,I Bienal Americana de Artes Gráficas de Cali*1971,Peter Milton,1971
ex.165,a.1114,I Bienal Americana de Artes Gráficas de Cali*1971,Michael Mazur,1971
ex.165,a.469,I Bienal Americana de Artes Gráficas de Cali*1971,John McLaughlin,1971
ex.165,a.1488,I Bienal Americana de Artes Gráficas de Cali*1971,Jacob Landau,1971
ex.165,a.1112,I Bienal Americana de Artes Gráficas de Cali*1971,Michael Knigin,1971
ex.165,a.185,I Bienal Americana de Artes Gráficas de Cali*1971,John Paul Jones,1971
ex.165,a.289,I Bienal Americana de Artes Gráficas de Cali*1971,Robert Indiana,1971
ex.165,a.1377,I Bienal Americana de Artes Gráficas de Cali*1971,José Acevedo,1971
ex.165,a.7,I Bienal Americana de Artes Gráficas de Cali*1971,Pedro Alcántara Herrán,1971
ex.165,a.2114,I Bienal Americana de Artes Gráficas de Cali*1971,Amelia Cajigas,1971
ex.165,a.312,I Bienal Americana de Artes Gráficas de Cali*1971,Pilar Caballero,1971
ex.165,a.1641,I Bienal Americana de Artes Gráficas de Cali*1971,Gerardo Caballero,1971
ex.165,a.1655,I Bienal Americana de Artes Gráficas de Cali*1971,Gastón Betelli,1971
ex.165,a.68,I Bienal Americana de Artes Gráficas de Cali*1971,Jan Bartelsman,1971
ex.165,a.2070,I Bienal Americana de Artes Gráficas de Cali*1971,Arquiestudio,1971
ex.165,a.50,I Bienal Americana de Artes Gráficas de Cali*1971,Diego Arango,1971
ex.165,a.666,I Bienal Americana de Artes Gráficas de Cali*1971,Aníbal Gil,1971
ex.165,a.26,I Bienal Americana de Artes Gráficas de Cali*1971,Umberto Giangrandi,1971
ex.165,a.1686,I Bienal Americana de Artes Gráficas de Cali*1971,Francisco Gámez,1971
ex.165,a.1590,I Bienal Americana de Artes Gráficas de Cali*1971,Guillermo Franco,1971
ex.165,a.397,I Bienal Americana de Artes Gráficas de Cali*1971,Manuel Estrada,1971
ex.165,a.2433,I Bienal Americana de Artes Gráficas de Cali*1971,María Cristina Franco,1971
ex.165,a.1985,I Bienal Americana de Artes Gráficas de Cali*1971,Carlos Duque,1971
ex.165,a.22,I Bienal Americana de Artes Gráficas de Cali*1971,Santiago Cárdenas,1971
ex.165,a.108,I Bienal Americana de Artes Gráficas de Cali*1971,Luciano Jaramillo,1971
ex.165,a.95,I Bienal Americana de Artes Gráficas de Cali*1971,Óscar Jaramillo,1971
ex.165,a.2306,I Bienal Americana de Artes Gráficas de Cali*1971,Gustavo Gómez Casallas,1971
ex.165,a.136,I Bienal Americana de Artes Gráficas de Cali*1971,Sonia Gutiérrez,1971
ex.165,a.35,I Bienal Americana de Artes Gráficas de Cali*1971,Manuel Hernández,1971
ex.165,a.1474,I Bienal Americana de Artes Gráficas de Cali*1971,Jairo Guerrero,1971
ex.165,a.687,I Bienal Americana de Artes Gráficas de Cali*1971,Alberto Gutiérrez,1971
ex.165,a.227,I Bienal Americana de Artes Gráficas de Cali*1971,Alfredo Guerrero,1971
ex.165,a.654,I Bienal Americana de Artes Gráficas de Cali*1971,Antonio Grass,1971
ex.165,a.626,I Bienal Americana de Artes Gráficas de Cali*1971,Carlos Granada,1971
ex.165,a.1157,I Bienal Americana de Artes Gráficas de Cali*1971,Marta Granados,1971
ex.165,a.46,I Bienal Americana de Artes Gráficas de Cali*1971,Leonel Góngora,1971
ex.165,a.668,I Bienal Americana de Artes Gráficas de Cali*1971,Ángel Loochkartt,1971
ex.165,a.1526,I Bienal Americana de Artes Gráficas de Cali*1971,Hernando Guerrero,1971
ex.165,a.1021,I Bienal Americana de Artes Gráficas de Cali*1971,Pakiko Ordóñez,1971
ex.165,a.414,I Bienal Americana de Artes Gráficas de Cali*1971,Luis Paz,1971
ex.165,a.1481,I Bienal Americana de Artes Gráficas de Cali*1971,Jaime Mendoza,1971
ex.165,a.1123,I Bienal Americana de Artes Gráficas de Cali*1971,Mercedes Mosquera,1971
ex.165,a.123,I Bienal Americana de Artes Gráficas de Cali*1971,Darío Morales,1971
ex.165,a.1217,I Bienal Americana de Artes Gráficas de Cali*1971,Manuel Mora,1971
ex.165,a.150,I Bienal Americana de Artes Gráficas de Cali*1971,Phanor León,1971
ex.165,a.1740,I Bienal Americana de Artes Gráficas de Cali*1971,Evelia Medina,1971
ex.165,a.78,I Bienal Americana de Artes Gráficas de Cali*1971,Álvaro Marín Vieco,1971
ex.165,a.1400,I Bienal Americana de Artes Gráficas de Cali*1971,Jorge Madriñán,1971
ex.165,a.1920,I Bienal Americana de Artes Gráficas de Cali*1971,Clemencia Lucena,1971
ex.165,a.1032,I Bienal Americana de Artes Gráficas de Cali*1971,Oswaldo López,1971
ex.165,a.1734,I Bienal Americana de Artes Gráficas de Cali*1971,Fabio Lozano,1971
ex.165,a.2147,I Bienal Americana de Artes Gráficas de Cali*1971,Alfredo Izquierdo,1971
ex.165,a.455,I Bienal Americana de Artes Gráficas de Cali*1971,José Mina,1971
ex.165,a.1663,I Bienal Americana de Artes Gráficas de Cali*1971,Gabriel Suárez,1971
ex.165,a.1056,I Bienal Americana de Artes Gráficas de Cali*1971,Nirma Zárate,1971
ex.165,a.50,I Bienal Americana de Artes Gráficas de Cali*1971,Diego Arango,1971
ex.165,a.2044,I Bienal Americana de Artes Gráficas de Cali*1971,Benjamín Villegas,1971
ex.165,a.457,I Bienal Americana de Artes Gráficas de Cali*1971,José Urbach,1971
ex.165,a.382,I Bienal Americana de Artes Gráficas de Cali*1971,Mariana Varela,1971
ex.165,a.23,I Bienal Americana de Artes Gráficas de Cali*1971,Hernando Tejada,1971
ex.165,a.1584,I Bienal Americana de Artes Gráficas de Cali*1971,Gustavo Sorzano,1971
ex.165,a.2116,I Bienal Americana de Artes Gráficas de Cali*1971,Álvaron Sierra,1971
ex.165,a.2046,I Bienal Americana de Artes Gráficas de Cali*1971,Benhur Sánchez,1971
ex.165,a.2040,I Bienal Americana de Artes Gráficas de Cali*1971,Bernanrdo Salcedo,1971
ex.165,a.2386,I Bienal Americana de Artes Gráficas de Cali*1971,Juan Manuel Salcedo,1971
ex.165,a.2079,I Bienal Americana de Artes Gráficas de Cali*1971,Armando Rosales,1971
ex.165,a.1179,I Bienal Americana de Artes Gráficas de Cali*1971,Mario Roldán,1971
ex.165,a.40,I Bienal Americana de Artes Gráficas de Cali*1971,Carlos Rojas,1971
ex.165,a.1735,I Bienal Americana de Artes Gráficas de Cali*1971,Fabio Rodríguez,1971
ex.165,a.20,I Bienal Americana de Artes Gráficas de Cali*1971,Juan Antonio Roda,1971
ex.165,a.2511,I Bienal Americana de Artes Gráficas de Cali*1971,Rómulo Polo Flórez,1971
ex.165,a.218,I Bienal Americana de Artes Gráficas de Cali*1971,Augusto Rivera,1971
ex.165,a.1643,I Bienal Americana de Artes Gráficas de Cali*1971,Gerardo Reyes,1971
ex.165,a.1967,I Bienal Americana de Artes Gráficas de Cali*1971,Cárol Reina,1971
ex.165,a.1972,I Bienal Americana de Artes Gráficas de Cali*1971,Carmen Rey,1971
ex.165,a.4,I Bienal Americana de Artes Gráficas de Cali*1971,Ómar Rayo,1971
ex.165,a.137,I Bienal Americana de Artes Gráficas de Cali*1971,Saturnino Ramírez,1971
ex.165,a.118,I Bienal Americana de Artes Gráficas de Cali*1971,Francisco Rocca-Lynn,1971
ex.165,a.39,I Bienal Americana de Artes Gráficas de Cali*1971,Eduardo Ramírez Villamizar,1971
ex.165,a.1846,I Bienal Americana de Artes Gráficas de Cali*1971,Diva Ramírez,1971
ex.165,a.80,I Bienal Americana de Artes Gráficas de Cali*1971,Alfonso Quijano Acero,1971
ex.165,a.1606,I Bienal Americana de Artes Gráficas de Cali*1971,Gonzalo Posada,1971
ex.165,a.1406,I Bienal Americana de Artes Gráficas de Cali*1971,Jorge Posada,1971
ex.165,a.2458,I Bienal Americana de Artes Gráficas de Cali*1971,María Vitoria Porras,1971
ex.165,a.800,I Bienal Americana de Artes Gráficas de Cali*1971,Tatiana Alamos,1971
ex.165,a.850,I Bienal Americana de Artes Gráficas de Cali*1971,Santos Chávez,1971
ex.165,a.2265,I Bienal Americana de Artes Gráficas de Cali*1971,Dino Di Rosa,1971
ex.165,a.1354,I Bienal Americana de Artes Gráficas de Cali*1971,Juan Downey,1971
ex.165,a.196,I Bienal Americana de Artes Gráficas de Cali*1971,Gracia Barrios,1971
ex.165,a.181,I Bienal Americana de Artes Gráficas de Cali*1971,José Balmes,1971
ex.165,a.456,I Bienal Americana de Artes Gráficas de Cali*1971,José Moreno,1971
ex.165,a.63,I Bienal Americana de Artes Gráficas de Cali*1971,Juan Bernal Ponce,1971
ex.165,a.55,I Bienal Americana de Artes Gráficas de Cali*1971,Roser Bru,1971
ex.165,a.1517,I Bienal Americana de Artes Gráficas de Cali*1971,Hugo Rivera,1971
ex.165,a.74,I Bienal Americana de Artes Gráficas de Cali*1971,Eduardo Vilches,1971
ex.165,a.1715,I Bienal Americana de Artes Gráficas de Cali*1971,Fernando Undurraga,1971
ex.165,a.220,I Bienal Americana de Artes Gráficas de Cali*1971,Antonio Frasconi,1971
ex.165,a.172,I Bienal Americana de Artes Gráficas de Cali*1971,Luis Molinari-Flores,1971
ex.165,a.160,I Bienal Americana de Artes Gráficas de Cali*1971,Mario Gordillo,1971
ex.165,a.1102,I Bienal Americana de Artes Gráficas de Cali*1971,Miguel  Bresciano,1971
ex.165,a.177,I Bienal Americana de Artes Gráficas de Cali*1971,Julio Alpuy,1971
ex.165,a.169,I Bienal Americana de Artes Gráficas de Cali*1971,Luis Alberto Solari,1971
ex.165,a.1863,I Bienal Americana de Artes Gráficas de Cali*1971,Denry Torres,1971
ex.165,a.28,I Bienal Americana de Artes Gráficas de Cali*1971,Pablo Obelar,1971
ex.165,a.45,I Bienal Americana de Artes Gráficas de Cali*1971,Luis Camnitzer,1971
ex.165,a.262,I Bienal Americana de Artes Gráficas de Cali*1971,Simón Gouverneur,1971
ex.165,a.1040,I Bienal Americana de Artes Gráficas de Cali*1971,Ómar Granados,1971
ex.165,a.1982,I Bienal Americana de Artes Gráficas de Cali*1971,Carlos Contramaestre,1971
ex.165,a.381,I Bienal Americana de Artes Gráficas de Cali*1971,Marietta Berman,1971
ex.165,a.2313,I Bienal Americana de Artes Gráficas de Cali*1971,Henry Saúl Gil,1971
ex.165,a.1297,I Bienal Americana de Artes Gráficas de Cali*1971,Leibe Liscano,1971
ex.165,a.1257,I Bienal Americana de Artes Gráficas de Cali*1971,Louis Richter,1971
ex.165,a.1220,I Bienal Americana de Artes Gráficas de Cali*1971,Manasés Rodríguez,1971
ex.165,a.115,I Bienal Americana de Artes Gráficas de Cali*1971,Jesús Rafael Soto,1971
ex.165,a.1622,I Bienal Americana de Artes Gráficas de Cali*1971,Gilberto Torrealba,1971
ex.165,a.676,I Bienal Americana de Artes Gráficas de Cali*1971,Alirio Palacios,1971
ex.165,a.352,I Bienal Americana de Artes Gráficas de Cali*1971,Mónica Meira,1971
ex.165,a.900,I Bienal Americana de Artes Gráficas de Cali*1971,Roberto Paez,1971
ex.165,a.1106,I Bienal Americana de Artes Gráficas de Cali*1971,Miguel Ocampo,1971
ex.165,a.1955,I Bienal Americana de Artes Gráficas de Cali*1971,César Paternosto,1971
ex.165,a.2219,I Bienal Americana de Artes Gráficas de Cali*1971,Ana María Moncalvo,1971
ex.165,a.25,I Bienal Americana de Artes Gráficas de Cali*1971,Daniel Zelaya,1971
ex.165,a.76,I Bienal Americana de Artes Gráficas de Cali*1971,Antonio Seguí,1971
ex.165,a.111,I Bienal Americana de Artes Gráficas de Cali*1971,Julio Le Parc,1971
ex.165,a.2378,I Bienal Americana de Artes Gráficas de Cali*1971,Juan Carlos Rodríguez,1971
ex.165,a.54,I Bienal Americana de Artes Gráficas de Cali*1971,Sergio Camporeale,1971
ex.165,a.1900,I Bienal Americana de Artes Gráficas de Cali*1971,Dalia  Cugat,1971
ex.165,a.535,I Bienal Americana de Artes Gráficas de Cali*1971,Geny Dignac,1971
ex.165,a.2172,I Bienal Americana de Artes Gráficas de Cali*1971,Alejandro Puente,1971
ex.165,a.88,I Bienal Americana de Artes Gráficas de Cali*1971,Rogelio Polesello,1971
ex.165,a.29,I Bienal Americana de Artes Gráficas de Cali*1971,Liliana Porter,1971
ex.165,a.1155,I Bienal Americana de Artes Gráficas de Cali*1971,Martha Trubint,1971
ex.165,a.642,I Bienal Americana de Artes Gráficas de Cali*1971,Ary Brizzi,1971
ex.165,a.201,I Bienal Americana de Artes Gráficas de Cali*1971,Fernando Maza,1971
ex.165,a.2372,I Bienal Americana de Artes Gráficas de Cali*1971,Juan Alberto Bordalejo,1971
ex.165,a.38,I Bienal Americana de Artes Gráficas de Cali*1971,Emilio Sánchez,1971
ex.165,a.844,I Bienal Americana de Artes Gráficas de Cali*1971,Sergio Ruiz,1971
ex.165,a.1391,I Bienal Americana de Artes Gráficas de Cali*1971,José Rosa,1971
ex.165,a.2353,I Bienal Americana de Artes Gráficas de Cali*1971,José Antonio Torres,1971
ex.165,a.350,I Bienal Americana de Artes Gráficas de Cali*1971,Myrna Báez,1971
ex.165,a.1378,I Bienal Americana de Artes Gráficas de Cali*1971,José Alicea,1971
ex.165,a.2362,I Bienal Americana de Artes Gráficas de Cali*1971,José Luis Rochet,1971
ex.165,a.3,I Bienal Americana de Artes Gráficas de Cali*1971,Lorenzo Homar,1971
ex.165,a.1711,I Bienal Americana de Artes Gráficas de Cali*1971,Fernando García,1971
ex.165,a.505,I Bienal Americana de Artes Gráficas de Cali*1971,Helen Escobedo,1971
ex.165,a.1236,I Bienal Americana de Artes Gráficas de Cali*1971,Luis Jaso,1971
ex.165,a.1662,I Bienal Americana de Artes Gráficas de Cali*1971,Gabriel Ramírez,1971
ex.165,a.1079,I Bienal Americana de Artes Gráficas de Cali*1971,Myra Landau,1971
ex.165,a.631,I Bienal Americana de Artes Gráficas de Cali*1971,Brian Nissen,1971
ex.165,a.412,I Bienal Americana de Artes Gráficas de Cali*1971,Luis López Loza,1971
ex.165,a.2071,I Bienal Americana de Artes Gráficas de Cali*1971,Arnold Belkin,1971
ex.165,a.1820,I Bienal Americana de Artes Gráficas de Cali*1971,Eduardo Terrazas,1971
ex.165,a.742,I Bienal Americana de Artes Gráficas de Cali*1971,Vita Giorgi,1971
ex.165,a.776,I Bienal Americana de Artes Gráficas de Cali*1971,Tomás Parra,1971
ex.165,a.154,I Bienal Americana de Artes Gráficas de Cali*1971,Óscar Pantoja,1971
ex.165,a.1515,I Bienal Americana de Artes Gráficas de Cali*1971,Hugo Florián,1971
ex.165,a.1816,I Bienal Americana de Artes Gráficas de Cali*1971,Eduardo Moll,1971
ex.165,a.1599,I Bienal Americana de Artes Gráficas de Cali*1971,Grimaldo Romero,1971
ex.165,a.1738,I Bienal Americana de Artes Gráficas de Cali*1971,Exaltación Casavilca,1971
ex.165,a.1231,I Bienal Americana de Artes Gráficas de Cali*1971,Luis Cossio,1971
ex.165,a.1924,I Bienal Americana de Artes Gráficas de Cali*1971,Claudio Juárez,1971
ex.165,a.193,I Bienal Americana de Artes Gráficas de Cali*1971,Herman Braun-Vega,1971
ex.165,a.2240,I Bienal Americana de Artes Gráficas de Cali*1971,Carlos Alberto González,1971
ex.165,a.1499,I Bienal Americana de Artes Gráficas de Cali*1971,Ivan Eyre,1971
ex.165,a.1561,I Bienal Americana de Artes Gráficas de Cali*1971,Harry Kiyooka,1971
ex.165,a.1042,I Bienal Americana de Artes Gráficas de Cali*1971,Olga Blinder,1971
ex.165,a.651,I Bienal Americana de Artes Gráficas de Cali*1971,Antonio Alvarado,1971
ex.165,a.1995,I Bienal Americana de Artes Gráficas de Cali*1971,Carlos Poveda,1971
ex.165,a.1608,I Bienal Americana de Artes Gráficas de Cali*1971,Goebel Weyne,1971
ex.165,a.260,I Bienal Americana de Artes Gráficas de Cali*1971,Sonia Von Brusky,1971
ex.165,a.2159,I Bienal Americana de Artes Gráficas de Cali*1971,Alexandre Wollner,1971
ex.165,a.744,I Bienal Americana de Artes Gráficas de Cali*1971,Vinicio Horta,1971
ex.165,a.138,I Bienal Americana de Artes Gráficas de Cali*1971,Ruth Bessoudo Courvoisier,1971
ex.165,a.865,I Bienal Americana de Artes Gráficas de Cali*1971,Rossini Perez,1971
ex.165,a.1152,I Bienal Americana de Artes Gráficas de Cali*1971,Martha Pires,1971
