id_obra,cod_registro,nombre_artista_registro_std,id_persona,titulo_obra,descripcion_textual,clas_espacial,dim_text_MLT,num_piezas,diametro,ancho_d1,largo_d2,alto_d3,area_pieza,volumen_pieza,area_obra,volumen_obra,ano_creacion,ano_adquisicion,info_reproduccion,copia_unica,tecnica_registrada_MLT,tecnicas_GCAI,materiales,movimiento_artistico,id_imagen_web,id_imagen_mini,observaciones_obras
148,2183,Emma Reyes,1,Sin título,,bidimensional,102 x 71.5,,,102.00,71.50,,7293,0,7293,0,1982,,,verificar,Tinta sobre papel,,,,,,
263,2312,Emma Reyes,1,La ciudad del circulo y el cuadrado,,bidimensional,123 x 92.5,,,123.00,92.50,,11377.5,0,11377.5,0,1968,,,verificar,"Madera, Mixta",,,,,,
352,2422,Emma Reyes,1,Serie: máscaras -café-gris,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1990,,,verificar,Tintas,,,,,,
353,2423,Emma Reyes,1,Serie: máscaras -azul-verde,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1989,,,verificar,Tintas,,,,,,
354,2424,Emma Reyes,1,Serie: máscaras -gris-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1992,,,verificar,Tintas,,,,,,
355,2425,Emma Reyes,1,Serie: máscaras -rojo-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1989,,,verificar,Tintas,,,,,,
356,2426,Emma Reyes,1,Serie: máscaras -azul/negro,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,,,,verificar,Tintas,,,,,,
357,2427,Emma Reyes,1,Serie: máscaras -verde-,,bidimensional,29x21,,,29.00,21.00,,609,0,609,0,,,,verificar,Tintas,,,,,,
358,2428,Emma Reyes,1,Serie: máscaras -negro-blanco,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1983,,,verificar,Tintas,,,,,,
359,2429,Emma Reyes,1,Serie: máscaras -marrón-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1992,,,verificar,Tintas,,,,,,
360,2430,Emma Reyes,1,Serie: máscaras -verde/azul-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1990,,,verificar,Tintas,,,,,,
361,2431,Emma Reyes,1,Serie: máscaras -rojo/gris-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1989,,,verificar,Tintas,,,,,,
362,2432,Emma Reyes,1,Serie: máscaras -rojo-azul-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1992,,,verificar,Tintas,,,,,,
363,2433,Emma Reyes,1,Serie: máscaras -rojo-lila-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1992,,,verificar,Tintas,,,,,,
364,2434,Emma Reyes,1,Serie: máscaras -azul/blanco-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1989,,,verificar,Tintas,,,,,,
365,2435,Emma Reyes,1,Serie: máscaras -azul/blanco-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1989,,,verificar,Tintas,,,,,,
366,2436,Emma Reyes,1,Serie: máscaras -rojo/lila-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1992,,,verificar,Tintas,,,,,,
367,2437,Emma Reyes,1,Serie: máscaras -oro/rojo-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1989,,,verificar,Tintas,,,,,,
368,2438,Emma Reyes,1,Serie: máscaras -azul/rosa-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1988,,,verificar,Tintas,,,,,,
369,2439,Emma Reyes,1,Serie: máscaras -negro/blanco-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1990,,,verificar,Tintas,,,,,,
370,2440,Emma Reyes,1,Serie: máscaras -naranja/amarillo-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1992,,,verificar,Tintas,,,,,,
371,2441,Emma Reyes,1,Serie: máscaras -verde/gris-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1991,,,verificar,Tintas,,,,,,
372,2442,Emma Reyes,1,Serie: máscaras -rojo/naranja-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1996,,,verificar,Tintas,,,,,,
373,2443,Emma Reyes,1,Serie: máscaras -negro-blanco-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1990,,,verificar,Tintas,,,,,,
374,2444,Emma Reyes,1,Serie: máscaras -negro-gris-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1990,,,verificar,Tintas,,,,,,
375,2445,Emma Reyes,1,Serie: máscaras -negro/gris-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1990,,,verificar,Tintas,,,,,,
376,2446,Emma Reyes,1,Serie: máscaras -rojo/blanco-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1992,,,verificar,Tintas,,,,,,
377,2447,Emma Reyes,1,Serie: máscaras -verde/amarillo-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1956,,,verificar,Tintas,,,,,,
378,2448,Emma Reyes,1,Serie: máscaras -morado-gris-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1992,,,verificar,Tintas,,,,,,
379,2449,Emma Reyes,1,Serie: máscaras -morado-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1992,,,verificar,Tintas,,,,,,
380,2450,Emma Reyes,1,Serie: máscaras     -azul/negro-,,bidimensional,31.5x23.5,,,31.50,23.50,,740.25,0,740.25,0,1990,,,verificar,Tintas,,,,,,
381,2451,Emma Reyes,1,Serie: máscaras -verde-azul-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1992,,,verificar,Tintas,,,,,,
382,2452,Emma Reyes,1,Serie: máscaras -verde/azul-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1992,,,verificar,Tintas,,,,,,
383,2453,Emma Reyes,1,Serie: máscaras -rojo/gris-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1989,,,verificar,Tintas,,,,,,
384,2454,Emma Reyes,1,Serie: máscaras -rojo/blanco-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1992,,,verificar,Tintas,,,,,,
385,2455,Emma Reyes,1,Serie: máscaras -verde/azul-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1987,,,verificar,Tintas,,,,,,
386,2456,Emma Reyes,1,Serie: máscaras -verde/amarillo-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1992,,,verificar,Tintas,,,,,,
387,2457,Emma Reyes,1,Serie: máscaras -blanco/azul-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1981,,,verificar,Tintas,,,,,,
388,2458,Emma Reyes,1,Serie: máscaras -negro/gris-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1987,,,verificar,Tintas,,,,,,
389,2459,Emma Reyes,1,Serie: máscaras -gris/negro-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1989,,,verificar,Tintas,,,,,,
390,2460,Emma Reyes,1,Serie: máscaras -blanco/negro-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1989,,,verificar,Tintas,,,,,,
391,2461,Emma Reyes,1,Serie: máscaras -verde-amarillo-,,bidimensional,31.5 x 23.8,,,31.50,23.80,,749.7,0,749.7,0,1989,,,verificar,Tintas,,,,,,
1171,3302,Emma Reyes,1,Sin título,,bidimensional,64.5 x 46,,,64.50,46.00,,2967,0,2967,0,1983,,147/150,copia,Litografía,,,,,,
1406,3917,Emma Reyes,1,El mar muerto,,bidimensional,75 x 141,,,75.00,141.00,,10575,0,10575,0,1959,,1958/,copia,Óleo sobre tela ,,,,,,
1501,4012,Emma Reyes,1,Mujer con mariposa,,bidimensional,87 x 72,,,87.00,72.00,,6264,0,6264,0,1989,,,verificar,Oleo sobre tela,,,,,,
258,2307,Édgar Negret,2,"El puente, homenaje a Paul Foster",,tridimensional,290x91x91,,,290.00,91.00,91.00,26390,2401490,0,2401490,1970,,,verificar,Aluminio pintado,,,,,,
259,2308,Édgar Negret,2,Escalera,,tridimensional,25x78x33c/u,27,,25.00,78.00,33.00,1950,64350,0,1737450,1970,,,verificar,Aluminio pintado  -27 Modulos-,,,,,,
279,2329,Édgar Negret,2,Trapecio,,tridimensional,70x70x59.5,,,70.00,70.00,59.50,4900,291550,0,291550,1984,,,verificar,Metal pintado,,,,,,
314,2364,Édgar Negret,2,Serpiente emplumada,,tridimensional,54x120x55cm,,,54.00,120.00,55.00,6480,356400,0,356400,1993,,,verificar,Aluminio pintado,,,,,,
315,2365,Édgar Negret,2,Mariposa. Mascara,,tridimensional,70x70x18cm,,,70.00,70.00,18.00,4900,88200,0,88200,1995,,,verificar,Aluminio pintado,,,,,,
316,2366,Édgar Negret,2,Acoplamiento. Mariposa,,tridimensional,51x130x20,,,51.00,130.00,20.00,6630,132600,0,132600,1995,,,verificar,Aluminio pintado,,,,,,
317,2367,Édgar Negret,2,Acoplamiento. Mariposa,,tridimensional,80x77x28,,,80.00,77.00,28.00,6160,172480,0,172480,1995,,,verificar,Aluminio pintado,,,,,,
318,2368,Édgar Negret,2,"El arco. (tierradentro, rombos y estrellas)",,tridimensional,100x170x33,,,100.00,170.00,33.00,17000,561000,0,561000,1996,,,verificar,Aluminio pintado,,,,,,
319,2369,Édgar Negret,2,"Gran Soporte (Tierradentro, rombos y estrellas)",,tridimensional,126x33x36,,,126.00,33.00,36.00,4158,149688,0,149688,1996,,,verificar,Aluminio pintado,,,,,,
320,2370,Édgar Negret,2,"El Triangulo (Tierradentro, rombos y estrellas)",,tridimensional,72x96x96,,,72.00,96.00,96.00,6912,663552,0,663552,1997,,,verificar,Aluminio pintado,,,,,,
321,2371,Édgar Negret,2,Calendario,,tridimensional,100x100x30,,,100.00,100.00,30.00,10000,300000,0,300000,1996,,,verificar,Aluminio pintado,,,,,,
322,2372,Édgar Negret,2,Urubamba y sus puentes,,tridimensional,50x177x36,,,50.00,177.00,36.00,8850,318600,0,318600,1999,,,verificar,Aluminio pintado,,,,,,
323,2373,Édgar Negret,2,Constelación cruz del sur,,tridimensional,67x126x76,,,67.00,126.00,76.00,8442,641592,0,641592,1998,,,verificar,Aluminio pintado,,,,,,
667,2761,Édgar Negret,2,Acoplamiento,,bidimensional,34 x 49,,,34.00,49.00,,1666,0,1666,0,1976,,PA17/20,copia,Serigrafía,,,,,,
678,2774,Édgar Negret,2,Sin título,,bidimensional,60 x 45.5,,,60.00,45.50,,2730,0,2730,0,1976,,3/100,copia,Serigrafía,,,,,,
803,2907,Édgar Negret,2,Sin título,,bidimensional,31 x 24,,,31.00,24.00,,744,0,744,0,1977,,F/CV/VI,copia,"Aguafuerte, Aguatinta",,,,,,
831,2937,Édgar Negret,2,Sin título,,bidimensional,60 x45.4,,,60.00,45.40,,2724,0,2724,0,1977,,1-,copia,Serigrafia.Proceso impresion de un grabado s/f,,,,,,
832,2938,Édgar Negret,2,Sin título,,bidimensional,60 x45.4,,,60.00,45.40,,2724,0,2724,0,1977,,1-2,copia,Serigrafia.Proceso impresion de un grabado   s/f,,,,,,
833,2939,Édgar Negret,2,Sin título,,bidimensional,60 x45.4,,,60.00,45.40,,2724,0,2724,0,1977,,1-2-3-4,copia,Serigrafia.Proceso impresion de un grabado   s/f,,,,,,
834,2940,Édgar Negret,2,Sin título,,bidimensional,60 x45.4,,,60.00,45.40,,2724,0,2724,0,1977,,1 al 5,copia,Serigrafia.Proceso impresion de un grabado   s/f,,,,,,
835,2941,Édgar Negret,2,Sin título,,bidimensional,60 x45.4,,,60.00,45.40,,2724,0,2724,0,1977,,1 al 6,copia,Serigrafia.Proceso impresion de un grabado   s/f,,,,,,
836,2942,Édgar Negret,2,Sin título,,bidimensional,60 x45.4,,,60.00,45.40,,2724,0,2724,0,1977,,1 al 7,copia,Serigrafia.Proceso impresion de un grabado s/f,,,,,,
837,2943,Édgar Negret,2,Sin título,,bidimensional,60 x45.4,,,60.00,45.40,,2724,0,2724,0,1977,,1 al 8,copia,Serigrafia.Proceso impresion de un grabado s/f,,,,,,
838,2944,Édgar Negret,2,Sin título,,bidimensional,60 x45.4,,,60.00,45.40,,2724,0,2724,0,1977,,1 al 9,copia,Serigrafia.Proceso impresion de un grabado s/f,,,,,,
844,2950,Édgar Negret,2,Sin título,,bidimensional,60 x 45.4,,,60.00,45.40,,2724,0,2724,0,1977,,s/f,copia,Serigrafia. Proceso de impresion completo (2 cop),,,,,,
856,2962,Édgar Negret,2,Paisaje,,bidimensional,193 x 110,,,193.00,110.00,,21230,0,21230,0,1980,,11/30,copia,Serigrafía sobre tela,,,,,,
919,3027,Édgar Negret,2,Sin título,,bidimensional,81 x 53,,,81.00,53.00,,4293,0,4293,0,1979,,10/40,copia,Serigrafía,,,,,,
954,3063,Édgar Negret,2,Sin título,,bidimensional,41 x 33,,,41.00,33.00,,1353,0,1353,0,1981,,PA16/20,copia,Serigrafía,,,,,,
1072,3191,Édgar Negret,2,El reloj,,bidimensional,63x45,,,63.00,45.00,,2835,0,2835,0,1984,,,verificar,Serigrafía,,,,,,
1346,3512,Édgar Negret,2,Mariposa.,,bidimensional,100x70,,,100.00,70.00,,7000,0,7000,0,1998,,90/100,copia,Serigrafía,,,,,,
1347,3513,Édgar Negret,2,Mariposas,,bidimensional,100x70,,,100.00,70.00,,7000,0,7000,0,1998,,35/100,copia,Serigrafía,,,,,,
39,2024,Lorenzo Homar,3,José Campeche,,bidimensional,57.5x44,,,57.50,44.00,,2530,0,2530,0,1970,,,verificar,Serigrafía,,,,,,
40,2025,Lorenzo Homar,3,José Campeche,,bidimensional,,,,,,,0,0,0,0,1970,,,verificar,Serigrafía,,,,,,
41,2026,Lorenzo Homar,3,I bienal latinoamericana del grabado. Puerto rico,,bidimensional,76.5x56,,,76.50,56.00,,4284,0,4284,0,1972,,,verificar,Serigrafia en Negro,,,,,,
42,2027,Lorenzo Homar,3,I bienal latinoamericana del grabado. Puerto rico,,bidimensional,76.5x56,,,76.50,56.00,,4284,0,4284,0,1972,,,verificar,Serigrafia en verde,,,,,,
43,2028,Lorenzo Homar,3,I bienal latinoamericana del grabado. Puerto rico,,bidimensional,63x46.5,,,63.00,46.50,,2929.5,0,2929.5,0,1972,,,verificar,Serigrafia en rojo (2 COPIAS),,,,,,
44,2029,Lorenzo Homar,3,II bienal latinoamericana del grabado. Puerto rico,,bidimensional,35x24.5,,,35.00,24.50,,857.5,0,857.5,0,1972,,,verificar,Serigrafía,,,,,,
45,2030,Lorenzo Homar,3,Homenaje póstumo a Bertrand Russell,,bidimensional,90 x 54.5,,,90.00,54.50,,4905,0,4905,0,1970,,,verificar,Serigrafía,,,,,,
46,2031,Lorenzo Homar,3,El cartel en Puerto Rico,,bidimensional,46x61,,,46.00,61.00,,2806,0,2806,0,1971,,,verificar,Serigrafía,,,,,,
47,2032,Lorenzo Homar,3,Zachrisson,,bidimensional,67x48.5,,,67.00,48.50,,3249.5,0,3249.5,0,1970,,,verificar,Serigrafía,,,,,,
48,2033,Lorenzo Homar,3,Fiesta de la lengua,,bidimensional,,,,,,,0,0,0,0,,,,verificar,Serigrafía,,,,,,
49,2034,Lorenzo Homar,3,La comedia puertorriqueña,,bidimensional,60.5x45,,,60.50,45.00,,2722.5,0,2722.5,0,1970,,,verificar,Serigrafía,,,,,,
50,2035,Lorenzo Homar,3,V feria de artesanías,,bidimensional,71x46,,,71.00,46.00,,3266,0,3266,0,1966,,,verificar,Serigrafía,,,,,,
51,2036,Lorenzo Homar,3,Colección xylon,,bidimensional,33x60,,,33.00,60.00,,1980,0,1980,0,1970,,,verificar,Serigrafía,,,,,,
52,2037,Lorenzo Homar,3,Colección xylon,,bidimensional,33x60,,,33.00,60.00,,1980,0,1980,0,1970,,,verificar,Serigrafía,,,,,,
53,2038,Lorenzo Homar,3,José Alicea,,bidimensional,67x46,,,67.00,46.00,,3082,0,3082,0,1970,,,verificar,Serigrafía,,,,,,
54,2039,Lorenzo Homar,3,Semana bolivariana,,bidimensional,,,,,,,0,0,0,0,,,,verificar,Serigrafía,,,,,,
55,2040,Lorenzo Homar,3,Grafica de Lorenzo Homar,,bidimensional,61.5x37,,,61.50,37.00,,2275.5,0,2275.5,0,1972,,,verificar,Serigrafía,,,,,,
458,2549,Lorenzo Homar,3,Bonito norte a la Cancora,,bidimensional,122 x 69.5,,,122.00,69.50,,8479,0,8479,0,1967,,P/A,copia,Xilografia         1966/,,,,,,
459,2550,Lorenzo Homar,3,Página titular del portafolio TRES ESTROFAS DE,,bidimensional,56.5x44,,,56.50,44.00,,2486,0,2486,0,1970,,P/A,copia,Serigrafia                    AMOR PARA SOPRANO,,,,,,
460,2551,Lorenzo Homar,3,Primera estrofa del portafolio TRES ESTROFAS DE,,bidimensional,56x76,,,56.00,76.00,,4256,0,4256,0,1970,,P/A,copia,Serigrafia                    AMOR PARA SOPRANO,,,,,,
461,2552,Lorenzo Homar,3,Segunda estrofa del portafolio TRES ESTROFAS DE,,bidimensional,39 x 63,,,39.00,63.00,,2457,0,2457,0,1970,,P/A,copia,Serigrafia                    AMOR PARA SOPRANO,,,,,,
462,2553,Lorenzo Homar,3,Tercera estrofa del portafolio TRES ESTROFAS DE,,bidimensional,40 x 62,,,40.00,62.00,,2480,0,2480,0,1970,,P/A,copia,Serigrafia                    AMOR PARA SOPRANO,,,,,,
463,2554,Lorenzo Homar,3,"Coda del portafolio, Portafolio Tres estrofas de amor para soprano. Cassals,Blanco,Homar",,bidimensional,56x76,,,56.00,76.00,,4256,0,4256,0,1970,,P/A,copia,Serigrafía,,,,,,
464,2555,Lorenzo Homar,3,"Sra. Martita Casals, Portafolio Tres estrofas de amor para soprano. Cassals,Blanco,Homar",,bidimensional,36.5 x 61.5,,,36.50,61.50,,2244.75,0,2244.75,0,1970,,P/A,copia,Serigrafía,,,,,,
675,2771,Lorenzo Homar,3,Autorrietrato,,bidimensional,59 x 40.5,,,59.00,40.50,,2389.5,0,2389.5,0,1975,,31/36,copia,Serigrafía,,,,,,
817,2923,Lorenzo Homar,3,Colofon portafolio: tres estrofas de amor para so-,,bidimensional,39 x 28,,,39.00,28.00,,1092,0,1092,0,1970,,P/A,copia,"Serigrafia      PRANO - CASALS, BLANCO, HOMAR",,,,,,
839,2945,Lorenzo Homar,3,El sapo,,bidimensional,18.5 x 12,,,18.50,12.00,,222,0,222,0,,,S.T.,copia,Aguafuerte,,,,,,
948,3057,Lorenzo Homar,3,Ciclistas en el velódromo,,bidimensional,8 x 8,,,8.00,8.00,,64,0,64,0,1976,,1/49,copia,Serigrafía,,,,,,
949,3058,Lorenzo Homar,3,Sin título,,bidimensional,4 x 2.5,,,4.00,2.50,,10,0,10,0,1960,,P/A,copia,Xilografia en boj,,,,,,
71,2105,Ómar Rayo,4,La bandera baila blanca,,bidimensional,76 x 54.5,,,76.00,54.50,,4142,0,4142,0,1969,,,verificar,Tinta sobre papel,,,,,,
253,2302,Ómar Rayo,4,Palindrome,,tridimensional,140x117x44,,,140.00,117.00,44.00,16380,720720,0,720720,1968,,,verificar,Madera. Acrilico,,,,,,
421,2510,Ómar Rayo,4,Ruinas en quietud,,bidimensional,70x50,,,70.00,50.00,,3500,0,3500,0,1961,,CA 2/5,copia,Intaglio blanco,,,,,,
422,2511,Ómar Rayo,4,Surface on relief #1a,,bidimensional,70x50,,,70.00,50.00,,3500,0,3500,0,1962,,CA 2/10,copia,Intaglio blanco,,,,,,
423,2512,Ómar Rayo,4,Only to you,,bidimensional,56 x 76,,,56.00,76.00,,4256,0,4256,0,1964,,SE 2/10,copia,Intaglio blanco,,,,,,
424,2513,Ómar Rayo,4,Vaso,,bidimensional,50x70,,,50.00,70.00,,3500,0,3500,0,1962,,CA 3/5,copia,Intaglio blanco,,,,,,
425,2514,Ómar Rayo,4,Vertical iluminado,,bidimensional,70x50,,,70.00,50.00,,3500,0,3500,0,1961,,CA 1/15,copia,Intaglio blanco,,,,,,
427,2517,Ómar Rayo,4,Intento destructivo,,bidimensional,75 x 55,,,75.00,55.00,,4125,0,4125,0,1962,,CA 2/5,copia,Intaglio blanco,,,,,,
429,2519,Ómar Rayo,4,La bata blanca,,bidimensional,55 x 75,,,55.00,75.00,,4125,0,4125,0,1963,,4/10,copia,Intaglio blanco,,,,,,
430,2521,Ómar Rayo,4,Do it yourself,,bidimensional,76 x 56,,,76.00,56.00,,4256,0,4256,0,1963,,CA 1/1,copia,Intaglio blanco,,,,,,
431,2522,Ómar Rayo,4,Long letter,,bidimensional,76 x 55,,,76.00,55.00,,4180,0,4180,0,,,1/10,copia,Intaglio blanco,,,,,,
432,2523,Ómar Rayo,4,Pay day,,bidimensional,56 x 76,,,56.00,76.00,,4256,0,4256,0,1963,,CA10/10,copia,Intaglio blanco,,,,,,
434,2525,Ómar Rayo,4,Made in japan,,bidimensional,56 x 76,,,56.00,76.00,,4256,0,4256,0,1963,,A/P,copia,Intaglio a color,,,,,,
435,2526,Ómar Rayo,4,Before and then,,bidimensional,77 x 55.5,,,77.00,55.50,,4273.5,0,4273.5,0,,,2/10,copia,Intaglio blanco,,,,,,
436,2527,Ómar Rayo,4,Rende-vous with my self,,bidimensional,77 x 55.5,,,77.00,55.50,,4273.5,0,4273.5,0,1969,,A/P,copia,Intaglio blanco,,,,,,
437,2528,Ómar Rayo,4,Handle with care,,bidimensional,56 x 76,,,56.00,76.00,,4256,0,4256,0,1963,,CA 1/1,copia,Intaglio blanco,,,,,,
438,2529,Ómar Rayo,4,Guarde América bella,,bidimensional,76 x 55,,,76.00,55.00,,4180,0,4180,0,1965,,10/10,copia,Intaglio blanco,,,,,,
439,2530,Ómar Rayo,4,24-hour day doorman,,bidimensional,76.5 x 55.5,,,76.50,55.50,,4245.75,0,4245.75,0,1967,,1/20,copia,Intaglio blanco,,,,,,
440,2531,Ómar Rayo,4,For mr. Y. A.,,bidimensional,76.5x56.5,,,76.50,56.50,,4322.25,0,4322.25,0,1963,,CA 1/10,copia,Intaglio blanco,,,,,,
441,2532,Ómar Rayo,4,News from h.b.,,bidimensional,76 x 56,,,76.00,56.00,,4256,0,4256,0,1963,,3/10,copia,Intaglio blanco,,,,,,
442,2533,Ómar Rayo,4,Alarm,,bidimensional,77 x 57,,,77.00,57.00,,4389,0,4389,0,1967,,2/10,copia,Intaglio blanco,,,,,,
443,2534,Ómar Rayo,4,Safety twins,,bidimensional,56 x 76,,,56.00,76.00,,4256,0,4256,0,1964,,31/50,copia,Intaglio blanco,,,,,,
444,2535,Ómar Rayo,4,Only for men,,bidimensional,56.5 x 77,,,56.50,77.00,,4350.5,0,4350.5,0,1963,,7/10,copia,Intaglio blanco,,,,,,
482,2573,Ómar Rayo,4,Tranquilo,,bidimensional,77 x 57,,,77.00,57.00,,4389,0,4389,0,1973,,5/150,copia,Intaglio a color,,,,,,
1248,3393,Ómar Rayo,4,Man at work,,bidimensional,70x50,,,70.00,50.00,,3500,0,3500,0,1967,,1/10,copia,Intaglio color,,,,,,
1358,3524,Ómar Rayo,4,"Only for Men ""Pants Please""",,bidimensional,57x77,,,57.00,77.00,,4389,0,4389,0,1963,,3/10,copia,Intaglio,,,,,,
1404,3915,Ómar Rayo,4,Arrebol,,bidimensional,102x102 c/u,2,,102.00,102.00,,10404,0,20808,0,1969,,,verificar,Acrilico sobre tela -Conjunto de 2-,,,,,,
1405,3916,Ómar Rayo,4,Catío ,,bidimensional,102x102,,,102.00,102.00,,10404,0,10404,0,1970,,,verificar,Acrílico sobre lienzo,,,,,,
115,2150,María de la Paz Jaramillo,5,Dos almas,,bidimensional,66x51,,,66.00,51.00,,3366,0,3366,0,1980,,,verificar,Pastel sobre papel,,,,,,
145,2180,María de la Paz Jaramillo,5,De la Serie: PAREJAS,,bidimensional,100 x 80,,,100.00,80.00,,8000,0,8000,0,1985,,,verificar,Pastel  y óleo-Marco trabajado por la artista,,,,,,
164,2199,María de la Paz Jaramillo,5,SIN TITULO (Proyecto para Menú),,bidimensional,38.5 x 26.5,,,38.50,26.50,,1020.25,0,1020.25,0,1982,,,verificar,Pastel,,,,,,
426,2515,María de la Paz Jaramillo,5,A Mindo lindo,,bidimensional,60 x 45,,,60.00,45.00,,2700,0,2700,0,1987,,2/60,copia,Aguafuerte en amarillos,,,,,,
428,2518,María de la Paz Jaramillo,5,A Mindo lindo,,bidimensional,60 x 45,,,60.00,45.00,,2700,0,2700,0,1987,,46/60,copia,Aguafuerte en azul,,,,,,
433,2524,María de la Paz Jaramillo,5,A Mindo lindo,,bidimensional,60 x 45,,,60.00,45.00,,2700,0,2700,0,1987,,31/60,copia,Aguafuerte en negro y vino tinto,,,,,,
518,2609,María de la Paz Jaramillo,5,La señora Macbeth,,bidimensional,24.5 x 24,,,24.50,24.00,,588,0,588,0,1974,,1/12,copia,Aguafuerte,,,,,,
556,2648,María de la Paz Jaramillo,5,La señora Macbeth,,bidimensional,24.5 x 24,,,24.50,24.00,,588,0,588,0,1974,,1/12,copia,Aguafuerte,,,,,,
597,2689,María de la Paz Jaramillo,5,Raquel,,bidimensional,49 x 38,,,49.00,38.00,,1862,0,1862,0,1974,,8/150,copia,"Serigrafía, Mixta",,,,,,
623,2716,María de la Paz Jaramillo,5,La dueña I,,bidimensional,31.5 x 30,,,31.50,30.00,,945,0,945,0,1975,,P/A,copia,"Aguafuerte, Mixta",,,,,,
624,2717,María de la Paz Jaramillo,5,La dueña II,,bidimensional,31.5 x 30,,,31.50,30.00,,945,0,945,0,1975,,P/A,copia,"Aguafuerte, Mixta",,,,,,
625,2718,María de la Paz Jaramillo,5,La dueña III,,bidimensional,31.5 x 30,,,31.50,30.00,,945,0,945,0,1975,,P/A,copia,"Aguafuerte, Mixta",,,,,,
680,2776,María de la Paz Jaramillo,5,La voz dorada,,bidimensional,51 x 37,,,51.00,37.00,,1887,0,1887,0,1976,,I/XVIII,copia,Serigrafia             P/A,,,,,,
695,2797,María de la Paz Jaramillo,5,Manuela Saenz,,bidimensional,59 x 38.5,,,59.00,38.50,,2271.5,0,2271.5,0,1976,,VI/VI,copia,Serigrafía,,,,,,
818,2924,María de la Paz Jaramillo,5,Una noche más 2,,bidimensional,53.5x58,,,53.50,58.00,,3103,0,3103,0,1974,,3/3,copia,Aguafuerte             P/A,,,,,,
851,2957,María de la Paz Jaramillo,5,La señora Macbeth,,bidimensional,24.5 x 24,,,24.50,24.00,,588,0,588,0,1974,,1/12,copia,Aguafuerte,,,,,,
852,2958,María de la Paz Jaramillo,5,La señora Macbeth,,bidimensional,24.5 x 24,,,24.50,24.00,,588,0,588,0,1974,,1/12,copia,Aguafuerte,,,,,,
872,2979,María de la Paz Jaramillo,5,María de los guardias,,bidimensional,46 x 47,,,46.00,47.00,,2162,0,2162,0,1979,,7/20,copia,Aguafuerte coloreado a mano,,,,,,
873,2980,María de la Paz Jaramillo,5,María de los guardias,,bidimensional,46 x 47,,,46.00,47.00,,2162,0,2162,0,1979,,P/A3/11,copia,Aguafuerte coloreado a mano,,,,,,
911,3019,María de la Paz Jaramillo,5,María de los guardias,,bidimensional,46 x 43,,,46.00,43.00,,1978,0,1978,0,1979,,PA 1/11,copia,Aguafuerte,,,,,,
