id_expo,id_curador,nombre_expo,nombre_curador,ano
ex.801,c.130,Rembrandt : 69 grabados 1630-1659*2015,Rosa Perales Piqueres,2015
ex.802,c.7,Noche es Día*2015,Alejandro Martín Maldonado,2015
ex.805,c.102,Beatriz González: El segundo original*2016,María Fernanda Domínguez,2016
ex.805,c.85,Beatriz González: El segundo original*2016,José Ruiz,2016
ex.805,c.94,Beatriz González: El segundo original*2016,Lucas Ospina,2016
ex.805,c.118,Beatriz González: El segundo original*2016,Nathalia Azuero,2016
ex.805,c.15,Beatriz González: El segundo original*2016,Andrés Pardo,2016
ex.805,c.91,Beatriz González: El segundo original*2016,Laura Jiménez,2016
ex.805,c.89,Beatriz González: El segundo original*2016,Juan Rodríguez Varón,2016
ex.806,c.120,Tratado sobre la insurrección de la pintura O El tercer lado del espejo*2016,Oscar Roldán-Alzate,2016
ex.808,c.18,Future Perfect*2016,Angelika Stepken,2016
ex.808,c.122,Future Perfect*2016,Philipp Ziegler,2016
ex.810,c.7,La Forma Del Futuro*2016,Alejandro Martín Maldonado,2016
ex.810,c.17,La Forma Del Futuro*2016,Ángela Osorio,2016
ex.811,c.74,Alex Rodríguez: Objetos de estudio para una república popular demediada*2016,Jaime Cerón,2016
ex.812,c.144,Presentación y Representación*2008,Wilson Díaz,2008
ex.812,c.83,Presentación y Representación*2008,José Horacio Martínez,2008
ex.812,c.119,Presentación y Representación*2008,Óscar Muñoz,2008
ex.812,c.140,Presentación y Representación*2008,Victoria Noorthoorn,2008
ex.812,c.22,Presentación y Representación*2008,Bernardo Ortiz,2008
ex.813,c.147,Hacia el litoral*2016,Yolanda Chois,2016
ex.814,c.65,Arte contemporáneo colombiano en el museo de arte moderno la tertulia *1997,Gloria Delgado Restrepo,1997
ex.814,c.111,Arte contemporáneo colombiano en el museo de arte moderno la tertulia *1997,Miguel González,1997
ex.814,c.136,Arte contemporáneo colombiano en el museo de arte moderno la tertulia *1997,Talila Greenberg,1997
ex.816,c.134,Maria Thereza Negreiros *1997,Soffy Arboleda de Vega,1997
ex.818,c.90,A propósito del lugar*2016,Juan Sebastián Ramirez,2016
ex.819,c.111,Seis Artistas Colombianos *2002,Miguel González,2002
ex.820,c.111,Herbario de Plantas artificiales - Alberto Baraya*2004,Miguel González,2004
ex.821,c.111,François Dolmetsch Fotografías - Retrospectiva *2005,Miguel González,2005
