nombre_s,tipo_s,nombre_t,tipo_t,ano
Homenaje de Propal a su Ciudad - 1985,expo,Óscar Muñoz,artista-curador,1985
Fotografías y su Relación - 1989,expo,Álvaro Barrios,artista-curador,1989
Fotografías y su Relación - 1989,expo,Óscar Muñoz,artista-curador,1989
Fotografías y su Relación - 1989,expo,Miguel Ángel Rojas,artista-curador,1989
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,María de la Paz Jaramillo,artista-curador,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,José Horacio Martínez,artista-curador,1992
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Álvaro Barrios,artista-curador,1993
Pulsiones - 1993,expo,Óscar Muñoz,artista-curador,1993
Pulsiones - 1993,expo,Miguel Ángel Rojas,artista-curador,1993
Pulsiones - 1993,expo,Elías Heim,artista-curador,1993
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,José Horacio Martínez,artista-curador,1993
Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,José Horacio Martínez,artista-curador,1994
Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Elías Heim,artista-curador,1994
Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Miguel Ángel Rojas,artista-curador,1994
Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia - 1994,expo,María de la Paz Jaramillo,artista-curador,1994
Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia - 1994,expo,Óscar Muñoz,artista-curador,1994
Elías Heim - 1994,expo,Elías Heim,artista-curador,1994
Comportamiento del Paisaje - 1995,expo,Álvaro Barrios,artista-curador,1995
Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana - 1995,expo,Elías Heim,artista-curador,1995
Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana - 1995,expo,José Horacio Martínez,artista-curador,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,María de la Paz Jaramillo,artista-curador,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Óscar Muñoz,artista-curador,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Óscar Muñoz,artista-curador,1995
Imaginario - 1996,expo,Wilson Díaz,artista-curador,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,María de la Paz Jaramillo,artista-curador,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Óscar Muñoz,artista-curador,1996
Cuerpo Representado - 1996,expo,Elías Heim,artista-curador,1996
Cuerpo Representado - 1996,expo,María de la Paz Jaramillo,artista-curador,1996
Cuerpo Representado - 1996,expo,Óscar Muñoz,artista-curador,1996
Alegoria y Reflexión - 1996,expo,Álvaro Barrios,artista-curador,1996
Alegoria y Reflexión - 1996,expo,José Horacio Martínez,artista-curador,1996
Alegoria y Reflexión - 1996,expo,Miguel Ángel Rojas,artista-curador,1996
Los Cincuenta Caminos de la Vida - 1997,expo,Álvaro Barrios,artista-curador,1997
Imaginación y Fantasía - 1997,expo,Juan Mejía,artista-curador,1997
Imaginación y Fantasía - 1997,expo,Wilson Díaz,artista-curador,1997
Imaginación y Fantasía - 1997,expo,Elías Heim,artista-curador,1997
Imaginación y Fantasía - 1997,expo,Óscar Muñoz,artista-curador,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,María de la Paz Jaramillo,artista-curador,1997
VIII Salón Regional de Artes Visuales - 1997,expo,Wilson Díaz,artista-curador,1997
VIII Salón Regional de Artes Visuales - 1997,expo,Juan Mejía,artista-curador,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Óscar Muñoz,artista-curador,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Elías Heim,artista-curador,1997
Las Estrellas en el Trópico - 1998,expo,María de la Paz Jaramillo,artista-curador,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,José Horacio Martínez,artista-curador,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Álvaro Barrios,artista-curador,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Óscar Muñoz,artista-curador,1998
Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia - 1999,expo,Álvaro Barrios,artista-curador,1999
III Festival de Performance - 1999,expo,Leonardo Herrera,artista-curador,1999
Cadenas Alimenticias - 1999,expo,Juan Mejía,artista-curador,1999
Sobre la Muerte - 2000,expo,Leonardo Herrera,artista-curador,2000
Sobre la Muerte - 2000,expo,Elías Heim,artista-curador,2000
Sobre la Muerte - 2000,expo,Óscar Muñoz,artista-curador,2000
Sobre la Muerte - 2000,expo,José Horacio Martínez,artista-curador,2000
De-lineamientos - 2000,expo,Leonardo Herrera,artista-curador,2000
Bestiario - 2000,expo,Juan Mejía,artista-curador,2000
Retratos y Autorretratos - 2001,expo,Leonardo Herrera,artista-curador,2001
Retratos y Autorretratos - 2001,expo,Óscar Muñoz,artista-curador,2001
Retratos y Autorretratos - 2001,expo,Wilson Díaz,artista-curador,2001
Retratos y Autorretratos - 2001,expo,Juan Mejía,artista-curador,2001
IV Festival de Performance - 2001,expo,Juan Mejía,artista-curador,2001
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 2001 - 2001,expo,Elías Heim,artista-curador,2001
Muestra de arte tridimensional latinoamericano de la Colección del Museo de Arte Moderno La Tertulia 2002 - 2002,expo,Álvaro Barrios,artista-curador,2002
Muestra de arte tridimensional latinoamericano de la Colección del Museo de Arte Moderno La Tertulia 2002 - 2002,expo,Elías Heim,artista-curador,2002
Texto y Textualidad - 2002,expo,Álvaro Barrios,artista-curador,2002
Seis Artistas Colombianos - 2002,expo,Álvaro Barrios,artista-curador,2002
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 2002 - 2002,expo,Álvaro Barrios,artista-curador,2002
Exposición de mujeres artistas colombianas - 2002,expo,María de la Paz Jaramillo,artista-curador,2002
Muestra de arte colombiano de los años 90 de la Colección de Museo de Arte Moderno La Tertulia - 2002,expo,Elías Heim,artista-curador,2002
Muestra de arte colombiano de los años 90 de la Colección de Museo de Arte Moderno La Tertulia - 2002,expo,José Horacio Martínez,artista-curador,2002
Muestra de arte colombiano de los años 90 de la Colección de Museo de Arte Moderno La Tertulia - 2002,expo,Juan Mejía,artista-curador,2002
Muestra de arte colombiano de los años 90 de la Colección de Museo de Arte Moderno La Tertulia - 2002,expo,Wilson Díaz,artista-curador,2002
Elías Heim - 2003,expo,Elías Heim,artista-curador,2003
Maestros Colombianos a través del Dibujo - 2003,expo,Álvaro Barrios,artista-curador,2003
Maestros Colombianos a través del Dibujo - 2003,expo,Elías Heim,artista-curador,2003
Maestros Colombianos a través del Dibujo - 2003,expo,María de la Paz Jaramillo,artista-curador,2003
Maestros Colombianos a través del Dibujo - 2003,expo,Óscar Muñoz,artista-curador,2003
Maestros Colombianos a través del Dibujo - 2003,expo,Miguel Ángel Rojas,artista-curador,2003
Una Mirada Intimista al Arte Colombiano - 2003,expo,Álvaro Barrios,artista-curador,2003
Una Mirada Intimista al Arte Colombiano - 2003,expo,Óscar Muñoz,artista-curador,2003
Una Mirada Intimista al Arte Colombiano - 2003,expo,María de la Paz Jaramillo,artista-curador,2003
Una Mirada Intimista al Arte Colombiano - 2003,expo,Elías Heim,artista-curador,2003
Una Mirada Intimista al Arte Colombiano - 2003,expo,Wilson Díaz,artista-curador,2003
Una Mirada Intimista al Arte Colombiano - 2003,expo,Juan Mejía,artista-curador,2003
Una Mirada Intimista al Arte Colombiano - 2003,expo,Leonardo Herrera,artista-curador,2003
Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Juan Mejía,artista-curador,2004
Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Wilson Díaz,artista-curador,2004
Dibujar en las Americas - 2004,expo,Óscar Muñoz,artista-curador,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,María de la Paz Jaramillo,artista-curador,2004
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Juan Mejía,artista-curador,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Wilson Díaz,artista-curador,2005
El Retrato: Realidad y Percepción - 2005,expo,Óscar Muñoz,artista-curador,2005
En torno al Cuerpo - 2005,expo,Álvaro Barrios,artista-curador,2005
En torno al Cuerpo - 2005,expo,Óscar Muñoz,artista-curador,2005
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Álvaro Barrios,artista-curador,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Elías Heim,artista-curador,2006
Diez Artistas Vallecaucanos - 2006,expo,Elías Heim,artista-curador,2006
Diez Artistas Vallecaucanos - 2006,expo,José Horacio Martínez,artista-curador,2006
Diez Artistas Vallecaucanos - 2006,expo,Juan Mejía,artista-curador,2006
Artefacto - 2008,expo,Álvaro Barrios,artista-curador,2008
Premonitoria - 2008,expo,Elías Heim,artista-curador,2008
Presentación y Representación - 2008,expo,Leonardo Herrera,artista-curador,2008
"Eros, dolor y muerte - 2009",expo,María de la Paz Jaramillo,artista-curador,2009
Reconfiguraciones - 2011,expo,José Horacio Martínez,artista-curador,2011
Reconfiguraciones - 2011,expo,María de la Paz Jaramillo,artista-curador,2011
Reconfiguraciones - 2011,expo,Miguel Ángel Rojas,artista-curador,2011
Desde el Malestar: ¿Qué cosa es la verdad? - 2012,expo,Wilson Díaz,artista-curador,2012
Desde el Malestar: ¿Qué cosa es la verdad? - 2012,expo,Leonardo Herrera,artista-curador,2012
Desde el Malestar: ¿Qué cosa es la verdad? - 2012,expo,Juan Mejía,artista-curador,2012
Master/Copy: Juan & Wilson [1995 – 1998] - 2013,expo,Juan Mejía,artista-curador,2013
Master/Copy: Juan & Wilson [1995 – 1998] - 2013,expo,Wilson Díaz,artista-curador,2013
Revolución y Simulacro. Estrategias de Guerrilla de Mercado - 2013,expo,Leonardo Herrera,artista-curador,2013
Protografías - 2013,expo,Óscar Muñoz,artista-curador,2013
Testigo de oídas - 2014,expo,Wilson Díaz,artista-curador,2014
Fototropismos - 2014,expo,Elías Heim,artista-curador,2014
El mejor equipo del mundo ¡hijueputa! - 2014,expo,Leonardo Herrera,artista-curador,2014
Objeto Workshops - 2015,expo,Wilson Díaz,artista-curador,2015
Colonia Infancia: El reino del arte para explorar los sentidos - 2015,expo,Óscar Muñoz,artista-curador,2015
Tratado sobre la insurrección de la pintura O El tercer lado del espejo - 2016,expo,José Horacio Martínez,artista-curador,2016
Hacia el litoral - 2016,expo,Leonardo Herrera,artista-curador,2016
La Forma Del Futuro - 2016,expo,Elías Heim,artista-curador,2016
Arte de los 80 - 1980,expo,Álvaro Barrios,artista-curador,1980
Alicia Viteri - 1985,expo,María de la Paz Jaramillo,artista-curador,1985
Imaginario - 1996,expo,Óscar Muñoz,artista-curador,1996
VIII Salón Regional de Artes Visuales - 1997,expo,José Horacio Martínez,artista-curador,1997
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Miguel Ángel Rojas,artista-curador,1998
III Festival de Performance - 1999,expo,Juan Mejía,artista-curador,1999
III Festival de Performance - 1999,expo,Wilson Díaz,artista-curador,1999
De-lineamientos - 2000,expo,Óscar Muñoz,artista-curador,2000
IV Festival de Performance - 2001,expo,Wilson Díaz,artista-curador,2001
V Festival de Performance - 2002,expo,Wilson Díaz,artista-curador,2002
Artefacto - 2008,expo,Elías Heim,artista-curador,2008
La Casa Flotante - 2008,expo,Elías Heim,artista-curador,2008
Space Invaders - 2008,expo,Elías Heim,artista-curador,2008
Presentación y Representación - 2008,expo,Wilson Díaz,artista-curador,2008
Presentación y Representación - 2008,expo,José Horacio Martínez,artista-curador,2008
Presentación y Representación - 2008,expo,Óscar Muñoz,artista-curador,2008
"Eros, dolor y muerte - 2009",expo,Elías Heim,artista-curador,2009
Máscaras - 2009,expo,Elías Heim,artista-curador,2009
Museo La Tertulia 54 años de historia - 2010,expo,Elías Heim,artista-curador,2010
Cartografías de un mundo conocido - 2014,expo,José Horacio Martínez,artista-curador,2014
El ejercicio de la empatía - 2016,expo,Óscar Muñoz,artista-curador,2016
Exposición de figuras artesanales de santos primitivos y de grabados de Henández Cruz - 1971,expo,Instituto de Cultura Puertoriqueño,curador,1971
28 Artistas del Brasil - 1975,expo,Marc Berkowitz,curador,1975
XXV Salón Nacional de Artes Visuales - 1975,expo,Sergio Trujillo Jaramillo,curador,1975
Migraciones - 1976,expo,Ed Love,curador,1976
Migraciones - 1976,expo,Winston Kennedy,curador,1976
Migraciones - 1976,expo,George Smiths,curador,1976
Migraciones - 1976,expo,Willim Harris,curador,1976
Migraciones - 1976,expo,Acklyn Lynch,curador,1976
Seis Artistas Premiados en la III Bienal de Artes Gráficas - 1977,expo,Miguel González,curador,1977
Seis Artistas Premiados en la III Bienal de Artes Gráficas - 1977,expo,Franz Bader,curador,1977
Seis Artistas Premiados en la III Bienal de Artes Gráficas - 1977,expo,Darío Ruiz,curador,1977
Seis Artistas Premiados en la III Bienal de Artes Gráficas - 1977,expo,Pablo Neruda,curador,1977
Seis Artistas Premiados en la III Bienal de Artes Gráficas - 1977,expo,Bengt Oldenburg,curador,1977
Seis Artistas Premiados en la III Bienal de Artes Gráficas - 1977,expo,Marta Traba,curador,1977
Pintura y Escultura Colombiana de los Años 30 - 1978,expo,Germán Rubiano Caballero,curador,1978
Grabadores Norteamericanos - 1978,expo,Sylvan Cole,curador,1978
1960–1980 Alcántara - 1980,expo,Miguel González,curador,1980
Actitudes Plurales - 1983,expo,Miguel González,curador,1983
Geometría e Ilusión - 1983,expo,Miguel González,curador,1983
Carmen Aldunate - 1983,expo,Waldemar Sommer,curador,1983
Muestra de arte gráfico mexicano de la Colección del Museo de Arte Moderno La Tertulia - 1983,expo,Miguel González,curador,1983
Muestra de realismo colombiano de la Colección del Museo de Arte Moderno La Tertulia - 1983,expo,Miguel González,curador,1983
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1983 - 1983,expo,Miguel González,curador,1983
Dibujos de Ficciones - 1983,expo,Miguel González,curador,1983
Muestra de arte gráfico norte-americano de la Colección del Museo de Arte Moderno La Tertulia 1984 - 1984,expo,Miguel González,curador,1984
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1984 - 1984,expo,Miguel González,curador,1984
Joyas-sorpresa: el Uso de Materiales Alternativos en la Joyería Norte-americana - 1984,expo,Intituto Smithsonian de EE.UU.,curador,1984
Aspectos de lo Tridimensional en el Arte Colombiano - 1984,expo,Miguel González,curador,1984
Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1985 - 1985,expo,Miguel González,curador,1985
Exposición de Débora Arango 1985 - 1985,expo,Alberto Sierra,curador,1985
La Nación: Los Judíos Españoles y Portugueses en la Zona del Caribe - 1985,expo,Museo Beth Hatefutsoth,curador,1985
Historia Abierta del Arte Colombiano - 1985,expo,Miguel González,curador,1985
Homenaje de Propal a su Ciudad - 1985,expo,Propal S.A.,curador,1985
El Arte Descubre un Mundo - 1986,expo,María Elvira Iriarte,curador,1986
Exposición de arte gráfico latinoamericano - 1986,expo,Miguel González,curador,1986
Muestra de 100 obras de la Colección del Museo de Arte Moderno La Tertulia - 1986,expo,Miguel González,curador,1986
Andrés de Santamaría - 1987,expo,Miguel González,curador,1987
Muestra de arte tridimensional de la Colección del Museo de Arte Moderno La Tertulia 1987 - 1987,expo,Miguel González,curador,1987
Darío Jiménez Exposición antológica 1938 – 1980 - 1987,expo,Carolina Ponce de León,curador,1987
4 Maestros Latinoamericanos - 1987,expo,Carolina Ponce de León,curador,1987
Muestra de pintura y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1988 - 1988,expo,Miguel González,curador,1988
Muestra de grabado americano de la Colección del Museo de Arte Moderno La Tertulia - 1988,expo,Miguel González,curador,1988
Una Interpretación de Caravaggio - 1988,expo,Miguel González,curador,1988
Ocho Artistas Colombianos en la Colección del Museo - 1988,expo,Miguel González,curador,1988
Exposición de Efraim Martínez - 1988,expo,Miguel González,curador,1988
Muestra de carteles cinematográficos de la Colección de la Cinemateca La Tertulia 1988 - 1988,expo,Eugenio Jaramillo,curador,1988
De la Edad de Piedra a los Computadores - 1988,expo,Museo Nacional de Ciencia y Tecnología de Canadá,curador,1988
Jan Bartelsman - 1988,expo,Miguel González,curador,1988
Diez Artistas Chilenos - 1988,expo,Alberto Pérez,curador,1988
Hernando Hoyos Pinturas - 1988,expo,Miguel González,curador,1988
Fotografías y su Relación - 1989,expo,Miguel González,curador,1989
Tres Artistas de Puerto Rico - 1989,expo,Miguel González,curador,1989
Gráfica OP 89 Duque Se Expone - 1989,expo,Luis Ángel Parra,curador,1989
Gráfica OP 89 Duque Se Expone - 1989,expo,Alberto Quiroga,curador,1989
Cinco Pintores Abstractos - 1989,expo,Miguel González,curador,1989
Muestra de pintura latinoamericana de la Colección del Museo de Arte Moderno La Tertulia 1989 - 1989,expo,Miguel González,curador,1989
Karen Lamassonne Pinturas - 1989,expo,Miguel González,curador,1989
Ignacio Gomez Jaramillo 1910-1970 - 1989,expo,Miguel González,curador,1989
Leo Matiz 50 Años de Fotografía - 1989,expo,Miguel González,curador,1989
Exposición de Becky Mayer - 1989,expo,Miguel González,curador,1989
Homenaje a Adalbert Meindl - 1989,expo,Miguel González,curador,1989
Pinturas Tridimesionales - 1989,expo,Miguel González,curador,1989
Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia - 1989,expo,Miguel González,curador,1989
Pinturas - 1989,expo,Pierre Courcelles,curador,1989
Rafael Echeverri Pinturas y Consuelo Gómez Esculturas - 1989,expo,Miguel González,curador,1989
II Salón de Arte Joven - Medalla Marta Traba 1989 - 1989,expo,Miguel González,curador,1989
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1989 - 1989,expo,Miguel González,curador,1989
Cristina Llano - 1990,expo,Miguel González,curador,1990
Constanza Aguirre - 1990,expo,Miguel González,curador,1990
Muestra de arte gráfico europeo de la Colección del Museo de Arte Moderno La Tertulia - 1990,expo,Miguel González,curador,1990
"Paisaje, Bodegón, Ciudad - 1990",expo,Eduardo Serrano,curador,1990
Luis Caballero - 1990,expo,Miguel González,curador,1990
Muestra de adquisiciones del Museo de Arte Moderno La Tertulia de los años 80 - 1990,expo,Miguel González,curador,1990
Muestra de arte tridimensional latinoamericano de la Colección del Museo de Arte Moderno La Tertulia 1990 - 1990,expo,Miguel González,curador,1990
Puertos - 1990,expo,Miguel González,curador,1990
Artistas de Buenos Aires - 1991,expo,Jorge Glusberg,curador,1991
Doce Escultores Colombianos: Pequeño Formato - 1991,expo,Miguel González,curador,1991
Exposición de Liliana Porter 1991 - 1991,expo,Miguel González,curador,1991
Fibers: Arte Textil Colombiano y de Estados Unidos - 1991,expo,Nancy A. Corwing,curador,1991
Fibers: Arte Textil Colombiano y de Estados Unidos - 1991,expo,María Teresa Guerrero,curador,1991
Exposición de nueva pintura bolivariana - 1991,expo,Miguel González,curador,1991
Exposición de Paige Abadi - 1991,expo,Miguel González,curador,1991
Muestra de arte gráfico norte-americano y escultura latino-americana de la Colección del Museo de Arte Moderno La Tertulia - 1991,expo,Miguel González,curador,1991
Hernando Ordoñez - 1991,expo,Miguel González,curador,1991
"German Londoño, Pinturas Recienbres - 1991",expo,Miguel González,curador,1991
Exposición-homenaje a Enrique Grau - 1991,expo,Miguel González,curador,1991
Exposición-celebración de los 35 años de vida del Museo de Arte Moderno La Tertulia - 1991,expo,Miguel González,curador,1991
Ricardo Gómez Campuzano - 1992,expo,Santiago Samper Trainer,curador,1992
Exposición de Luis Luna - 1992,expo,Miguel González,curador,1992
Utopía - 1992,expo,Alberto Sierra,curador,1992
Germán Botero - 1992,expo,Miguel González,curador,1992
Lago y Sáenz Arquitectos - 1992,expo,Francisco Ramírez Potes,curador,1992
Diez Maestros Colombianos - 1992,expo,Miguel González,curador,1992
Diario de Viaje II - 1992,expo,Miguel González,curador,1992
Ciudad - 1992,expo,Miguel González,curador,1992
Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia - 1992,expo,Miguel González,curador,1992
Fotografía Brasileña: Historia y Contemporaneidad - 1992,expo,Federico Morais,curador,1992
Ruven Afanador - 1992,expo,Miguel González,curador,1992
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992 - 1992,expo,Miguel González,curador,1992
Delia Cugat y Sergio Camporeale - 1992,expo,Galería de Francony de París,curador,1992
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Miguel González,curador,1993
Tina Celis - 1993,expo,Miguel González,curador,1993
Exposición de litografías del Instituto Tamarind - 1993,expo,Instituto Tamarind de EE.UU.,curador,1993
Emma Reyes Máscaras - 1993,expo,Álvaro Medina,curador,1993
Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Miguel González,curador,1993
Pulsiones - 1993,expo,Miguel González,curador,1993
Nadín Ospina - 1993,expo,Miguel González,curador,1993
Muestra de arte venezolano - 1993,expo,Miguel González,curador,1993
Muestra de arte cubano de la Colección del Museo de Arte Moderno La Tertulia - 1993,expo,Miguel González,curador,1993
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1993 - 1993,expo,Miguel González,curador,1993
Exposición de nueva arquitectura colombiana - 1993,expo,Francisco Ramírez Potes,curador,1993
Fernando Martínez Sanabria - 1993,expo,Galería Deimos de Bogotá,curador,1993
Beatriz Duque pinturas - 1993,expo,Miguel González,curador,1993
Homenaje a Marta Traba - 1993,expo,Miguel González,curador,1993
Tierra de nadie - 1994,expo,Miguel González,curador,1994
Cuatro Pintores de Cartagena - 1994,expo,Miguel González,curador,1994
Muestra de nuevas adquisiciones del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Miguel González,curador,1994
Arquitectura del Ferrocarril del Pacífico - 1994,expo,Carlos Botero,curador,1994
Bernardo Salcedo Objetos - 1994,expo,Miguel González,curador,1994
Jan Bartelsman retrospectiva - 1994,expo,Miguel González,curador,1994
Jan Bartelsman retrospectiva - 1994,expo,Pieter Bos,curador,1994
Revelaciones - 1994,expo,Miguel González,curador,1994
Muestra de maestros colombianos de la Colección de Arte Moderno La Tertulia - 1994,expo,Miguel González,curador,1994
"Jim Amaral, esculturas - 1994",expo,Eduardo Serrano,curador,1994
Elías Heim - 1994,expo,Miguel González,curador,1994
Muestra de escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1994 - 1994,expo,Miguel González,curador,1994
Acuáticas - 1995,expo,Miguel González,curador,1995
Muestra de carteles cinematográficos de la Colección de la Cinemateca La Tertulia 1995 - 1995,expo,Miguel González,curador,1995
Muestra de fotografías y carteles cinematográficos de la Colección de la Cinemateca La Tertulia - 1995,expo,Miguel González,curador,1995
Comportamiento del Paisaje - 1995,expo,Miguel González,curador,1995
Punto de Apoyo: La Nueva Narrativa en la Plástica Contemporánea Colombiana - 1995,expo,Ana Sokoloff,curador,1995
Muestra de arte colombiano de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Miguel González,curador,1995
Muestra de maestros mexicanos en la Colección del Museo de Arte Moderno La Tertulia - 1995,expo,Miguel González,curador,1995
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1995 - 1995,expo,Miguel González,curador,1995
Las Mariamulatas y las Galápagos - 1996,expo,Bélgica Rodríguez,curador,1996
Muestra de arte tridimencional de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Miguel González,curador,1996
Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Miguel González,curador,1996
Muestra de fotografia de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Miguel González,curador,1996
Cuerpo Representado - 1996,expo,Miguel González,curador,1996
Alegoria y Reflexión - 1996,expo,Miguel González,curador,1996
Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Miguel González,curador,1996
Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996 - 1996,expo,Miguel González,curador,1996
Los Cincuenta Caminos de la Vida - 1997,expo,Eduardo Serrano,curador,1997
Muestra de arte gráfico norte-americano de la Colección del Museo de Arte Moderno La Tertulia 1997 - 1997,expo,Miguel González,curador,1997
Imaginación y Fantasía - 1997,expo,Miguel González,curador,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Gloria Delgado Restrepo,curador,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Miguel González,curador,1997
Arte contemporáneo colombiano en el museo de arte moderno la tertulia - 1997,expo,Talila Greenberg,curador,1997
Quédese Quieto - 1997,expo,Museo Nacional de Colombia,curador,1997
VIII Salón Regional de Artes Visuales - 1997,expo,Monica Castillo,curador,1997
VIII Salón Regional de Artes Visuales - 1997,expo,Carlos Jiménez,curador,1997
Muestra de pintura y escultura colombiana de la Colección del Museo de Arte Moderno La Tertulia - 1997,expo,Miguel González,curador,1997
Maria Thereza Negreiros - 1997,expo,Soffy Arboleda de Vega,curador,1997
Las Estrellas en el Trópico - 1998,expo,Jorge Jaramillo,curador,1998
"Carlos Andrade, pinturas, cajas de luces y monotipos - 1998",expo,Miguel González,curador,1998
Grabados y Dibujos - 1998,expo,Miguel González,curador,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Carlos Arturo Fernández,curador,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,Carlos Jiménez,curador,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,John Philips,curador,1998
"Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998 - 1998",expo,José Roca,curador,1998
"Cristina Llano, pinturas y dibujos - 1998",expo,Miguel González,curador,1998
El Último Vehículo - 1998,expo,Miguel González,curador,1998
Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998 - 1998,expo,Miguel González,curador,1998
"Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia - 1998",expo,Miguel González,curador,1998
Exposición-homenaje a Jan Bartelsman y Hernando Tejada - 1998,expo,Miguel González,curador,1998
"Cuatro Objetivos, Cuatro Miradas - 1998",expo,Ana María Lozano,curador,1998
Luis Caballero - 1998,expo,Museo Nacional de Colombia,curador,1998
En la Punta de la Lengua - 1998,expo,Miguel González,curador,1998
Exposición de pintura en gran formato - 1998,expo,Miguel González,curador,1998
Ana Claudia Múnera - 1998,expo,Miguel González,curador,1998
Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia - 1998,expo,Miguel González,curador,1998
Brasil - 1999,expo,Miguel González,curador,1999
