id_expo,expo_order,nombre_expo,fecha_ini,fecha_fin,duracion_dias,nombre_espacio,descripcion_expo,tipo_participacion,nombre_expo_order_ano,ano,a1,a2,rol_a1,rol_a2
453,456,Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia,1992-07-01,1900-01-01,NA,Sala de la Colección-Maritza Uribe de Urdinola,NA,colectiva,456-Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia-1992,1992,Miguel González,Édgar Negret,curador,artista
453,456,Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia,1992-07-01,1900-01-01,NA,Sala de la Colección-Maritza Uribe de Urdinola,NA,colectiva,456-Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia-1992,1992,Miguel González,Eduardo Ramírez Villamizar,curador,artista
453,456,Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia,1992-07-01,1900-01-01,NA,Sala de la Colección-Maritza Uribe de Urdinola,NA,colectiva,456-Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia-1992,1992,Miguel González,Fernando Botero,curador,artista
453,456,Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia,1992-07-01,1900-01-01,NA,Sala de la Colección-Maritza Uribe de Urdinola,NA,colectiva,456-Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia-1992,1992,Miguel González,Ómar Rayo,curador,artista
453,456,Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia,1992-07-01,1900-01-01,NA,Sala de la Colección-Maritza Uribe de Urdinola,NA,colectiva,456-Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia-1992,1992,Miguel González,Carlos Rojas,curador,artista
453,456,Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia,1992-07-01,1900-01-01,NA,Sala de la Colección-Maritza Uribe de Urdinola,NA,colectiva,456-Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia-1992,1992,Miguel González,Manuel Hernández,curador,artista
453,456,Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia,1992-07-01,1900-01-01,NA,Sala de la Colección-Maritza Uribe de Urdinola,NA,colectiva,456-Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia-1992,1992,Miguel González,Beatriz González,curador,artista
453,456,Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia,1992-07-01,1900-01-01,NA,Sala de la Colección-Maritza Uribe de Urdinola,NA,colectiva,456-Muestra de arte latino-americano de la Colección de Museo de Arte Moderno La Tertulia-1992,1992,Miguel González,Santiago Cárdenas,curador,artista
454,457,Fotografía Brasileña: Historia y Contemporaneidad,1992-08-01,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,colectiva,457-Fotografía Brasileña: Historia y Contemporaneidad-1992,1992,NA,NA,NA,NA
455,458,Werner Bischof,1992-09-01,1900-01-01,NA,Sala Alterna,NA,individual,458-Werner Bischof-1992,1992,NA,NA,NA,NA
456,459,Tuberculosis - SIDA: Un Diario,1992-09-01,1992-09-30,29,NA,NA,individual,459-Tuberculosis - SIDA: Un Diario-1992,1992,NA,NA,NA,NA
457,460,Ruven Afanador,1992-09-01,1900-01-01,NA,Galería-Taller,NA,individual,460-Ruven Afanador-1992,1992,Federico Morais,Nair Benedicto,curador,artista
457,460,Ruven Afanador,1992-09-01,1900-01-01,NA,Galería-Taller,NA,individual,460-Ruven Afanador-1992,1992,Federico Morais,Mario Carvo Neto,curador,artista
457,460,Ruven Afanador,1992-09-01,1900-01-01,NA,Galería-Taller,NA,individual,460-Ruven Afanador-1992,1992,Federico Morais,Hugo Denizart,curador,artista
457,460,Ruven Afanador,1992-09-01,1900-01-01,NA,Galería-Taller,NA,individual,460-Ruven Afanador-1992,1992,Federico Morais,Carlos Fadon,curador,artista
457,460,Ruven Afanador,1992-09-01,1900-01-01,NA,Galería-Taller,NA,individual,460-Ruven Afanador-1992,1992,Federico Morais,Luis Carlos Felizardo,curador,artista
457,460,Ruven Afanador,1992-09-01,1900-01-01,NA,Galería-Taller,NA,individual,460-Ruven Afanador-1992,1992,Federico Morais,Juca Martins,curador,artista
457,460,Ruven Afanador,1992-09-01,1900-01-01,NA,Galería-Taller,NA,individual,460-Ruven Afanador-1992,1992,Federico Morais,Miguel Rio Barco,curador,artista
457,460,Ruven Afanador,1992-09-01,1900-01-01,NA,Galería-Taller,NA,individual,460-Ruven Afanador-1992,1992,Federico Morais,Antonio Saggese,curador,artista
457,460,Ruven Afanador,1992-09-01,1900-01-01,NA,Galería-Taller,NA,individual,460-Ruven Afanador-1992,1992,Federico Morais,Evandro Teixeira,curador,artista
458,461,José Antonio Suárez Londoño,1992-10-06,1992-11-20,45,Sala de Exposiciones Rotatorias,NA,individual,461-José Antonio Suárez Londoño-1992,1992,NA,NA,NA,NA
459,462,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992,1992-11-01,1900-01-01,NA,Galería-Taller,NA,colectiva,462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992,1992,NA,NA,NA,NA
461,463,Delia Cugat y Sergio Camporeale,1992-11-17,1993-01-01,45,Galería-Taller,NA,colectiva,463-Delia Cugat y Sergio Camporeale-1992,1992,NA,NA,NA,NA
460,464,María Cristina Cortés,1992-12-01,1993-01-30,60,Sala de la Colección-Maritza Uribe de Urdinola,NA,individual,464-María Cristina Cortés-1992,1992,NA,NA,NA,NA
463,465,Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-01-19,1993-02-21,33,Sala de la Colección-Maritza Uribe de Urdinola,NA,colectiva,465-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Galería de Francony de París,Delia Cugat,curador,artista
463,465,Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-01-19,1993-02-21,33,Sala de la Colección-Maritza Uribe de Urdinola,NA,colectiva,465-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Galería de Francony de París,Sergio Camporeale,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Ignacio Gómez Jaramillo,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Alejandro Obregón,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Enrique Grau,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Jan Bartelsman,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Manuel Hernández,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Beatriz González,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Santiago Cárdenas,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Emma Reyes,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Gregorio Cuartas,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,María de la Paz Jaramillo,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Jonier Marín,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Víctor Laignelet,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Danilo Dueñas,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,María Cristina Cortés,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Germán Londoño,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Cristina Llano,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Diego Mazuera,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Luis Fernando Roldán,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Ana María Rueda,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Carlos Salas Silva,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Rafael Echeverri,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Santiago Uribe Holguín,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,Bibiana Vélez,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,María Teresa Vieco,curador,artista
462,466,Tina Celis,1993-01-26,1993-03-12,45,Galería-Taller,NA,individual,466-Tina Celis-1993,1993,Miguel González,José Horacio Martínez,curador,artista
464,467,Exposición de litografías del Instituto Tamarind,1993-02-23,1993-03-25,30,Galería-Taller,NA,colectiva,467-Exposición de litografías del Instituto Tamarind-1993,1993,NA,NA,NA,NA
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Geny Dignac,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Fernando Maza,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Marta Minujín,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Yutaka Toyota,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Jesús Rafael Soto,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Jaime Suárez,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Rómulo Rozo,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Édgar Negret,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Eduardo Ramírez Villamizar,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Enrique Grau,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Carlos Rojas,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Feliza Bursztyn,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Álvaro Barrios,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Bernardo Salcedo,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Beatriz Daza,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Hugo Zapata,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Alicia Barney,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Consuelo Gómez,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Mónica Negret,curador,artista
465,468,Emma Reyes Máscaras,1993-03-10,1900-01-01,NA,Sala de Exposiciones Rotatorias,NA,individual,468-Emma Reyes Máscaras-1993,1993,Miguel González,Pablo Van Wong,curador,artista
466,469,Llamados de la Tierra: Earth Calls,1993-03-16,1993-04-30,45,Sala de la Colección-Maritza Uribe de Urdinola,NA,individual,469-Llamados de la Tierra: Earth Calls-1993,1993,NA,NA,NA,NA
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Clinton Adams,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Joseph Almyda,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Wulf Barsch,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Billy Al Bengstons,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Tom Berg,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Larry Brown,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Louisa Chase,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Roy De Forest,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Robert Fichter,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Daniele Fuller,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Gail Gash,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Harmony Hammond,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,David Hare,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,James Havard,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Roberto Juárez,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Robert Kushner,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,James McGarrell,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Dan Rizzie,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Frank Romero,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Italo Scanga,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Jaune Quick-To-See Smith,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Steven Sorman,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Cinda Sparling,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Gael Stack,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Robert Zakanitch,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Marite Zelt,curador,artista
467,470,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993,1993-04-01,1993-05-01,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,470-Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993,1993,Instituto Tamarind de EE.UU.,Susan Zimmerman,curador,artista
468,471,Pulsiones,1993-05-06,1900-01-01,NA,Galería-Taller,NA,colectiva,471-Pulsiones-1993,1993,NA,NA,NA,NA
469,472,Nadín Ospina,1993-05-18,1993-07-02,45,Sala de la Colección-Maritza Uribe de Urdinola,NA,individual,472-Nadín Ospina-1993,1993,NA,NA,NA,NA
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,Diego Rivera,curador,artista
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,José Clemente Orozco,curador,artista
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,David Alfaro Siqueiros,curador,artista
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,Rufino Tamayo,curador,artista
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,José Luis Cuevas,curador,artista
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,Wifredo Lam,curador,artista
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,René Portocarrero,curador,artista
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,Eugenio Dittborn,curador,artista
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,Roberto Sebastián Matta,curador,artista
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,Antonio Berni,curador,artista
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,Julio Le Parc,curador,artista
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,Mauricio Lasansky,curador,artista
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,Liliana Porter,curador,artista
470,473,Muestra de arte venezolano,1993-05-24,1993-07-08,45,Galería-Taller,NA,colectiva,473-Muestra de arte venezolano-1993,1993,Miguel González,Ruth Bessoudo Courvoisier,curador,artista
