id_expo,expo_order,nombre_expo,fecha_ini,fecha_fin,duracion_dias,nombre_espacio,descripcion_expo,tipo_participacion,nombre_expo_order_ano,ano,a1,a2,rol_a1,rol_a2
526,529,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-08-01,1900-01-01,NA,Galería-Taller,NA,colectiva,529-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Geny Dignac,curador,artista
526,529,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-08-01,1900-01-01,NA,Galería-Taller,NA,colectiva,529-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Yutaka Toyota,curador,artista
526,529,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-08-01,1900-01-01,NA,Galería-Taller,NA,colectiva,529-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Rubens Gerchman,curador,artista
526,529,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-08-01,1900-01-01,NA,Galería-Taller,NA,colectiva,529-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Beatriz Daza,curador,artista
526,529,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-08-01,1900-01-01,NA,Galería-Taller,NA,colectiva,529-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Bernado Salcedo,curador,artista
526,529,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-08-01,1900-01-01,NA,Galería-Taller,NA,colectiva,529-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Carlos Rojas,curador,artista
526,529,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-08-01,1900-01-01,NA,Galería-Taller,NA,colectiva,529-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Beatriz González,curador,artista
526,529,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-08-01,1900-01-01,NA,Galería-Taller,NA,colectiva,529-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Antonio Caro,curador,artista
526,529,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-08-01,1900-01-01,NA,Galería-Taller,NA,colectiva,529-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Alicia Barney,curador,artista
526,529,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-08-01,1900-01-01,NA,Galería-Taller,NA,colectiva,529-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Consuelo Gómez,curador,artista
526,529,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-08-01,1900-01-01,NA,Galería-Taller,NA,colectiva,529-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Pablo Van Wong,curador,artista
526,529,Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-08-01,1900-01-01,NA,Galería-Taller,NA,colectiva,529-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Jorge Acero,curador,artista
528,530,Muestra de fotografia de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-08-01,1996-09-30,60,Sala de la Colección-Maritza Uribe de Urdinola,NA,colectiva,530-Muestra de fotografia de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,NA,NA,NA,NA
527,531,Gustavo Zalamea,1996-08-21,1996-10-05,45,Sala de la Colección-Maritza Uribe de Urdinola,NA,individual,531-Gustavo Zalamea-1996,1996,NA,NA,NA,NA
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Alejandro Obregón,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Enrique Grau,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Lucy Tejada,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Ómar Rayo,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Manuel Hernández,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Beatriz González,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Santiago Cárdenas,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,María de la Paz Jaramillo,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Óscar Muñoz,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Jonier Muñoz,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Danilo Dueñas,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Luis Fernando Roldán,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Carlos Salas Silva,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Bibiana Vélez,curador,artista
529,532,Cuerpo Representado,1996-09-12,1997-01-10,120,Sala de Exposiciones Rotatorias,NA,colectiva,532-Cuerpo Representado-1996,1996,Miguel González,Cristina Llano,curador,artista
530,533,Alegoria y Reflexión,1996-09-12,1997-01-10,120,Galería-Taller,NA,colectiva,533-Alegoria y Reflexión-1996,1996,NA,NA,NA,NA
531,534,Exposición de Gustavo Zalamea 1996,1996-09-12,1900-01-01,NA,Sala Alterna,NA,individual,534-Exposición de Gustavo Zalamea 1996-1996,1996,NA,NA,NA,NA
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Rufino Tamayo,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Antonio Seguí,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Marta Minujín,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Delia Cugat,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Miguel Bresciano,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Eugenio Dittborn,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Roser Bru,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Anselmo Carrera Rojas,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Leonard Baskin,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,John Paul Jones,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Peter Milton,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Robert Nelson,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Pedro Alcántara Herrán,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Ever Astudillo,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Feliza Bursztyn,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Luis Caballero,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Santiago Cárdenas,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Beatriz González,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Enrique Grau,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Elías Heim,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Lorenzo Jaramillo,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,María de la Paz Jaramillo,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Víctor Laignelet,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,David Manzur,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Becky Mayer,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Darío Morales,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,María José Morales,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Óscar Muñoz,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,María Thereza Negreiros,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Rafael Ortiz,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Bernardo Salcedo,curador,artista
532,535,Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-09-12,1900-01-01,NA,"Sala Alterna, Galería-Taller",NA,colectiva,535-Muestra de fotografía de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,Miguel González,Lucy Tejada,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Wifredo Lam,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,René Portocarrero,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Rodolfo Abularach,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Arcangelo Ianelli,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Fernando de Szyszlo,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Ary Brizzi,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Liliana Porter,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Eduardo Mac Entyre,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Luis Camnitzer,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Carlos Cruz-Diez,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Jesús Rafael Soto,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Louise Nevelson,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Edward Ruscha,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Jorge Julián Aristizábal,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Álvaro Barrios,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Antonio Caro,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Danilo Dueñas,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Carlos Gómez,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Ronier Marín,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Catalina Mejía,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,José Horacio Martínez,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Santiago Martínez Delgado,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Édgar Negret,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Alejandro Obregón,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Nadín Ospina,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Eduardo Ramírez Villamizar,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Juan Antonio Roda,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Miguel Ángel Rojas,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Luis Fernando Roldán,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Hernando Tejada,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Hugo Zapata,curador,artista
533,536,Exposición de Pablo Van Wong 1996,1996-10-16,1996-11-15,30,Sala Alterna,NA,individual,536-Exposición de Pablo Van Wong 1996-1996,1996,Miguel González,Luis Fernando Zapata,curador,artista
534,537,Objetos Creativos,1996-11-20,1997-01-19,60,Sala de la Colección-Maritza Uribe de Urdinola,NA,colectiva,537-Objetos Creativos-1996,1996,NA,NA,NA,NA
535,538,Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996,1996-12-16,1997-01-15,30,"Sala de la Colección-Maritza Uribe de Urdinola, Sala de Exposiciones Rotatorias",NA,colectiva,538-Muestra de pintura latino-americana de la Colección del Museo de Arte Moderno La Tertulia 1996-1996,1996,NA,NA,NA,NA
536,539,Estelas y Paisajes,1997-01-28,1997-03-04,35,"Galería-Taller, Sala Alterna","En torno a las estelas: Nueve- nudo de tres: tejido de mente, cuerpo y espírit: sintesis curativa que nos atraviesa por el zero para retornarnos al uno- cuenta en las estelas de Olga de Amaral.",individual,539-Estelas y Paisajes-1997,1997,NA,NA,NA,NA
537,540,Visiones Latinoamericanas,1997-02-19,1997-03-21,30,"Galería-Taller, Sala Alterna","Presentamos bajo el título de esta exposición una diversidad de propuestas que han enriquecido el arte latinoamericano en las últimas dos décadas. Muchas posturas encontradas, radicales, autobiografícas, retrabajando la apropiación y la cita...",colectiva,540-Visiones Latinoamericanas-1997,1997,NA,NA,NA,NA
538,541,Los Cincuenta Caminos de la Vida,1997-03-19,1997-04-01,13,Sala Alterna,"La exposición los cincuenta caminos de la vida esta compuesta por collages que involucran temas artísticos, ilustraciones cursis y tiras cómicas.",individual,541-Los Cincuenta Caminos de la Vida-1997,1997,Miguel González,Liliana Porter,curador,artista
538,541,Los Cincuenta Caminos de la Vida,1997-03-19,1997-04-01,13,Sala Alterna,"La exposición los cincuenta caminos de la vida esta compuesta por collages que involucran temas artísticos, ilustraciones cursis y tiras cómicas.",individual,541-Los Cincuenta Caminos de la Vida-1997,1997,Miguel González,Rogelio Polesello,curador,artista
538,541,Los Cincuenta Caminos de la Vida,1997-03-19,1997-04-01,13,Sala Alterna,"La exposición los cincuenta caminos de la vida esta compuesta por collages que involucran temas artísticos, ilustraciones cursis y tiras cómicas.",individual,541-Los Cincuenta Caminos de la Vida-1997,1997,Miguel González,Noé Nojechowicz,curador,artista
538,541,Los Cincuenta Caminos de la Vida,1997-03-19,1997-04-01,13,Sala Alterna,"La exposición los cincuenta caminos de la vida esta compuesta por collages que involucran temas artísticos, ilustraciones cursis y tiras cómicas.",individual,541-Los Cincuenta Caminos de la Vida-1997,1997,Miguel González,Antonio Seguí,curador,artista
538,541,Los Cincuenta Caminos de la Vida,1997-03-19,1997-04-01,13,Sala Alterna,"La exposición los cincuenta caminos de la vida esta compuesta por collages que involucran temas artísticos, ilustraciones cursis y tiras cómicas.",individual,541-Los Cincuenta Caminos de la Vida-1997,1997,Miguel González,Sammy Benmayor,curador,artista
538,541,Los Cincuenta Caminos de la Vida,1997-03-19,1997-04-01,13,Sala Alterna,"La exposición los cincuenta caminos de la vida esta compuesta por collages que involucran temas artísticos, ilustraciones cursis y tiras cómicas.",individual,541-Los Cincuenta Caminos de la Vida-1997,1997,Miguel González,Boro,curador,artista
538,541,Los Cincuenta Caminos de la Vida,1997-03-19,1997-04-01,13,Sala Alterna,"La exposición los cincuenta caminos de la vida esta compuesta por collages que involucran temas artísticos, ilustraciones cursis y tiras cómicas.",individual,541-Los Cincuenta Caminos de la Vida-1997,1997,Miguel González,Rubens Gerchman,curador,artista
538,541,Los Cincuenta Caminos de la Vida,1997-03-19,1997-04-01,13,Sala Alterna,"La exposición los cincuenta caminos de la vida esta compuesta por collages que involucran temas artísticos, ilustraciones cursis y tiras cómicas.",individual,541-Los Cincuenta Caminos de la Vida-1997,1997,Miguel González,Daniel Senise,curador,artista
538,541,Los Cincuenta Caminos de la Vida,1997-03-19,1997-04-01,13,Sala Alterna,"La exposición los cincuenta caminos de la vida esta compuesta por collages que involucran temas artísticos, ilustraciones cursis y tiras cómicas.",individual,541-Los Cincuenta Caminos de la Vida-1997,1997,Miguel González,Óscar Pantoja,curador,artista
538,541,Los Cincuenta Caminos de la Vida,1997-03-19,1997-04-01,13,Sala Alterna,"La exposición los cincuenta caminos de la vida esta compuesta por collages que involucran temas artísticos, ilustraciones cursis y tiras cómicas.",individual,541-Los Cincuenta Caminos de la Vida-1997,1997,Miguel González,Hugo Cifuentes,curador,artista
538,541,Los Cincuenta Caminos de la Vida,1997-03-19,1997-04-01,13,Sala Alterna,"La exposición los cincuenta caminos de la vida esta compuesta por collages que involucran temas artísticos, ilustraciones cursis y tiras cómicas.",individual,541-Los Cincuenta Caminos de la Vida-1997,1997,Miguel González,Carlos Collazo,curador,artista
