"","source","target","id_expo","nombre_expo_order_ano","ano","fecha_ini"
"1644","Miguel Ángel Rojas","Luis Fernando Roldán",554,"559-Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998-1998",1998,1998-03-25
"1645","Miguel Ángel Rojas","Ana María Rueda",554,"559-Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998-1998",1998,1998-03-25
"1646","Miguel Ángel Rojas","Carlos Salas Silva",554,"559-Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998-1998",1998,1998-03-25
"1647","Miguel Ángel Rojas","Gabriel Silva Rubio",554,"559-Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998-1998",1998,1998-03-25
"1648","Miguel Ángel Rojas","Fernando Uhía",554,"559-Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998-1998",1998,1998-03-25
"1649","Miguel Ángel Rojas","Esteban Villa",554,"559-Rojo sobre Rojo. Johnnie Walker en las artes, Programa anual Johnnie Walker Red Label 1997 - 1998-1998",1998,1998-03-25
"1650","Miguel González","Cristina Llano",555,"560-Cristina Llano, pinturas y dibujos-1998",1998,1998-04-29
"1651","Miguel González","Jaime Iregui",557,"562-El Último Vehículo-1998",1998,1998-06-10
"1652","Miguel González","María Menujin",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1653","Miguel González","Fernando Maza",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1654","Miguel González","Liliana Porter",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1655","Miguel González","Rubens Gerchman",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1656","Miguel González","Carlos Cruz-Diez",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1657","Miguel González","Jesús Rafael Soto",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1658","Miguel González","Édgar Negret",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1659","Miguel González","Eduardo Ramírez Villamizar",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1660","Miguel González","Hernando Tejada",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1661","Miguel González","Feliza Bursztyn",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1662","Miguel González","Carlos Rojas",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1663","Miguel González","Beatriz Daza",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1664","Miguel González","Álvaro Barrios",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1665","Miguel González","Emma Reyes",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1666","Miguel González","Alberto Arboleda",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1667","Miguel González","David Manzur",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1668","Miguel González","Hugo Zapata",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1669","Miguel González","Lydia Azout",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1670","Miguel González","Consuelo Gómez",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1671","Miguel González","Mónica Negret",559,"564-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1998-1998",1998,1998-07-01
"1672","Miguel González","Óscar Pantoja",560,"565-Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-07-22
"1673","Miguel González","Hugo Cifuentes",560,"565-Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-07-22
"1674","Miguel González","Enrique Tábara",560,"565-Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-07-22
"1675","Miguel González","Oswaldo Guayasamín",560,"565-Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-07-22
"1676","Miguel González","Luis Molinari-Flores",560,"565-Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-07-22
"1677","Miguel González","Herman Braun-Vega",560,"565-Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-07-22
"1678","Miguel González","Gerardo Chávez",560,"565-Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-07-22
"1679","Miguel González","Fernando de Szyszlo",560,"565-Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-07-22
"1680","Miguel González","Arturo Kubotta",560,"565-Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-07-22
"1681","Miguel González","Julio Camino",560,"565-Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-07-22
"1682","Miguel González","Anselmo Carrera Rojas",560,"565-Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-07-22
"1683","Miguel González","Tadeo Castro",560,"565-Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-07-22
"1684","Miguel González","Eduardo Cervantes",560,"565-Muestra de artes boliviano, ecuatoriano y peruano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-07-22
"1685","Miguel González","Jan Bartelsman",558,"566-Exposición-homenaje a Jan Bartelsman y Hernando Tejada-1998",1998,1998-07-30
"1686","Miguel González","Hernando Tejada",558,"566-Exposición-homenaje a Jan Bartelsman y Hernando Tejada-1998",1998,1998-07-30
"1687","Ana María Lozano","Alberto Baraya",561,"567-Cuatro Objetivos, Cuatro Miradas-1998",1998,1998-08-26
"1688","Ana María Lozano","Juan Pablo Fajardo",561,"567-Cuatro Objetivos, Cuatro Miradas-1998",1998,1998-08-26
"1689","Ana María Lozano","Andrés Fresneda",561,"567-Cuatro Objetivos, Cuatro Miradas-1998",1998,1998-08-26
"1690","Ana María Lozano","Gina Lopez",561,"567-Cuatro Objetivos, Cuatro Miradas-1998",1998,1998-08-26
"1691","Museo Nacional de Colombia","Luis Caballero",562,"568-Luis Caballero-1998",1998,1998-09-09
"1692","Miguel González","Rodrigo Facundo",563,"569-En la Punta de la Lengua-1998",1998,1998-09-23
"1693","Miguel González","Liliana Porter",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1694","Miguel González","Arcangelo Ianelli",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1695","Miguel González","Sammy Benmayor",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1696","Miguel González","Francisco Rodón",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1697","Miguel González","Carlos Zerpa",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1698","Miguel González","Manuel Hernández",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1699","Miguel González","María Thereza Negreiros",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1700","Miguel González","Jonier Marín",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1701","Miguel González","Luis Fernando Roldán",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1702","Miguel González","Danilo Dueñas",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1703","Miguel González","Ángel Reyes",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1704","Miguel González","Miguel Bohmer",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1705","Miguel González","Luz Ángela Lizarazo",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1706","Miguel González","Luis Fernando Escobar",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1707","Miguel González","Diego Mazuera",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1708","Miguel González","Rafael Echeverri",565,"570-Exposición de pintura en gran formato-1998",1998,1998-10-14
"1709","Miguel González","Ana Claudia Múnera",564,"571-Ana Claudia Múnera-1998",1998,1998-10-21
"1710","Miguel González","Liliana Porter",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1711","Miguel González","Sergio Camporeale",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1712","Miguel González","Antonio Seguí",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1713","Miguel González","Daniel Senise",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1714","Miguel González","José Balmes",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1715","Miguel González","Gracia Barrios",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1716","Miguel González","Roser Bru",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1717","Miguel González","Eugenio Dittborn",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1718","Miguel González","Tonel",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1719","Miguel González","Guillermo Trujillo",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1720","Miguel González","Tabo Toral",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1721","Miguel González","Fernando de Szyszlo",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1722","Miguel González","Anselmo Carrera Rojas",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1723","Miguel González","Óscar Pantoja",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1724","Miguel González","José Gamarra",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1725","Miguel González","Luis Alberto Solari",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1726","Miguel González","Rodolfo Abularach",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1727","Miguel González","Pedro Alcántara Herrán",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1728","Miguel González","Ever Astudillo",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1729","Miguel González","Luis Caballero",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1730","Miguel González","Santiago Cárdenas",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1731","Miguel González","Antonio Caro",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1732","Miguel González","Leonel Góngora",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1733","Miguel González","Enrique Grau",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1734","Miguel González","Manuel Hernández",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1735","Miguel González","Lorenzo Jaramillo",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1736","Miguel González","Darío Morales",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1737","Miguel González","Óscar Muñoz",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1738","Miguel González","Beatriz González",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1739","Miguel González","Ómar Rayo",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1740","Miguel González","Rosemberg Sandoval",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1741","Miguel González","Lucy Tejada",568,"574-Muestra de dibujo latino-americano de la Colección del Museo de Arte Moderno La Tertulia-1998",1998,1998-12-01
"1742","Miguel González","Edith Behring",571,"577-Brasil-1999",1999,1999-03-01
"1743","Miguel González","María Luisa Beer",571,"577-Brasil-1999",1999,1999-03-01
"1744","Miguel González","Ruth Bessoudo Courvoisier",571,"577-Brasil-1999",1999,1999-03-01
"1745","Miguel González","Luis Gregorio Correia",571,"577-Brasil-1999",1999,1999-03-01
"1746","Miguel González","Tancredo De Araújo",571,"577-Brasil-1999",1999,1999-03-01
"1747","Miguel González","Roberto De Lamonica",571,"577-Brasil-1999",1999,1999-03-01
"1748","Miguel González","León Ferrari",571,"577-Brasil-1999",1999,1999-03-01
"1749","Miguel González","Anna Nella Greiger",571,"577-Brasil-1999",1999,1999-03-01
"1750","Miguel González","Rubens Gerchman",571,"577-Brasil-1999",1999,1999-03-01
"1751","Miguel González","Clarisse Gueller",571,"577-Brasil-1999",1999,1999-03-01
"1752","Miguel González","Arcangelo Ianelli",571,"577-Brasil-1999",1999,1999-03-01
"1753","Miguel González","Ana Letycia Quadros",571,"577-Brasil-1999",1999,1999-03-01
"1754","Miguel González","María Thereza Negreiros",571,"577-Brasil-1999",1999,1999-03-01
"1755","Miguel González","Arthur Luiz Piza",571,"577-Brasil-1999",1999,1999-03-01
"1756","Miguel González","Daniel Senise",571,"577-Brasil-1999",1999,1999-03-01
"1757","Miguel González","Yutaka Toyota",571,"577-Brasil-1999",1999,1999-03-01
"1758","Miguel González","Pedro Alcántara Herrán",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1759","Miguel González","Jim Amaral",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1760","Miguel González","Lydia Azout",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1761","Miguel González","Alicia Barney",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1762","Miguel González","Álvaro Barrios",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1763","Miguel González","Feliza Bursztyn",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1764","Miguel González","Antonio Caro",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1765","Miguel González","Beatriz Daza",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1766","Miguel González","Consuelo Gómez",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1767","Miguel González","Beatriz González",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1768","Miguel González","Enrique Grau",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1769","Miguel González","Édgar Negret",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1770","Miguel González","Nadín Ospina",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1771","Miguel González","Eduardo Ramírez Villamizar",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1772","Miguel González","Ómar Rayo",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1773","Miguel González","Carlos Rojas",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1774","Miguel González","Bernardo Salcedo",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1775","Miguel González","Hernando Tejada",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1776","Miguel González","Pablo Van Wong",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1777","Miguel González","Hugo Zapata",575,"580-Pluridimensional: 20 Artistas Colombianos en la Colección del Museo de Arte Moderno La Tertulia-1999",1999,1999-06-01
"1778","Piedad Casas de Ballesteros","Lydia Azout",574,"581-Guardianes de la Tierra-1999",1999,1999-06-24
"1779","Miguel González","Hernando Tejada",576,"582-Manglares-1999",1999,1999-08-12
"1780","Juan Mejía","Luis Eduardo Mondragón",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1781","Juan Mejía","Leonardo Herrera",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1782","Juan Mejía","Mónica de Llano",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1783","Juan Mejía","Francisco Camacho",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1784","Juan Mejía","Giovanni Vargas",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1785","Juan Mejía","Carolina Caicedo",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1786","Juan Mejía","Marcela Gómez",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1787","Juan Mejía","Grupo Nómada",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1788","Juan Mejía","Alejandra Gutiérrez",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1789","Juan Mejía","Juliana Guevara",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1790","Juan Mejía","Diana Lasso",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1791","Juan Mejía","Juan Melo",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1792","Juan Mejía","Manuel Romero",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1793","Juan Mejía","Fernando Pertuz",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1794","Juan Mejía","Yury Hernando Forero",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1795","Juan Mejía","Juan Fernando Toro",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1796","Juan Mejía","Rosemberg Sandoval",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1797","Juan Mejía","Juan David Medina",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1798","Juan Mejía","Fabio Melecio Palacios",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1799","Juan Mejía","Nini Bautista",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1800","Juan Mejía","Alfonso Castillo",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1801","Juan Mejía","Angela Baena",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1802","Juan Mejía","Mauricio Corradini",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1803","Juan Mejía","Javier Morales",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1804","Juan Mejía","Fernando Olivella",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1805","Juan Mejía","Carlos Ortega",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1806","Juan Mejía","Paul Arias Silvia",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1807","Juan Mejía","Aceneiba Sanches",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1808","Wilson Díaz","Luis Eduardo Mondragón",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1809","Wilson Díaz","Leonardo Herrera",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1810","Wilson Díaz","Mónica de Llano",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1811","Wilson Díaz","Francisco Camacho",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1812","Wilson Díaz","Giovanni Vargas",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1813","Wilson Díaz","Carolina Caicedo",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1814","Wilson Díaz","Marcela Gómez",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1815","Wilson Díaz","Grupo Nómada",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1816","Wilson Díaz","Alejandra Gutiérrez",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1817","Wilson Díaz","Juliana Guevara",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1818","Wilson Díaz","Diana Lasso",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1819","Wilson Díaz","Juan Melo",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1820","Wilson Díaz","Manuel Romero",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1821","Wilson Díaz","Fernando Pertuz",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1822","Wilson Díaz","Yury Hernando Forero",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1823","Wilson Díaz","Juan Fernando Toro",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1824","Wilson Díaz","Rosemberg Sandoval",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1825","Wilson Díaz","Juan David Medina",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1826","Wilson Díaz","Fabio Melecio Palacios",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1827","Wilson Díaz","Nini Bautista",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1828","Wilson Díaz","Alfonso Castillo",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1829","Wilson Díaz","Angela Baena",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1830","Wilson Díaz","Mauricio Corradini",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1831","Wilson Díaz","Javier Morales",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1832","Wilson Díaz","Fernando Olivella",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1833","Wilson Díaz","Carlos Ortega",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1834","Wilson Díaz","Paul Arias Silvia",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1835","Wilson Díaz","Aceneiba Sanches",581,"587-III Festival de Performance-1999",1999,1999-10-30
"1836","Miguel González","Juan Mejía",582,"588-Cadenas Alimenticias-1999",1999,1999-11-30
"1837","Miguel González","Miguel Böhmer",583,"589-La Gloria, la Corte y el Mundo-2000",2000,2000-01-27
"1838","Miguel González","José Guadalupe Posada",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1839","Miguel González","José Clemente Orozco",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1840","Miguel González","Grupo Semefo",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1841","Miguel González","Hernán Braum-Vega",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1842","Miguel González","Antonio Frasconi",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1843","Miguel González","Luis Camnitzer",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1844","Miguel González","Roser Bru",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1845","Miguel González","Roberto Sebastián Matta",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1846","Miguel González","Eugenio Dittborn",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1847","Miguel González","Gracia Barrios",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1848","Miguel González","Oswaldo Guayasamín",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1849","Miguel González","Rolando Peña",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1850","Miguel González","María Thereza Negreiros",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1851","Miguel González","Roy Lichtenstein",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1852","Miguel González","Robert Rauschenberg",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1853","Miguel González","Linda Troeller",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1854","Miguel González","Pedro Alcántara Herrán",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1855","Miguel González","Beatriz González",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1856","Miguel González","Rodrigo Facundo",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1857","Miguel González","Leonardo Herrera",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1858","Miguel González","Elías Heim",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1859","Miguel González","Jaime González",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1860","Miguel González","Óscar Muñoz",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1861","Miguel González","Alonso Quijano",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1862","Miguel González","Alicia Barney",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1863","Miguel González","Enrique Grau",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1864","Miguel González","Víctor Laignelet",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1865","Miguel González","Juan Antonio Roda",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1866","Miguel González","Mercedes Sebastián",585,"590-Sobre la Muerte-2000",2000,2000-02-01
"1867","Miguel González","Rosemberg Sandoval",585,"590-Sobre la Muerte-2000",2000,2000-02-01
