"","source","target","id_expo","nombre_expo_order_ano","ano","fecha_ini","ano_decimal"
"1778","Piedad Casas de Ballesteros","Lydia Azout",574,"581-Guardianes de la Tierra-1999",1999,1999-06-24,1999.47671232877
"1779","Miguel González","Hernando Tejada",576,"582-Manglares-1999",1999,1999-08-12,1999.61095890411
"1780","Juan Mejía","Luis Eduardo Mondragón",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1781","Juan Mejía","Leonardo Herrera",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1782","Juan Mejía","Mónica de Llano",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1783","Juan Mejía","Francisco Camacho",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1784","Juan Mejía","Giovanni Vargas",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1785","Juan Mejía","Carolina Caicedo",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1786","Juan Mejía","Marcela Gómez",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1787","Juan Mejía","Grupo Nómada",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1788","Juan Mejía","Alejandra Gutiérrez",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1789","Juan Mejía","Juliana Guevara",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1790","Juan Mejía","Diana Lasso",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1791","Juan Mejía","Juan Melo",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1792","Juan Mejía","Manuel Romero",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1793","Juan Mejía","Fernando Pertuz",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1794","Juan Mejía","Yury Hernando Forero",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1795","Juan Mejía","Juan Fernando Toro",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1796","Juan Mejía","Rosemberg Sandoval",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1797","Juan Mejía","Juan David Medina",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1798","Juan Mejía","Fabio Melecio Palacios",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1799","Juan Mejía","Nini Bautista",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1800","Juan Mejía","Alfonso Castillo",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1801","Juan Mejía","Angela Baena",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1802","Juan Mejía","Mauricio Corradini",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1803","Juan Mejía","Javier Morales",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1804","Juan Mejía","Fernando Olivella",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1805","Juan Mejía","Carlos Ortega",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1806","Juan Mejía","Paul Arias Silvia",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1807","Juan Mejía","Aceneiba Sanches",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1808","Wilson Díaz","Luis Eduardo Mondragón",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1809","Wilson Díaz","Leonardo Herrera",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1810","Wilson Díaz","Mónica de Llano",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1811","Wilson Díaz","Francisco Camacho",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1812","Wilson Díaz","Giovanni Vargas",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1813","Wilson Díaz","Carolina Caicedo",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1814","Wilson Díaz","Marcela Gómez",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1815","Wilson Díaz","Grupo Nómada",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1816","Wilson Díaz","Alejandra Gutiérrez",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1817","Wilson Díaz","Juliana Guevara",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1818","Wilson Díaz","Diana Lasso",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1819","Wilson Díaz","Juan Melo",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1820","Wilson Díaz","Manuel Romero",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1821","Wilson Díaz","Fernando Pertuz",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1822","Wilson Díaz","Yury Hernando Forero",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1823","Wilson Díaz","Juan Fernando Toro",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1824","Wilson Díaz","Rosemberg Sandoval",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1825","Wilson Díaz","Juan David Medina",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1826","Wilson Díaz","Fabio Melecio Palacios",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1827","Wilson Díaz","Nini Bautista",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1828","Wilson Díaz","Alfonso Castillo",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1829","Wilson Díaz","Angela Baena",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1830","Wilson Díaz","Mauricio Corradini",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1831","Wilson Díaz","Javier Morales",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1832","Wilson Díaz","Fernando Olivella",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1833","Wilson Díaz","Carlos Ortega",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1834","Wilson Díaz","Paul Arias Silvia",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1835","Wilson Díaz","Aceneiba Sanches",581,"587-III Festival de Performance-1999",1999,1999-10-30,1999.82739726027
"1836","Miguel González","Juan Mejía",582,"588-Cadenas Alimenticias-1999",1999,1999-11-30,1999.91232876712
"1837","Miguel González","Miguel Böhmer",583,"589-La Gloria, la Corte y el Mundo-2000",2000,2000-01-27,2000.07103825137
"1838","Miguel González","José Guadalupe Posada",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1839","Miguel González","José Clemente Orozco",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1840","Miguel González","Grupo Semefo",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1841","Miguel González","Hernán Braum-Vega",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1842","Miguel González","Antonio Frasconi",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1843","Miguel González","Luis Camnitzer",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1844","Miguel González","Roser Bru",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1845","Miguel González","Roberto Sebastián Matta",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1846","Miguel González","Eugenio Dittborn",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1847","Miguel González","Gracia Barrios",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1848","Miguel González","Oswaldo Guayasamín",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1849","Miguel González","Rolando Peña",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1850","Miguel González","María Thereza Negreiros",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1851","Miguel González","Roy Lichtenstein",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1852","Miguel González","Robert Rauschenberg",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1853","Miguel González","Linda Troeller",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1854","Miguel González","Pedro Alcántara Herrán",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1855","Miguel González","Beatriz González",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1856","Miguel González","Rodrigo Facundo",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1857","Miguel González","Leonardo Herrera",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1858","Miguel González","Elías Heim",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1859","Miguel González","Jaime González",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1860","Miguel González","Óscar Muñoz",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1861","Miguel González","Alonso Quijano",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1862","Miguel González","Alicia Barney",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1863","Miguel González","Enrique Grau",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1864","Miguel González","Víctor Laignelet",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1865","Miguel González","Juan Antonio Roda",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1866","Miguel González","Mercedes Sebastián",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1867","Miguel González","Rosemberg Sandoval",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1868","Miguel González","Alicia Viteri",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1869","Miguel González","Gustavo Zalamea",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1870","Miguel González","Luis Caballero",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1871","Miguel González","Luis Fernando Escobar",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1872","Miguel González","Leonel Góngora",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1873","Miguel González","José Horacio Martínez",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1874","Miguel González","Becky Mayer",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1875","Miguel González","María José Morales",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1876","Miguel González","Augusto Rendón",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1877","Miguel González","Johnny Rasmussen",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1878","Miguel González","Fernando Arias",585,"590-Sobre la Muerte-2000",2000,2000-02-01,2000.08469945355
"1879","María Inés Rodríguez","Paul-Armand Gette",584,"591-De Ninfas Tropicales, Variaciones-2000",2000,2000-02-24,2000.14754098361
"1880","Miguel González","Leonel Góngora",586,"592-Exposición-homenaje a Leonel Góngora-2000",2000,2000-03-23,2000.22404371585
"1881","Miguel González","Beatriz González",588,"594-Beatriz González-2000",2000,2000-05-18,2000.37704918033
"1882","Óscar Muñoz","Leonardo Herrera",590,"596-De-lineamientos-2000",2000,2000-06-29,2000.49180327869
"1883","Óscar Muñoz","Diana Lasso",590,"596-De-lineamientos-2000",2000,2000-06-29,2000.49180327869
"1884","Óscar Muñoz","Ana María Millán",590,"596-De-lineamientos-2000",2000,2000-06-29,2000.49180327869
"1885","Óscar Muñoz","Claudia Patricia Sarria",590,"596-De-lineamientos-2000",2000,2000-06-29,2000.49180327869
"1886","Óscar Muñoz","Giovanni Vargas",590,"596-De-lineamientos-2000",2000,2000-06-29,2000.49180327869
"1887","Miguel González","Fernando de Szyszlo",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1888","Miguel González","Arcangelo Ianelli",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1889","Miguel González","Rodolfo Abularach",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1890","Miguel González","Mariano Rodríguez",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1891","Miguel González","Agustín Fernández",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1892","Miguel González","Manuel Hernández",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1893","Miguel González","Diego Mazuera",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1894","Miguel González","Jorge Julián Aristizábal",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1895","Miguel González","Vicky Neumann",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1896","Miguel González","Óscar Pantoja",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1897","Miguel González","Noé Nojechowicz",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1898","Miguel González","Ary Brizzi",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1899","Miguel González","Fernando Maza",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1900","Miguel González","Delia Cugat",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1901","Miguel González","Hugo Cifuentes",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1902","Miguel González","Sammy Benmayor",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1903","Miguel González","Carlos Maturana",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1904","Miguel González","Tabo Toral",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1905","Miguel González","Carlos Zerpa",591,"597-20 Pintores Latino-americanos-2000",2000,2000-07-01,2000.49726775956
"1906","Miguel González","Antonio Berni",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1907","Miguel González","Ruth Bessoudo",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1908","Miguel González","Miguel Bresciano",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1909","Miguel González","Enrique Grau",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1910","Miguel González","Wifredo Lam",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1911","Miguel González","Roberto Sebastián Matta",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1912","Miguel González","Peter Milton",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1913","Miguel González","Luis Solari",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1914","Miguel González","Saul Steinberg",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1915","Miguel González","Lucy Tejada",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1916","Miguel González","Sammy Benmayor",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1917","Miguel González","Eleonora Carrington",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1918","Miguel González","José Franco",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1919","Miguel González","Carlos Maturana",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1920","Miguel González","Alejandro Obregón",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1921","Miguel González","Édgar Negret",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1922","Miguel González","Diego Rivera",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1923","Miguel González","Antonio Seguí",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1924","Miguel González","Francisco Toledo",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1925","Miguel González","Carlos Zerpa",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1926","Miguel González","Eduardo Audivert",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1927","Miguel González","Lorenzo Homar",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1928","Miguel González","David Manzur",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1929","Miguel González","Robert Nelson",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1930","Miguel González","Juan Antonio Roda",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1931","Miguel González","Nadín Ospina",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1932","Miguel González","Hernando Tejada",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1933","Miguel González","Jorge Reyes",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1934","Miguel González","Juan Mejía",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1935","Miguel González","María Fernanda Cardoso",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1936","Miguel González","Mariano Rodríguez",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1937","Miguel González","Giovanni Vargas",594,"600-Bestiario-2000",2000,2000-09-01,2000.66666666667
"1938","Miguel González","Ana Velasco",596,"602-Ana Velasco Ficciones Retinianas-2000",2000,2000-10-05,2000.75956284153
"1939","Miguel González","Antonio Seguí",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1940","Miguel González","Rogelio Polesello",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1941","Miguel González","Ary Brizzi",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1942","Miguel González","Eduardo Mac Entyre",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1943","Miguel González","Fernando Maza",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1944","Miguel González","Arcangelo Ianelli",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1945","Miguel González","Fernando de Szyszlo",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1946","Miguel González","Hugo Cifuentes",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1947","Miguel González","Jesús Rafael Soto",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1948","Miguel González","Carlos Cruz-Diez",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1949","Miguel González","Rodolfo Abularach",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1950","Miguel González","Mariano Rodríguez",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1951","Miguel González","Alejandro Obregón",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1952","Miguel González","Manuel Hernández",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1953","Miguel González","Beatriz González",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1954","Miguel González","Rafael Echeverri",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1955","Miguel González","Carlos Jacanamijoy Tisoy",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1956","Miguel González","Luis Fernando Roldán",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1957","Miguel González","Jorge Julián Aristizábal",598,"604-Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2001-2001",2001,2001-01-01,2001
"1958","Asociación Francesa de Acción Artística","Christian de Portzamparc",601,"607-Secuencias de Estudio-2001",2001,2001-02-15,2001.12328767123
"1959","Escuela Especial de Arquitectura/ESAP","Christian de Portzamparc",601,"607-Secuencias de Estudio-2001",2001,2001-02-15,2001.12328767123
"1960","Gerhnard Schack","Horst Janssen",604,"610-Exposición de Horst Janssen-2001",2001,2001-04-19,2001.29589041096
"1961","Miguel González","Hernán Díaz",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1962","Miguel González","Fernell Franco",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1963","Miguel González","Otto Moll González",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1964","Miguel González","Eduardo Carvajal",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1965","Miguel González","Luis Eduardo Borja",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1966","Miguel González","Rodrigo Facundo",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1967","Miguel González","Linda Troeller",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1968","Miguel González","Leonardo Herrera",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1969","Miguel González","Óscar Campo",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1970","Miguel González","Carmen Aldunate",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1971","Miguel González","Sergio Camporeale",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1972","Miguel González","Gregorio Cuartas",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1973","Miguel González","Jorge González",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1974","Miguel González","Efraim Martínez",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1975","Miguel González","Óscar Muñoz",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1976","Miguel González","Pedro Alcántara Herrán",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1977","Miguel González","Débora Arango",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1978","Miguel González","Fernando Botero",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1979","Miguel González","Herman Braun-Vega",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1980","Miguel González","Cluck Close",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1981","Miguel González","José Luis Cuevas",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1982","Miguel González","Eugenio Dittborn",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1983","Miguel González","Víctor Laignelet",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1984","Miguel González","María José Morales",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1985","Miguel González","Juan Antonio Roda",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1986","Miguel González","David Alfaro Siqueiros",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1987","Miguel González","Leonard Baskin",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1988","Miguel González","Lorenzo Homar",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1989","Miguel González","Carlos Collazo",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1990","Miguel González","Francisco Rodon",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1991","Miguel González","Wilson Díaz",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1992","Miguel González","Juan Mejía",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1993","Miguel González","Darío Morales",606,"611-Retratos y Autorretratos-2001",2001,2001-05-01,2001.32876712329
"1994","José Alejandro Restrepo","Carlos Arturo Zuñiga",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"1995","José Alejandro Restrepo","Juan Mejía",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"1996","José Alejandro Restrepo","Nini Bautista",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"1997","José Alejandro Restrepo","Angela Baena",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"1998","José Alejandro Restrepo","Liliana Cabrera",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"1999","José Alejandro Restrepo","Fernando Olivella",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2000","José Alejandro Restrepo","Alejandra Gutiérrez",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2001","José Alejandro Restrepo","Silvie Boutiq",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2002","José Alejandro Restrepo","Boris Pérez",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2003","José Alejandro Restrepo","Boris Marlon Galvis",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2004","José Alejandro Restrepo","Marcela Gómez",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2005","José Alejandro Restrepo","Humberto Polar",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2006","José Alejandro Restrepo","Fernando Pertuz",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2007","José Alejandro Restrepo","Los Lichis",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2008","José Alejandro Restrepo","Gina Arizpe",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2009","José Alejandro Restrepo","Marcela Quiroga",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2010","José Alejandro Restrepo","Luis Eduardo Mondragón",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2011","José Alejandro Restrepo","Las Malas Amistades",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2012","José Alejandro Restrepo","Yuri Forero",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
"2013","José Alejandro Restrepo","Rosemberg Sandoval",605,"612-IV Festival de Performance-2001",2001,2001-05-15,2001.36712328767
