"","source","target","id_expo","nombre_expo_order_ano","ano","fecha_ini","ano_decimal"
"671","Miguel González","Luciano Jaramillo",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20,1989.54794520548
"672","Miguel González","Jan Bartelsman",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20,1989.54794520548
"673","Miguel González","Alejandro Obregón",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20,1989.54794520548
"674","Miguel González","Carlos Rojas",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20,1989.54794520548
"675","Miguel González","Rubens Gerchman",395,"400-Muestra de pintura abstracta latinoamericana de la Colección del Museo de Arte Moderno La Tertulia-1989",1989,1989-07-20,1989.54794520548
"676","Pierre Courcelles","María Teresa Vieco",399,"402-Pinturas-1989",1989,1989-09-06,1989.67945205479
"677","Miguel González","Rafael Echeverri",400,"403-Rafael Echeverri Pinturas y Consuelo Gómez Esculturas-1989",1989,1989-10-01,1989.74794520548
"678","Miguel González","Consuelo Gómez",400,"403-Rafael Echeverri Pinturas y Consuelo Gómez Esculturas-1989",1989,1989-10-01,1989.74794520548
"679","Miguel González","Freddy Barbosa",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"680","Miguel González","Sergio Bartelsman",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"681","Miguel González","Miky Calero",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"682","Miguel González","Adalberto  Ceballos",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"683","Miguel González","Luis E. Cruz",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"684","Miguel González","Frederic Chastro",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"685","Miguel González","Jorge Echeverry",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"686","Miguel González","Guillermo Franco",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"687","Miguel González","Rosemarie Gleiser",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"688","Miguel González","Jorge Hernan González",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"689","Miguel González","Mónika Herrán",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"690","Miguel González","Alvaro Hurtado",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"691","Miguel González","Miguel Antonio Lozano",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"692","Miguel González","Michael Meyer",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"693","Miguel González","Iván Morales",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"694","Miguel González","Hernando Ordóñez",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"695","Miguel González","Silvia Patiño",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"696","Miguel González","Carlos Pineda",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"697","Miguel González","Clemencia Poveda",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"698","Miguel González","Ángela María Ramirez",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"699","Miguel González","Harold Orlando Rodriguez",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"700","Miguel González","Víctor Rodriguez",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"701","Miguel González","Fernando Salazar",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"702","Miguel González","Gilma Suárez",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"703","Miguel González","Catálina Toro",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"704","Miguel González","Héctor Wiesner García",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"705","Miguel González","Omaira Abadía",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"706","Miguel González","Memo Bejarano",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"707","Miguel González","Nicholás Buenaventura",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"708","Miguel González","Óscar Campo",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"709","Miguel González","Eduardo Carvajal",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"710","Miguel González","Javier Humberto Cruz Góngora",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"711","Miguel González","Guilles Charalambos",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"712","Miguel González","José Antonio Dorado",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"713","Miguel González","Victor Gaviria",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"714","Miguel González","Diego León Hoyos",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"715","Miguel González","Luis Fernando López",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"716","Miguel González","Manuel Guerrero",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"717","Miguel González","Diego Morales",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"718","Miguel González","Isabel Moreno",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"719","Miguel González","Oscar Salzar",404,"406-II Salón de Arte Joven - Medalla Marta Traba 1989-1989",1989,1989-11-02,1989.83561643836
"720","Miguel González","Cristina Llano",407,"409-Cristina Llano-1990",1990,1990-01-06,1990.01369863014
"721","Miguel González","Constanza Aguirre",409,"412-Constanza Aguirre-1990",1990,1990-03-13,1990.19452054795
"722","Eduardo Serrano","Roberto Páramo",414,"417-Paisaje, Bodegón, Ciudad-1990",1990,1990-05-15,1990.36712328767
"723","Miguel González","Luis Caballero",417,"418-Luis Caballero-1990",1990,1990-06-01,1990.41369863014
"724","Miguel González","Diego Mazuera",420,"424-Puertos-1990",1990,1990-10-24,1990.81095890411
"725","Jorge Glusberg","Jorge Álvaro",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"726","Jorge Glusberg","Elizabeth Aro",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"727","Jorge Glusberg","Eduardo Audivert",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"728","Jorge Glusberg","Magdalena Beccarini",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"729","Jorge Glusberg","Luis F. Benedit",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"730","Jorge Glusberg","Ernesto Bertani",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"731","Jorge Glusberg","Remo Bianchedi",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"732","Jorge Glusberg","Mildred Burton",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"733","Jorge Glusberg","Alicia Carletti",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"734","Jorge Glusberg","Américo Castilla",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"735","Jorge Glusberg","Guillermo Conte",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"736","Jorge Glusberg","Jorge Demirjian",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"737","Jorge Glusberg","Nora Dobarro",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"738","Jorge Glusberg","Hernán Dompé",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"739","Jorge Glusberg","Diana Dowek",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"740","Jorge Glusberg","Ana Eckell",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"741","Jorge Glusberg","Fernando Fazzolari",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"742","Jorge Glusberg","María Finocchetti",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"743","Jorge Glusberg","Eduardo Hoffmann",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"744","Jorge Glusberg","Juan Lecuona",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"745","Jorge Glusberg","Gustavo López Armentía",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"746","Jorge Glusberg","Matilde Marín",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"747","Jorge Glusberg","Eduardo Medici",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"748","Jorge Glusberg","Miguel Melcon",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"749","Jorge Glusberg","Esvaldo Monzo",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"750","Jorge Glusberg","Luis F. Noé",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"751","Jorge Glusberg","Pablo Obelar",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"752","Jorge Glusberg","Margarita Paksa",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"753","Jorge Glusberg","Rogelio Polesello",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"754","Jorge Glusberg","Yanz Poli",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"755","Jorge Glusberg","Alejandro Puente",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"756","Jorge Glusberg","Alfredo Prior",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"757","Jorge Glusberg","Armando Rearte",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"758","Jorge Glusberg","Juan Pablo Renzi",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"759","Jorge Glusberg","Silvia Rivas",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"760","Jorge Glusberg","Marino Santa María",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"761","Jorge Glusberg","Marcia Schvartz",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"762","Jorge Glusberg","Antonio Seguí",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"763","Jorge Glusberg","Santiago Spinosa",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"764","Jorge Glusberg","León Tenenbaum",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"765","Jorge Glusberg","Clorindo Testa",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"766","Jorge Glusberg","Luis Wells",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"767","Jorge Glusberg","Daniel Zelaya",427,"430-Artistas de Buenos Aires-1991",1991,1991-02-12,1991.11506849315
"768","Miguel González","Nadín Ospina",428,"431-Doce Escultores Colombianos: Pequeño Formato-1991",1991,1991-03-05,1991.17260273973
"769","Miguel González","Édgar Negret",428,"431-Doce Escultores Colombianos: Pequeño Formato-1991",1991,1991-03-05,1991.17260273973
"770","Miguel González","Eduardo Ramírez Villamizar",428,"431-Doce Escultores Colombianos: Pequeño Formato-1991",1991,1991-03-05,1991.17260273973
"771","Miguel González","Hugo Zapata",428,"431-Doce Escultores Colombianos: Pequeño Formato-1991",1991,1991-03-05,1991.17260273973
"772","Miguel González","Ronny Vayda",428,"431-Doce Escultores Colombianos: Pequeño Formato-1991",1991,1991-03-05,1991.17260273973
"773","Miguel González","John Castles",428,"431-Doce Escultores Colombianos: Pequeño Formato-1991",1991,1991-03-05,1991.17260273973
"774","Miguel González","Consuelo Gómez",428,"431-Doce Escultores Colombianos: Pequeño Formato-1991",1991,1991-03-05,1991.17260273973
"775","Miguel González","Rosemberg Sandoval",428,"431-Doce Escultores Colombianos: Pequeño Formato-1991",1991,1991-03-05,1991.17260273973
"776","Miguel González","Mónica Negret",428,"431-Doce Escultores Colombianos: Pequeño Formato-1991",1991,1991-03-05,1991.17260273973
"777","Miguel González","Lydia Azout",428,"431-Doce Escultores Colombianos: Pequeño Formato-1991",1991,1991-03-05,1991.17260273973
"778","Miguel González","Alicia Barney",428,"431-Doce Escultores Colombianos: Pequeño Formato-1991",1991,1991-03-05,1991.17260273973
"779","Miguel González","Jorge Alberto Reyes",428,"431-Doce Escultores Colombianos: Pequeño Formato-1991",1991,1991-03-05,1991.17260273973
"780","Miguel González","Liliana Porter",429,"432-Exposición de Liliana Porter 1991-1991",1991,1991-04-23,1991.30684931507
"781","Miguel González","Julián Aristizábal",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"782","Miguel González","Marcelo Aguirre",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"783","Miguel González","Cynthia Capriata",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"784","Miguel González","Catalina Cardenas",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"785","Miguel González","Isable de Obaldia",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"786","Miguel González","Danilo Dueñas",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"787","Miguel González","Ignacio Espla",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"788","Miguel González","Angeles Fabri",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"789","Miguel González","Pilar Flores",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"790","Miguel González","Jaime Iregui",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"791","Miguel González","Jenny Jaramillo",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"792","Miguel González","Víctor Laignelet",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"793","Miguel González","Francisco Liu",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"794","Miguel González","Luis Luna",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"795","Miguel González","Cristina Llano",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"796","Miguel González","Patricia Mariaca",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"797","Miguel González","Hernán Pazos",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"798","Miguel González","Luis Fernando Roldán",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"799","Miguel González","Jaime Romero",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"800","Miguel González","Carlos Salas Silva",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"801","Miguel González","Carlos Salazar",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"802","Miguel González","Ejti Stih",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"803","Miguel González","Diego Sarmiento",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"804","Miguel González","Eduardo Tokeshi",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"805","Miguel González","Tabo Toral",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"806","Miguel González","Leon Trujillo",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"807","Miguel González","Gaston Ugalde",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"808","Miguel González","Santiago Uribe Holguín",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"809","Miguel González","Roberto Valcarcel",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"810","Miguel González","Marcia Valladares",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"811","Miguel González","Alejandro Vasquez",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"812","Miguel González","Patricia Vega",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"813","Miguel González","Alicia Viteri",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"814","Miguel González","Bruno Zeppilli",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"815","Miguel González","Carlos Zerpa",431,"434-Exposición de nueva pintura bolivariana-1991",1991,1991-04-29,1991.32328767123
"816","Miguel González","Paige Abadi",434,"437-Exposición de Paige Abadi-1991",1991,1991-06-25,1991.47945205479
"817","Miguel González","Hernando Ordóñez",439,"442-Hernando Ordoñez-1991",1991,1991-10-08,1991.76712328767
"818","Miguel González","Germán Londoño",440,"443-German Londoño, Pinturas Recienbres-1991",1991,1991-10-22,1991.80547945205
"819","Miguel González","Enrique Grau",441,"444-Exposición-homenaje a Enrique Grau-1991",1991,1991-11-06,1991.84657534247
"820","Santiago Samper Trainer","Ricardo Gómez Campuzano",444,"447-Ricardo Gómez Campuzano-1992",1992,1992-02-05,1992.0956284153
"821","Miguel González","Luis Luna",445,"448-Exposición de Luis Luna-1992",1992,1992-02-12,1992.11475409836
"822","Alberto Sierra","Patricia Gómez",446,"449-Utopía-1992",1992,1992-03-17,1992.20765027322
"823","Alberto Sierra","Jorge Mario Gómez",446,"449-Utopía-1992",1992,1992-03-17,1992.20765027322
"824","Alberto Sierra","Fabio Antonio Ramírez",446,"449-Utopía-1992",1992,1992-03-17,1992.20765027322
"825","Miguel González","Germán Botero",447,"450-Germán Botero-1992",1992,1992-03-24,1992.22677595628
"826","Francisco Ramírez Potes","Manuel Lago",448,"451-Lago y Sáenz Arquitectos-1992",1992,1992-04-01,1992.24863387978
"827","Francisco Ramírez Potes","Jaime Sáenz",448,"451-Lago y Sáenz Arquitectos-1992",1992,1992-04-01,1992.24863387978
"828","Miguel González","Alejandro Obregón",451,"453-Diez Maestros Colombianos-1992",1992,1992-05-01,1992.3306010929
"829","Miguel González","Enrique Grau",451,"453-Diez Maestros Colombianos-1992",1992,1992-05-01,1992.3306010929
"830","Miguel González","Édgar Negret",451,"453-Diez Maestros Colombianos-1992",1992,1992-05-01,1992.3306010929
"831","Miguel González","Eduardo Ramírez Villamizar",451,"453-Diez Maestros Colombianos-1992",1992,1992-05-01,1992.3306010929
"832","Miguel González","Fernando Botero",451,"453-Diez Maestros Colombianos-1992",1992,1992-05-01,1992.3306010929
"833","Miguel González","Ómar Rayo",451,"453-Diez Maestros Colombianos-1992",1992,1992-05-01,1992.3306010929
"834","Miguel González","Carlos Rojas",451,"453-Diez Maestros Colombianos-1992",1992,1992-05-01,1992.3306010929
"835","Miguel González","Manuel Hernández",451,"453-Diez Maestros Colombianos-1992",1992,1992-05-01,1992.3306010929
"836","Miguel González","Beatriz González",451,"453-Diez Maestros Colombianos-1992",1992,1992-05-01,1992.3306010929
"837","Miguel González","Santiago Cárdenas",451,"453-Diez Maestros Colombianos-1992",1992,1992-05-01,1992.3306010929
"838","Miguel González","Francisco Javier Smythe",450,"454-Diario de Viaje II-1992",1992,1992-05-19,1992.37978142077
"839","Miguel González","Luis Fernando Peláez",452,"455-Ciudad-1992",1992,1992-06-09,1992.43715846995
"840","Federico Morais","Nair Benedicto",454,"457-Fotografía Brasileña: Historia y Contemporaneidad-1992",1992,1992-08-01,1992.58196721311
"841","Federico Morais","Mario Carvo Neto",454,"457-Fotografía Brasileña: Historia y Contemporaneidad-1992",1992,1992-08-01,1992.58196721311
"842","Federico Morais","Hugo Denizart",454,"457-Fotografía Brasileña: Historia y Contemporaneidad-1992",1992,1992-08-01,1992.58196721311
"843","Federico Morais","Carlos Fadon",454,"457-Fotografía Brasileña: Historia y Contemporaneidad-1992",1992,1992-08-01,1992.58196721311
"844","Federico Morais","Luis Carlos Felizardo",454,"457-Fotografía Brasileña: Historia y Contemporaneidad-1992",1992,1992-08-01,1992.58196721311
"845","Federico Morais","Juca Martins",454,"457-Fotografía Brasileña: Historia y Contemporaneidad-1992",1992,1992-08-01,1992.58196721311
"846","Federico Morais","Miguel Rio Barco",454,"457-Fotografía Brasileña: Historia y Contemporaneidad-1992",1992,1992-08-01,1992.58196721311
"847","Federico Morais","Antonio Saggese",454,"457-Fotografía Brasileña: Historia y Contemporaneidad-1992",1992,1992-08-01,1992.58196721311
"848","Federico Morais","Evandro Teixeira",454,"457-Fotografía Brasileña: Historia y Contemporaneidad-1992",1992,1992-08-01,1992.58196721311
"849","Miguel González","Ruven Afanador",457,"460-Ruven Afanador-1992",1992,1992-09-01,1992.66666666667
"850","Miguel González","Ignacio Gómez Jaramillo",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"851","Miguel González","Alejandro Obregón",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"852","Miguel González","Enrique Grau",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"853","Miguel González","Jan Bartelsman",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"854","Miguel González","Manuel Hernández",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"855","Miguel González","Beatriz González",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"856","Miguel González","Santiago Cárdenas",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"857","Miguel González","Emma Reyes",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"858","Miguel González","Gregorio Cuartas",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"859","Miguel González","María de la Paz Jaramillo",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"860","Miguel González","Jonier Marín",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"861","Miguel González","Víctor Laignelet",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"862","Miguel González","Danilo Dueñas",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"863","Miguel González","María Cristina Cortés",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"864","Miguel González","Germán Londoño",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"865","Miguel González","Cristina Llano",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"866","Miguel González","Diego Mazuera",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"867","Miguel González","Luis Fernando Roldán",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"868","Miguel González","Ana María Rueda",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"869","Miguel González","Carlos Salas Silva",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"870","Miguel González","Rafael Echeverri",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"871","Miguel González","Santiago Uribe Holguín",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"872","Miguel González","Bibiana Vélez",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"873","Miguel González","María Teresa Vieco",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"874","Miguel González","José Horacio Martínez",459,"462-Muestra de pintura colombiana de la Colección del Museo de Arte Moderno La Tertulia 1992-1992",1992,1992-11-01,1992.83333333333
"875","Galería de Francony de París","Delia Cugat",461,"463-Delia Cugat y Sergio Camporeale-1992",1992,1992-11-17,1992.87704918033
"876","Galería de Francony de París","Sergio Camporeale",461,"463-Delia Cugat y Sergio Camporeale-1992",1992,1992-11-17,1992.87704918033
"877","Miguel González","Geny Dignac",463,"465-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993",1993,1993-01-19,1993.04931506849
"878","Miguel González","Fernando Maza",463,"465-Muestra de arte tridimensional latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1993-1993",1993,1993-01-19,1993.04931506849
