id_expo,id_artista,nombre_expo,nombre_artista,ano
ex.402,a.1834,Ex-libris o el Arte de Identificar sus Libros*1989,Duván López,1989
ex.402,a.178,Ex-libris o el Arte de Identificar sus Libros*1989,Juan Manuel Lugo,1989
ex.402,a.24,Ex-libris o el Arte de Identificar sus Libros*1989,David Manzur,1989
ex.402,a.206,Ex-libris o el Arte de Identificar sus Libros*1989,Diego Mazuera,1989
ex.402,a.2066,Ex-libris o el Arte de Identificar sus Libros*1989,Asdrúbal Medina,1989
ex.402,a.1909,Ex-libris o el Arte de Identificar sus Libros*1989,Constanza Medina,1989
ex.402,a.2409,Ex-libris o el Arte de Identificar sus Libros*1989,Luis Fernando Mejía,1989
ex.402,a.702,Ex-libris o el Arte de Identificar sus Libros*1989,Yolanda Mesa,1989
ex.402,a.1003,Ex-libris o el Arte de Identificar sus Libros*1989,Paulina Michaels,1989
ex.402,a.2170,Ex-libris o el Arte de Identificar sus Libros*1989,Alejandro Miranda,1989
ex.402,a.1237,Ex-libris o el Arte de Identificar sus Libros*1989,Luis Monje,1989
ex.402,a.1860,Ex-libris o el Arte de Identificar sus Libros*1989,Diana Monroy,1989
ex.402,a.164,Ex-libris o el Arte de Identificar sus Libros*1989,Margarita Monsalve,1989
ex.402,a.2056,Ex-libris o el Arte de Identificar sus Libros*1989,Beatriz Montana,1989
ex.402,a.2076,Ex-libris o el Arte de Identificar sus Libros*1989,Armando Montoya,1989
ex.402,a.1253,Ex-libris o el Arte de Identificar sus Libros*1989,Lourdes Morales,1989
ex.402,a.14,Ex-libris o el Arte de Identificar sus Libros*1989,Óscar Muñoz,1989
ex.402,a.483,Ex-libris o el Arte de Identificar sus Libros*1989,Jaime Osorio,1989
ex.402,a.349,Ex-libris o el Arte de Identificar sus Libros*1989,Nadín Ospina,1989
ex.402,a.977,Ex-libris o el Arte de Identificar sus Libros*1989,Pilar Otálora,1989
ex.402,a.1660,Ex-libris o el Arte de Identificar sus Libros*1989,Gabriela Pacific,1989
ex.402,a.1954,Ex-libris o el Arte de Identificar sus Libros*1989,César Padilla,1989
ex.402,a.1636,Ex-libris o el Arte de Identificar sus Libros*1989,Germán Páez,1989
ex.402,a.414,Ex-libris o el Arte de Identificar sus Libros*1989,Luis Paz,1989
ex.402,a.1849,Ex-libris o el Arte de Identificar sus Libros*1989,Dioscórides Pérez,1989
ex.402,a.1795,Ex-libris o el Arte de Identificar sus Libros*1989,Eliana Pérez,1989
ex.402,a.1107,Ex-libris o el Arte de Identificar sus Libros*1989,Miguel Poling,1989
ex.402,a.139,Ex-libris o el Arte de Identificar sus Libros*1989,Ruby Posada,1989
ex.402,a.2459,Ex-libris o el Arte de Identificar sus Libros*1989,Maríana de Prieto,1989
ex.402,a.1136,Ex-libris o el Arte de Identificar sus Libros*1989,Mauricio Quintero,1989
ex.402,a.39,Ex-libris o el Arte de Identificar sus Libros*1989,Eduardo Ramírez Villamizar,1989
ex.402,a.137,Ex-libris o el Arte de Identificar sus Libros*1989,Saturnino Ramírez,1989
ex.402,a.4,Ex-libris o el Arte de Identificar sus Libros*1989,Ómar Rayo,1989
ex.402,a.564,Ex-libris o el Arte de Identificar sus Libros*1989,Fabián Rendón,1989
ex.402,a.1763,Ex-libris o el Arte de Identificar sus Libros*1989,Ernesto Restrepo,1989
ex.402,a.1088,Ex-libris o el Arte de Identificar sus Libros*1989,Mónica Restrepo,1989
ex.402,a.1286,Ex-libris o el Arte de Identificar sus Libros*1989,Leopoldo Richter,1989
ex.402,a.689,Ex-libris o el Arte de Identificar sus Libros*1989,Alberto Rincón,1989
ex.402,a.20,Ex-libris o el Arte de Identificar sus Libros*1989,Juan Antonio Roda,1989
ex.402,a.2411,Ex-libris o el Arte de Identificar sus Libros*1989,Luis Fernando Rodríguez,1989
ex.402,a.2436,Ex-libris o el Arte de Identificar sus Libros*1989,María Cristina Rodríguez,1989
ex.402,a.1163,Ex-libris o el Arte de Identificar sus Libros*1989,Marta Rodríguez,1989
ex.402,a.223,Ex-libris o el Arte de Identificar sus Libros*1989,Ana María Rueda,1989
ex.402,a.1724,Ex-libris o el Arte de Identificar sus Libros*1989,Felipe Salazar,1989
ex.402,a.891,Ex-libris o el Arte de Identificar sus Libros*1989,Rodrigo Salazar,1989
ex.402,a.660,Ex-libris o el Arte de Identificar sus Libros*1989,Antonio Samudio,1989
ex.402,a.2124,Ex-libris o el Arte de Identificar sus Libros*1989,Álvaro Sánchez,1989
ex.402,a.2395,Ex-libris o el Arte de Identificar sus Libros*1989,Julio Abel Sánchez,1989
ex.402,a.2244,Ex-libris o el Arte de Identificar sus Libros*1989,Carlos Eduardo Santa,1989
ex.402,a.59,Ex-libris o el Arte de Identificar sus Libros*1989,Mercedes Sebastián,1989
ex.402,a.1704,Ex-libris o el Arte de Identificar sus Libros*1989,Ferney Shambo,1989
ex.402,a.1827,Ex-libris o el Arte de Identificar sus Libros*1989,Edilberto Sierra,1989
ex.402,a.1831,Ex-libris o el Arte de Identificar sus Libros*1989,Édgar Silva,1989
ex.402,a.536,Ex-libris o el Arte de Identificar sus Libros*1989,Gabriel Silva Rubio,1989
ex.402,a.2367,Ex-libris o el Arte de Identificar sus Libros*1989,José Monjales Soler,1989
ex.402,a.1060,Ex-libris o el Arte de Identificar sus Libros*1989,Nicolas Sperakis,1989
ex.402,a.449,Ex-libris o el Arte de Identificar sus Libros*1989,José Antonio Suárez Londoño,1989
ex.402,a.17,Ex-libris o el Arte de Identificar sus Libros*1989,Lucy Tejada,1989
ex.402,a.476,Ex-libris o el Arte de Identificar sus Libros*1989,Jean Gabriel Thénot,1989
ex.402,a.1411,Ex-libris o el Arte de Identificar sus Libros*1989,Jorge Torres,1989
ex.402,a.1154,Ex-libris o el Arte de Identificar sus Libros*1989,Martha Torres,1989
ex.402,a.1226,Ex-libris o el Arte de Identificar sus Libros*1989,Luisa Ungar,1989
ex.402,a.2413,Ex-libris o el Arte de Identificar sus Libros*1989,Luis Fernando Uribe,1989
ex.402,a.189,Ex-libris o el Arte de Identificar sus Libros*1989,Jaime Valencia,1989
ex.402,a.1847,Ex-libris o el Arte de Identificar sus Libros*1989,Diva Velásquez,1989
ex.402,a.2080,Ex-libris o el Arte de Identificar sus Libros*1989,Armando Villegas,1989
ex.402,a.1776,Ex-libris o el Arte de Identificar sus Libros*1989,Enrique Wallenberg,1989
ex.402,a.13,Ex-libris o el Arte de Identificar sus Libros*1989,Gustavo Zalamea,1989
ex.402,a.574,Ex-libris o el Arte de Identificar sus Libros*1989,Elsa Zambrano,1989
ex.403,a.3114,Muestra de arte gráfico latino-americano de la Colección del Museo de Arte Moderno La Tertulia 1989*1989,Varios,1989
ex.404,a.2743,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Freddy Barbosa,1989
ex.404,a.3089,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Sergio Bartelsman,1989
ex.404,a.2976,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Miky Calero,1989
ex.404,a.2556,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Adalberto  Ceballos,1989
ex.404,a.2919,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Luis E. Cruz,1989
ex.404,a.2744,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Frederic Chastro,1989
ex.404,a.2841,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Jorge Echeverry,1989
ex.404,a.1590,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Guillermo Franco,1989
ex.404,a.3070,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Rosemarie Gleiser,1989
ex.404,a.2842,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Jorge Hernan González,1989
ex.404,a.351,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Mónika Herrán,1989
ex.404,a.2577,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Alvaro Hurtado,1989
ex.404,a.2971,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Miguel Antonio Lozano,1989
ex.404,a.2969,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Michael Meyer,1989
ex.404,a.2810,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Iván Morales,1989
ex.404,a.498,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Hernando Ordóñez,1989
ex.404,a.832,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Silvia Patiño,1989
ex.404,a.2640,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Carlos Pineda,1989
ex.404,a.2655,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Clemencia Poveda,1989
ex.404,a.2594,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Ángela María Ramirez,1989
ex.404,a.2780,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Harold Orlando Rodriguez,1989
ex.404,a.3119,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Víctor Rodriguez,1989
ex.404,a.2730,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Fernando Salazar,1989
ex.404,a.2763,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Gilma Suárez,1989
ex.404,a.2647,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Catálina Toro,1989
ex.404,a.2783,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Héctor Wiesner García,1989
ex.404,a.3008,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Omaira Abadía,1989
ex.404,a.2967,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Memo Bejarano,1989
ex.404,a.2998,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Nicholás Buenaventura,1989
ex.404,a.153,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Óscar Campo,1989
ex.404,a.121,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Eduardo Carvajal,1989
ex.404,a.2820,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Javier Humberto Cruz Góngora,1989
ex.404,a.2775,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Guilles Charalambos,1989
ex.404,a.2847,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,José Antonio Dorado,1989
ex.404,a.3118,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Victor Gaviria,1989
ex.404,a.2688,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Diego León Hoyos,1989
ex.404,a.2921,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Luis Fernando López,1989
ex.404,a.2929,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Manuel Guerrero,1989
ex.404,a.2689,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Diego Morales,1989
ex.404,a.2805,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Isabel Moreno,1989
ex.404,a.3015,II Salón de Arte Joven - Medalla Marta Traba 1989*1989,Oscar Salzar,1989
ex.405,a.3114,VI Portafolio Smurfit Cartón de Colombia S.A. - AGPA*1989,Varios,1989
ex.406,a.51,Laignelet*1990,Víctor Laignelet,1990
ex.407,a.75,Cristina Llano *1990,Cristina Llano,1990
ex.408,a.3114,Exposición de Ediciones Felipe Domínguez Zamorano*1990,Varios,1990
ex.409,a.1908,Constanza Aguirre*1990,Constanza Aguirre,1990
ex.410,a.40,Carlos Rojas*1990,Carlos Rojas,1990
ex.411,a.3114,Muestra de arte gráfico europeo de la Colección del Museo de Arte Moderno La Tertulia*1990,Varios,1990
ex.412,a.685,Alberto Arboleda*1990,Alberto Arboleda,1990
ex.413,a.8,Luz de la Cueva de los Sueños*1990,Álvaro Barrios,1990
ex.414,a.901,"Paisaje, Bodegón, Ciudad*1990",Roberto Páramo,1990
ex.415,a.542,Exposición de Francisco de la Puente*1990,Francisco De La Puente,1990
ex.416,a.3114,Muestra de adquisiciones del Museo de Arte Moderno La Tertulia de los años 80*1990,Varios,1990
ex.417,a.16,Luis Caballero*1990,Luis Caballero,1990
ex.418,a.215,Bibiana Vélez*1990,Bibiana Vélez,1990
ex.419,a.67,Tres Escultores Colombianos *1990,John Castles,1990
ex.419,a.962,Tres Escultores Colombianos *1990,Ramiro Gómez,1990
ex.419,a.70,Tres Escultores Colombianos *1990,Hugo Zapata,1990
ex.420,a.206,Puertos*1990,Diego Mazuera,1990
ex.421,a.3114,Muestra de arte tridimensional latinoamericano de la Colección del Museo de Arte Moderno La Tertulia 1990*1990,Varios,1990
ex.422,a.14,Superficies al Carbón*1990,Óscar Muñoz,1990
ex.423,a.3114,Exposición de arte cubano 1990*1990,Varios,1990
ex.424,a.47,Bodegones*1990,Gregorio Cuartas,1990
ex.424,a.21,Bodegones*1990,Teresa Cuéllar,1990
ex.424,a.77,Bodegones*1990,Ana Mercedes Hoyos,1990
ex.424,a.2179,Bodegones*1990,Alberto Iriarte,1990
ex.424,a.24,Bodegones*1990,David Manzur,1990
ex.424,a.851,Bodegones*1990,Santiago Medina,1990
ex.424,a.20,Bodegones*1990,Juan Antonio Roda,1990
ex.424,a.23,Bodegones*1990,Hernando Tejada,1990
ex.425,a.5,De Amores y Amantes*1991,María de la Paz Jaramillo,1991
ex.426,a.402,Ocho Nuevos Artistas de Cali*1991,Luis Guillermo Botero,1991
ex.426,a.648,Ocho Nuevos Artistas de Cali*1991,Armin Tröger,1991
ex.426,a.2351,Ocho Nuevos Artistas de Cali*1991,José Antonio Franco,1991
ex.426,a.576,Ocho Nuevos Artistas de Cali*1991,Elizabeth Saavedra,1991
ex.426,a.327,Ocho Nuevos Artistas de Cali*1991,Pablo Van Wong,1991
ex.426,a.613,Ocho Nuevos Artistas de Cali*1991,Carmenza Delgado,1991
ex.426,a.633,Ocho Nuevos Artistas de Cali*1991,Blanca Obeyda Giraldo,1991
ex.426,a.114,Ocho Nuevos Artistas de Cali*1991,José Horacio Martínez,1991
ex.427,a.1393,Artistas de Buenos Aires*1991,Jorge Álvaro,1991
ex.427,a.1791,Artistas de Buenos Aires*1991,Elizabeth Aro,1991
ex.427,a.204,Artistas de Buenos Aires*1991,Eduardo Audivert,1991
ex.427,a.1221,Artistas de Buenos Aires*1991,Magdalena Beccarini,1991
ex.427,a.2406,Artistas de Buenos Aires*1991,Luis F. Benedit,1991
ex.427,a.2711,Artistas de Buenos Aires*1991,Ernesto Bertani,1991
ex.427,a.939,Artistas de Buenos Aires*1991,Remo Bianchedi,1991
ex.427,a.1098,Artistas de Buenos Aires*1991,Mildred Burton,1991
ex.427,a.2139,Artistas de Buenos Aires*1991,Alicia Carletti,1991
ex.427,a.2113,Artistas de Buenos Aires*1991,Américo Castilla,1991
ex.427,a.1588,Artistas de Buenos Aires*1991,Guillermo Conte,1991
ex.427,a.1397,Artistas de Buenos Aires*1991,Jorge Demirjian,1991
ex.427,a.1054,Artistas de Buenos Aires*1991,Nora Dobarro,1991
ex.427,a.1531,Artistas de Buenos Aires*1991,Hernán Dompé,1991
ex.427,a.1859,Artistas de Buenos Aires*1991,Diana Dowek,1991
ex.427,a.2110,Artistas de Buenos Aires*1991,Ana Eckell,1991
ex.427,a.1710,Artistas de Buenos Aires*1991,Fernando Fazzolari,1991
ex.427,a.1187,Artistas de Buenos Aires*1991,María Finocchetti,1991
ex.427,a.1814,Artistas de Buenos Aires*1991,Eduardo Hoffmann,1991
ex.427,a.1359,Artistas de Buenos Aires*1991,Juan Lecuona,1991
ex.427,a.2307,Artistas de Buenos Aires*1991,Gustavo López Armentía,1991
ex.427,a.1137,Artistas de Buenos Aires*1991,Matilde Marín,1991
ex.427,a.1815,Artistas de Buenos Aires*1991,Eduardo Medici,1991
ex.427,a.3279,Artistas de Buenos Aires*1991,Miguel Melcon,1991
ex.427,a.1746,Artistas de Buenos Aires*1991,Esvaldo Monzo,1991
ex.427,a.2407,Artistas de Buenos Aires*1991,Luis F. Noé,1991
ex.427,a.28,Artistas de Buenos Aires*1991,Pablo Obelar,1991
ex.427,a.1195,Artistas de Buenos Aires*1991,Margarita Paksa,1991
ex.427,a.88,Artistas de Buenos Aires*1991,Rogelio Polesello,1991
ex.427,a.705,Artistas de Buenos Aires*1991,Yanz Poli,1991
ex.427,a.2172,Artistas de Buenos Aires*1991,Alejandro Puente,1991
ex.427,a.2150,Artistas de Buenos Aires*1991,Alfredo Prior,1991
ex.427,a.2078,Artistas de Buenos Aires*1991,Armando Rearte,1991
ex.427,a.2389,Artistas de Buenos Aires*1991,Juan Pablo Renzi,1991
ex.427,a.833,Artistas de Buenos Aires*1991,Silvia Rivas,1991
ex.427,a.2462,Artistas de Buenos Aires*1991,Marino Santa María,1991
ex.427,a.1202,Artistas de Buenos Aires*1991,Marcia Schvartz,1991
ex.427,a.76,Artistas de Buenos Aires*1991,Antonio Seguí,1991
ex.427,a.852,Artistas de Buenos Aires*1991,Santiago Spinosa,1991
ex.427,a.1292,Artistas de Buenos Aires*1991,León Tenenbaum,1991
ex.427,a.1915,Artistas de Buenos Aires*1991,Clorindo Testa,1991
ex.427,a.1240,Artistas de Buenos Aires*1991,Luis Wells,1991
ex.427,a.25,Artistas de Buenos Aires*1991,Daniel Zelaya,1991
ex.428,a.349,Doce Escultores Colombianos: Pequeño Formato*1991,Nadín Ospina,1991
ex.428,a.2,Doce Escultores Colombianos: Pequeño Formato*1991,Édgar Negret,1991
ex.428,a.39,Doce Escultores Colombianos: Pequeño Formato*1991,Eduardo Ramírez Villamizar,1991
ex.428,a.70,Doce Escultores Colombianos: Pequeño Formato*1991,Hugo Zapata,1991
ex.428,a.141,Doce Escultores Colombianos: Pequeño Formato*1991,Ronny Vayda,1991
ex.428,a.67,Doce Escultores Colombianos: Pequeño Formato*1991,John Castles,1991
ex.428,a.600,Doce Escultores Colombianos: Pequeño Formato*1991,Consuelo Gómez,1991
ex.428,a.87,Doce Escultores Colombianos: Pequeño Formato*1991,Rosemberg Sandoval,1991
ex.428,a.353,Doce Escultores Colombianos: Pequeño Formato*1991,Mónica Negret,1991
ex.428,a.103,Doce Escultores Colombianos: Pequeño Formato*1991,Lydia Azout,1991
ex.428,a.677,Doce Escultores Colombianos: Pequeño Formato*1991,Alicia Barney,1991
ex.428,a.183,Doce Escultores Colombianos: Pequeño Formato*1991,Jorge Alberto Reyes,1991
ex.429,a.29,Exposición de Liliana Porter 1991*1991,Liliana Porter,1991
ex.430,a.3114,Fibers: Arte Textil Colombiano y de Estados Unidos*1991,Varios,1991
ex.431,a.2872,Exposición de nueva pintura bolivariana*1991,Julián Aristizábal,1991
ex.431,a.2936,Exposición de nueva pintura bolivariana*1991,Marcelo Aguirre,1991
ex.431,a.2670,Exposición de nueva pintura bolivariana*1991,Cynthia Capriata,1991
ex.431,a.2646,Exposición de nueva pintura bolivariana*1991,Catalina Cardenas,1991
ex.431,a.2807,Exposición de nueva pintura bolivariana*1991,Isable de Obaldia,1991
ex.431,a.208,Exposición de nueva pintura bolivariana*1991,Danilo Dueñas,1991
ex.431,a.2797,Exposición de nueva pintura bolivariana*1991,Ignacio Espla,1991
ex.431,a.2595,Exposición de nueva pintura bolivariana*1991,Angeles Fabri,1991
ex.431,a.3036,Exposición de nueva pintura bolivariana*1991,Pilar Flores,1991
ex.431,a.481,Exposición de nueva pintura bolivariana*1991,Jaime Iregui,1991
ex.431,a.2828,Exposición de nueva pintura bolivariana*1991,Jenny Jaramillo,1991
ex.431,a.51,Exposición de nueva pintura bolivariana*1991,Víctor Laignelet,1991
ex.431,a.2736,Exposición de nueva pintura bolivariana*1991,Francisco Liu,1991
ex.431,a.413,Exposición de nueva pintura bolivariana*1991,Luis Luna,1991
ex.431,a.75,Exposición de nueva pintura bolivariana*1991,Cristina Llano,1991
ex.431,a.3022,Exposición de nueva pintura bolivariana*1991,Patricia Mariaca,1991
ex.431,a.1534,Exposición de nueva pintura bolivariana*1991,Hernán Pazos,1991
ex.431,a.105,Exposición de nueva pintura bolivariana*1991,Luis Fernando Roldán,1991
ex.431,a.2813,Exposición de nueva pintura bolivariana*1991,Jaime Romero,1991
ex.431,a.214,Exposición de nueva pintura bolivariana*1991,Carlos Salas Silva,1991
ex.431,a.629,Exposición de nueva pintura bolivariana*1991,Carlos Salazar,1991
ex.431,a.2701,Exposición de nueva pintura bolivariana*1991,Ejti Stih,1991
ex.431,a.2690,Exposición de nueva pintura bolivariana*1991,Diego Sarmiento,1991
ex.431,a.2699,Exposición de nueva pintura bolivariana*1991,Eduardo Tokeshi,1991
ex.431,a.135,Exposición de nueva pintura bolivariana*1991,Tabo Toral,1991
ex.431,a.2896,Exposición de nueva pintura bolivariana*1991,Leon Trujillo,1991
ex.431,a.2755,Exposición de nueva pintura bolivariana*1991,Gaston Ugalde,1991
ex.431,a.3081,Exposición de nueva pintura bolivariana*1991,Santiago Uribe Olguin,1991
ex.431,a.3062,Exposición de nueva pintura bolivariana*1991,Roberto Valcarcel,1991
ex.431,a.2937,Exposición de nueva pintura bolivariana*1991,Marcia Valladares,1991
ex.431,a.2571,Exposición de nueva pintura bolivariana*1991,Alejandro Vasquez,1991
ex.431,a.3023,Exposición de nueva pintura bolivariana*1991,Patricia Vega,1991
ex.431,a.79,Exposición de nueva pintura bolivariana*1991,Alicia Viteri,1991
ex.431,a.2624,Exposición de nueva pintura bolivariana*1991,Bruno Zeppilli,1991
ex.431,a.630,Exposición de nueva pintura bolivariana*1991,Carlos Zerpa,1991
ex.432,a.11,Proyecto 500*1991,Antonio Caro,1991
ex.433,a.1120,Grabados Populares del Nordeste Brasileño*1991,Mestre Noza,1991
ex.433,a.1018,Grabados Populares del Nordeste Brasileño*1991,PAS,1991
ex.433,a.740,Grabados Populares del Nordeste Brasileño*1991,Walderedo Goncalves,1991
ex.433,a.1905,Grabados Populares del Nordeste Brasileño*1991,Costa Leite,1991
ex.433,a.1777,Grabados Populares del Nordeste Brasileño*1991,Eneias,1991
ex.433,a.1737,Grabados Populares del Nordeste Brasileño*1991,Expedito,1991
ex.433,a.1851,Grabados Populares del Nordeste Brasileño*1991,Dila,1991
ex.433,a.1119,Grabados Populares del Nordeste Brasileño*1991,MFS,1991
ex.433,a.1492,Grabados Populares del Nordeste Brasileño*1991,J. Borges,1991
ex.433,a.1020,Grabados Populares del Nordeste Brasileño*1991,Palito,1991
ex.433,a.2210,Grabados Populares del Nordeste Brasileño*1991,A33,1991
ex.433,a.2336,Grabados Populares del Nordeste Brasileño*1991,Joao de Barros,1991
ex.434,a.324,Exposición de Paige Abadi*1991,Paige Abadi,1991
ex.435,a.1345,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Jug Andermatt,1991
ex.435,a.2009,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Bruno Barbey,1991
ex.435,a.1209,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Manuel Baumann,1991
ex.435,a.1289,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Leonardo Bezzola,1991
ex.435,a.1219,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Manfred Bingler,1991
ex.435,a.720,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Werner Bischof,1991
ex.435,a.1375,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Josef Bischolberger,1991
ex.435,a.1765,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Ernest Bloch,1991
ex.435,a.1309,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Kurt Blum,1991
ex.435,a.1824,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Edmond-Edouard Boissonnas,1991
ex.435,a.1671,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Fred Boissonnas,1991
ex.435,a.1249,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Luca Bonetti,1991
ex.435,a.1344,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Jules Bonnet,1991
ex.435,a.732,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Walter Bosshard,1991
ex.435,a.1058,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Nicolas Bouvier,1991
ex.435,a.1423,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Johannes Bruell,1991
ex.435,a.2061,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Balthasar Burkhard,1991
ex.435,a.934,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,René Burri,1991
ex.435,a.1224,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Luz Chessex,1991
ex.435,a.787,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Thomas Cugini,1991
ex.435,a.1376,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Josef Dahinden,1991
ex.435,a.2268,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Edouard de Jongh,1991
ex.435,a.2284,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Francis de Jongh,1991
ex.435,a.2233,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Auguste de Jongh,1991
ex.435,a.1567,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Hans Dossenbach,1991
ex.435,a.1629,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Gertrud Duby-Muller,1991
ex.435,a.1171,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Marjolaine Dutoit,1991
ex.435,a.769,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Ulysse Dutoit,1991
ex.435,a.1949,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Charles Durheim,1991
ex.435,a.1628,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Gertrude Fehr,1991
ex.435,a.1569,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Hans Feuer,1991
ex.435,a.1552,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Heinz-Dieter Finck,1991
ex.435,a.1570,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Hans Finsler,1991
ex.435,a.908,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Robert Frank,1991
ex.435,a.795,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Theo Frey,1991
ex.435,a.721,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Werner Friedli,1991
ex.435,a.1650,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Georg Gerster,1991
ex.435,a.1045,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Ohilipp Giegel,1991
ex.435,a.1781,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Emil Goetz,1991
ex.435,a.1661,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Gabriel Grendene,1991
ex.435,a.1545,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Henriette Grindat,1991
ex.435,a.935,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,René Groebli,1991
ex.435,a.1553,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Heinz Guggenbuhl,1991
ex.435,a.1471,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Jakob Gwinner,1991
ex.435,a.1947,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Charles-André Habib,1991
ex.435,a.986,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Peter Haeberlin,1991
ex.435,a.722,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Werner Haug,1991
ex.435,a.807,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Suzanne Hausammann,1991
ex.435,a.867,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Rosmarie Hausheer,1991
ex.435,a.1554,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Heinz Hebeisen,1991
ex.435,a.1756,Fotógrafos Suizos desde 1840 hasta Nuestros Días*1991,Ernst Heiniger,1991
