id_expo,expo_order,nombre_expo,fecha_ini,fecha_fin,duracion_dias,nombre_espacio,descripcion_expo,tipo_participacion,nombre_expo_order_ano,ano,rol_expo,nombre_registro_agente,id_persona,nombres_persona,apellidos_persona,seudonimo_persona,otros_nombres,ano_agente_inicia,ano_agente_fin,sexo,nacionalidad_agente,pais_nacimiento,ciudad_nacimiento,obra_en_coleccion_MTL,tipo_agente,id_organizaciones
3,3,I Galería de Pintores Colombianos Residentes en el Valle del Cauca,1956-05-02,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,3-I Galería de Pintores Colombianos Residentes en el Valle del Cauca-1956,1956,artista,Ana de Gamboa,2214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
3,3,I Galería de Pintores Colombianos Residentes en el Valle del Cauca,1956-05-02,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,3-I Galería de Pintores Colombianos Residentes en el Valle del Cauca-1956,1956,artista,Hernán Muñoz,1533,Hernán,Muñoz,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
4,4,Obras de Alejandro Obregón,1956-06-14,1900-01-01,#NUM!,Casona San Antonio,NA,individual,4-Obras de Alejandro Obregón-1956,1956,artista,Alejandro Obregón,41,Alejandro,Obregón,NA,NA,1920,1992,M,Español,España,Barcelona,6,persona,NA
4,4,Obras de Alejandro Obregón,1956-06-14,1900-01-01,#NUM!,Casona San Antonio,NA,individual,4-Obras de Alejandro Obregón-1956,1956,presentador,Julio Abril,1334,Julio,Abril,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
5,5,Exposición de fotografía,1956-07-19,1900-01-01,#NUM!,Casona San Antonio,NA,individual,5-Exposición de fotografía-1956,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,Exposición de Lucy Tejada 1956,1956-10-05,1900-01-01,#NUM!,Casona San Antonio,NA,individual,6-Exposición de Lucy Tejada 1956-1956,1956,artista,Lucy Tejada,17,Lucy,Tejada,NA,NA,1920,2011,F,Colombia,Colombia,Pereira,14,persona,NA
6,6,Exposición de Lucy Tejada 1956,1956-10-05,1900-01-01,#NUM!,Casona San Antonio,NA,individual,6-Exposición de Lucy Tejada 1956-1956,1956,presentador,Jaime Soto,3253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
7,7,Temas de Boca-Grande,1956-10-19,1900-01-01,#NUM!,Casona San Antonio,NA,individual,7-Temas de Boca-Grande-1956,1956,artista,Mireya Zawadzki,1094,Mireya,Zawadzki,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
7,7,Temas de Boca-Grande,1956-10-19,1900-01-01,#NUM!,Casona San Antonio,NA,individual,7-Temas de Boca-Grande-1956,1956,presentador,Alfonso Bonilla Aragón,3254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
8,8,Óleos y témperas de Alejandro Obregón,1956-10-26,1900-01-01,#NUM!,Casona San Antonio,NA,individual,8-Óleos y témperas de Alejandro Obregón-1956,1956,artista,Alejandro Obregón,41,Alejandro,Obregón,NA,NA,1920,1992,M,Español,España,Barcelona,6,persona,NA
8,8,Óleos y témperas de Alejandro Obregón,1956-10-26,1900-01-01,#NUM!,Casona San Antonio,NA,individual,8-Óleos y témperas de Alejandro Obregón-1956,1956,presentador,Emma Alder de Gamboa,3255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
9,9,Exposición de caricatura,1956-11-09,1900-01-01,#NUM!,Casona San Antonio,NA,individual,9-Exposición de caricatura-1956,1956,presentador,José Gers,3256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
10,10,Yesid Montaña,1956-11-16,1900-01-01,#NUM!,Casona San Antonio,NA,individual,10-Yesid Montaña-1956,1956,artista,Yesid Montaña,704,Yesid,Montaña,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
10,10,Yesid Montaña,1956-11-16,1900-01-01,#NUM!,Casona San Antonio,NA,individual,10-Yesid Montaña-1956,1956,presentador,Octavio Gamboa,3257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
11,11,Acuarelas de Hernando Tejada y María Teresa de Patiño,1956-11-27,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,11-Acuarelas de Hernando Tejada y María Teresa de Patiño-1956,1956,artista,Hernando Tejada,23,Hernando,Tejada,NA,NA,1924,1999,M,Colombia,Colombia,Pereira,11,persona,NA
11,11,Acuarelas de Hernando Tejada y María Teresa de Patiño,1956-11-27,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,11-Acuarelas de Hernando Tejada y María Teresa de Patiño-1956,1956,artista,María Teresa de Patiño,2453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
11,11,Acuarelas de Hernando Tejada y María Teresa de Patiño,1956-11-27,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,11-Acuarelas de Hernando Tejada y María Teresa de Patiño-1956,1956,presentador,Enrique Buenaventura,569,Enrique,Buenaventura,NA,NA,NA,NA,NA,Colombia,NA,NA,1,persona,NA
12,12,Jorge Elías Triana,1956-12-13,1900-01-01,#NUM!,Casona San Antonio,NA,individual,12-Jorge Elías Triana-1956,1956,artista,Jorge Elías Triana,2344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
12,12,Jorge Elías Triana,1956-12-13,1900-01-01,#NUM!,Casona San Antonio,NA,individual,12-Jorge Elías Triana-1956,1956,presentador,Gustavo Camargo,3259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
13,13,Carlos Correa,1957-03-01,1900-01-01,#NUM!,Casona San Antonio,NA,individual,13-Carlos Correa-1957,1957,artista,Carlos Correa,621,Carlos,Correa,NA,NA,NA,NA,NA,Colombia,NA,NA,1,persona,NA
13,13,Carlos Correa,1957-03-01,1900-01-01,#NUM!,Casona San Antonio,NA,individual,13-Carlos Correa-1957,1957,presentador,Néstor Sanclemente,3260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
17,14,Exposición de Mireya Zawadzky,1957-04-01,1900-01-01,#NUM!,Casona San Antonio,NA,individual,14-Exposición de Mireya Zawadzky-1957,1957,artista,Mireya Zawadzki,1094,Mireya,Zawadzki,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
17,14,Exposición de Mireya Zawadzky,1957-04-01,1900-01-01,#NUM!,Casona San Antonio,NA,individual,14-Exposición de Mireya Zawadzky-1957,1957,presentador,Carlos Garcés Córdoba,3263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
14,15,Pintura al Óleo del artista español José María Vidal,1957-04-06,1900-01-01,#NUM!,Casona San Antonio,NA,individual,15-Pintura al Óleo del artista español José María Vidal-1957,1957,artista,José María Vidal,2366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
14,15,Pintura al Óleo del artista español José María Vidal,1957-04-06,1900-01-01,#NUM!,Casona San Antonio,NA,individual,15-Pintura al Óleo del artista español José María Vidal-1957,1957,presentador,José María Capdevila,3261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
15,16,Exposición de vitrales de Mona Mondineu,1957-06-14,1900-01-01,#NUM!,Casona San Antonio,NA,individual,16-Exposición de vitrales de Mona Mondineu-1957,1957,artista,Mona Mondineu,1089,Mona,Mondineu,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
15,16,Exposición de vitrales de Mona Mondineu,1957-06-14,1900-01-01,#NUM!,Casona San Antonio,NA,individual,16-Exposición de vitrales de Mona Mondineu-1957,1957,presentador,Óscar Gerardo Ramos,3262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
16,17,Jornadas de Mayo,1957-07-15,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,17-Jornadas de Mayo-1957,1957,artista,Lucy Tejada,17,Lucy,Tejada,NA,NA,1920,2011,F,Colombia,Colombia,Pereira,14,persona,NA
16,17,Jornadas de Mayo,1957-07-15,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,17-Jornadas de Mayo-1957,1957,artista,Mireya Zawadzki,1094,Mireya,Zawadzki,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
16,17,Jornadas de Mayo,1957-07-15,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,17-Jornadas de Mayo-1957,1957,artista,Hernán Muñoz,1533,Hernán,Muñoz,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
16,17,Jornadas de Mayo,1957-07-15,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,17-Jornadas de Mayo-1957,1957,artista,Alfonso Vinasco,2157,Alfonso,Vinasco,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
16,17,Jornadas de Mayo,1957-07-15,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,17-Jornadas de Mayo-1957,1957,artista,Mario Roldán,1179,Mario,Roldán,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
16,17,Jornadas de Mayo,1957-07-15,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,17-Jornadas de Mayo-1957,1957,artista,Hernando Tejada,23,Hernando,Tejada,NA,NA,1924,1999,M,Colombia,Colombia,Pereira,11,persona,NA
16,17,Jornadas de Mayo,1957-07-15,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,17-Jornadas de Mayo-1957,1957,artista,Carlos Ruiz,1997,Carlos,Ruiz,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
16,17,Jornadas de Mayo,1957-07-15,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,17-Jornadas de Mayo-1957,1957,artista,Julio Abril,1334,Julio,Abril,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
16,17,Jornadas de Mayo,1957-07-15,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,17-Jornadas de Mayo-1957,1957,artista,Hernando Salazar,1529,Hernando,Salazar,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
16,17,Jornadas de Mayo,1957-07-15,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,17-Jornadas de Mayo-1957,1957,presentador,Carlos Garcés Córdoba,3263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
18,18,Pintura abstracta de Carlos Rojas,1957-11-05,1900-01-01,#NUM!,Casona San Antonio,NA,individual,18-Pintura abstracta de Carlos Rojas-1957,1957,artista,Carlos Rojas,40,Carlos,Rojas,NA,NA,NA,NA,NA,Colombia,NA,NA,6,persona,NA
18,18,Pintura abstracta de Carlos Rojas,1957-11-05,1900-01-01,#NUM!,Casona San Antonio,NA,individual,18-Pintura abstracta de Carlos Rojas-1957,1957,presentador,José María Vivas Balcázar,3264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
19,19,Pinturas de Ómar Rayo,1957-11-20,1900-01-01,#NUM!,Casona San Antonio,NA,individual,19-Pinturas de Ómar Rayo-1957,1957,artista,Ómar Rayo,4,Ómar,Rayo,NA,NA,1928,2010,M,Colombia,Colombia,Roldanillo,28,persona,NA
19,19,Pinturas de Ómar Rayo,1957-11-20,1900-01-01,#NUM!,Casona San Antonio,NA,individual,19-Pinturas de Ómar Rayo-1957,1957,presentador,Alba Inés Vivas,3265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
19,19,Pinturas de Ómar Rayo,1957-11-20,1900-01-01,#NUM!,Casona San Antonio,NA,individual,19-Pinturas de Ómar Rayo-1957,1957,auspiciador,Dirección de Bellas Artes y Extensión Cultural del Valle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,organizacion,153
20,20,Acuarelas de Dicken Castro y cerámica Lucy Tejada,1957-12-06,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,20-Acuarelas de Dicken Castro y cerámica Lucy Tejada-1957,1957,artista,Dicken Castro,590,Dicken,Castro,NA,NA,NA,NA,NA,Colombia,NA,NA,1,persona,NA
20,20,Acuarelas de Dicken Castro y cerámica Lucy Tejada,1957-12-06,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,20-Acuarelas de Dicken Castro y cerámica Lucy Tejada-1957,1957,artista,Lucy Tejada,17,Lucy,Tejada,NA,NA,1920,2011,F,Colombia,Colombia,Pereira,14,persona,NA
20,20,Acuarelas de Dicken Castro y cerámica Lucy Tejada,1957-12-06,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,20-Acuarelas de Dicken Castro y cerámica Lucy Tejada-1957,1957,presentador,Lucy Morales,3266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
21,21,José de Rokha,1958-02-07,1958-02-14,7,Casona San Antonio,NA,individual,21-José de Rokha-1958,1958,artista,José de Rokha,2356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
21,21,José de Rokha,1958-02-07,1958-02-14,7,Casona San Antonio,NA,individual,21-José de Rokha-1958,1958,presentador,Mireya Zawadzki,1094,Mireya,Zawadzki,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
21,21,José de Rokha,1958-02-07,1958-02-14,7,Casona San Antonio,NA,individual,21-José de Rokha-1958,1958,auspiciador,Dirección de Bellas Artes y Extensión Cultural del Valle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,organizacion,153
22,22,Exposición de fotografía vallecaucana,1958-03-07,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,22-Exposición de fotografía vallecaucana-1958,1958,artista,Varios,3114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
22,22,Exposición de fotografía vallecaucana,1958-03-07,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,22-Exposición de fotografía vallecaucana-1958,1958,presentador,José María Vivas Balcázar,3264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
23,23,"Exposición de pinturas de Pedro Gross (el mago ""gross"")",1958-05-16,1900-01-01,#NUM!,Casona San Antonio,NA,individual,"23-Exposición de pinturas de Pedro Gross (el mago ""gross"")-1958",1958,artista,Pedro Gross,997,Pedro,Gross,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
24,24,José Luis de Figueroa,1958-06-19,1958-06-23,4,Casona San Antonio,NA,individual,24-José Luis de Figueroa-1958,1958,artista,José Luis de Figueroa,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
24,24,José Luis de Figueroa,1958-06-19,1958-06-23,4,Casona San Antonio,NA,individual,24-José Luis de Figueroa-1958,1958,presentador,Óscar Gerardo Ramos,3262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
25,25,Aníbal Gil,1958-07-01,1900-01-01,#NUM!,Casona San Antonio,NA,individual,25-Aníbal Gil-1958,1958,artista,Aníbal Gil,666,Aníbal,Gil,NA,NA,NA,NA,NA,Colombia,NA,NA,1,persona,NA
25,25,Aníbal Gil,1958-07-01,1900-01-01,#NUM!,Casona San Antonio,NA,individual,25-Aníbal Gil-1958,1958,presentador,Enrique Buenaventura,569,Enrique,Buenaventura,NA,NA,NA,NA,NA,Colombia,NA,NA,1,persona,NA
26,26,Exposición de prensa estudiantil,1958-07-20,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,26-Exposición de prensa estudiantil-1958,1958,artista,Varios,3114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
27,27,Exposición de acuarela chilena,1958-10-17,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,27-Exposición de acuarela chilena-1958,1958,artista,Varios,3114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
28,28,Carlos Ruiz,1958-11-28,1900-01-01,#NUM!,Casona San Antonio,NA,individual,28-Carlos Ruiz-1958,1958,artista,Carlos Ruiz,1997,Carlos,Ruiz,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
28,28,Carlos Ruiz,1958-11-28,1900-01-01,#NUM!,Casona San Antonio,NA,individual,28-Carlos Ruiz-1958,1958,presentador,Nicolás Buenaventura,3268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
29,29,Exposición de dibujo infantil,1958-12-08,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,29-Exposición de dibujo infantil-1958,1958,artista,Varios,3114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
30,30,Exposición de carteles comerciales,1958-12-13,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,30-Exposición de carteles comerciales-1958,1958,artista,Varios,3114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
30,30,Exposición de carteles comerciales,1958-12-13,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,30-Exposición de carteles comerciales-1958,1958,presentador,Jaime Correa,3269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
31,31,Lucy Tejada y María Thereza Negreiros,1958-12-19,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,31-Lucy Tejada y María Thereza Negreiros-1958,1958,artista,Lucy Tejada,17,Lucy,Tejada,NA,NA,1920,2011,F,Colombia,Colombia,Pereira,14,persona,NA
31,31,Lucy Tejada y María Thereza Negreiros,1958-12-19,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,31-Lucy Tejada y María Thereza Negreiros-1958,1958,artista,María Thereza Negreiros,44,María Thereza,Negreiros,NA,María Theresa Negreiros,1930,NA,F,Brasileña,Brasil,Maués,5,persona,NA
31,31,Lucy Tejada y María Thereza Negreiros,1958-12-19,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,31-Lucy Tejada y María Thereza Negreiros-1958,1958,presentador,Álvaro Navia Monedero,3270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
32,32,Apuntes de Viaje,1959-05-29,1900-01-01,#NUM!,Casona San Antonio,NA,individual,32-Apuntes de Viaje-1959,1959,artista,Hernando Tejada,23,Hernando,Tejada,NA,NA,1924,1999,M,Colombia,Colombia,Pereira,11,persona,NA
33,33,Jaime López Correa,1959-06-26,1900-01-01,#NUM!,Casona San Antonio,NA,individual,33-Jaime López Correa-1959,1959,artista,Jaime López Correa,2324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
34,34,Exposición de libros y caricaturas españolas,1959-09-07,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,34-Exposición de libros y caricaturas españolas-1959,1959,artista,Varios,3114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
34,34,Exposición de libros y caricaturas españolas,1959-09-07,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,34-Exposición de libros y caricaturas españolas-1959,1959,presentador,Manuel M. Bendaño,3271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
35,35,Leandro Velasco,1959-10-30,1900-01-01,#NUM!,Casona San Antonio,NA,individual,35-Leandro Velasco-1959,1959,artista,Leandro Velasco,1300,Leandro,Velasco,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
35,35,Leandro Velasco,1959-10-30,1900-01-01,#NUM!,Casona San Antonio,NA,individual,35-Leandro Velasco-1959,1959,auspiciador,Dirección de Bellas Artes y Extensión Cultural del Valle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,organizacion,153
36,36,Arboleda,1959-11-06,1900-01-01,#NUM!,Casona San Antonio,NA,individual,36-Arboleda-1959,1959,artista,Alberto Arboleda,685,Alberto,Arboleda,NA,NA,NA,NA,NA,Colombia,NA,NA,1,persona,NA
37,37,Exposición de carteles cinematográficos,1959-12-16,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,37-Exposición de carteles cinematográficos-1959,1959,artista,Varios,3114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
38,38,Alberto Gutiérrez,1960-01-22,1900-01-01,#NUM!,Casona San Antonio,NA,individual,38-Alberto Gutiérrez-1960,1960,artista,Alberto Gutiérrez,687,Alberto,Gutiérrez,NA,NA,NA,NA,NA,Colombia,NA,NA,1,persona,NA
39,39,Exposición de Acuarelas,1960-02-08,1960-02-15,7,Casona San Antonio,NA,individual,39-Exposición de Acuarelas-1960,1960,artista,Pablo Rocha,1026,Pablo,Rocha,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
40,40,16 pinturas de Juan Antonio Roda,1960-03-04,1900-01-01,#NUM!,Casona San Antonio,NA,individual,40-16 pinturas de Juan Antonio Roda-1960,1960,artista,Juan Antonio Roda,20,Juan Antonio,Roda,NA,NA,1921,2003,M,Español,España,Valencia,12,persona,NA
41,41,David Manzur,1960-03-25,1900-01-01,#NUM!,Casona San Antonio,NA,individual,41-David Manzur-1960,1960,artista,David Manzur,24,David,Manzur,NA,NA,1929,NA,M,Colombia,Colombia,Neira/Caldas,10,persona,NA
50,42,Exposición Colectiva de Pintura,1960-04-28,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,42-Exposición Colectiva de Pintura-1960,1960,artista,Lucy Tejada,17,Lucy,Tejada,NA,NA,1920,2011,F,Colombia,Colombia,Pereira,14,persona,NA
50,42,Exposición Colectiva de Pintura,1960-04-28,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,42-Exposición Colectiva de Pintura-1960,1960,artista,Emilia Uribe de Mejía,2705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
50,42,Exposición Colectiva de Pintura,1960-04-28,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,42-Exposición Colectiva de Pintura-1960,1960,artista,María Thereza de patiño,2945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
50,42,Exposición Colectiva de Pintura,1960-04-28,1900-01-01,#NUM!,Casona San Antonio,NA,colectiva,42-Exposición Colectiva de Pintura-1960,1960,artista,David Manzur,24,David,Manzur,NA,NA,1929,NA,M,Colombia,Colombia,Neira/Caldas,10,persona,NA
