id_expo,expo_order,nombre_expo,fecha_ini,fecha_fin,duracion_dias,nombre_espacio,descripcion_expo,tipo_participacion,nombre_expo_order_ano,ano,rol_expo,nombre_registro_agente,id_persona,nombres_persona,apellidos_persona,seudonimo_persona,otros_nombres,ano_agente_inicia,ano_agente_fin,sexo,nacionalidad_agente,pais_nacimiento,ciudad_nacimiento,obra_en_coleccion_MTL,tipo_agente,id_organizaciones
210,212,Exposición de la Plástica Cubana Actual,1976-11-01,1900-01-01,#NUM!,NA,NA,colectiva,212-Exposición de la Plástica Cubana Actual-1976,1976,auspiciador,Concejo Nacional de la Cultura de la República de Cuba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,organizacion,130
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,John Thomas Biggers,2342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Camille Billops,2008,Camille,Billops,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Robert Blackburn,903,Robert,Blackburn,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Caroline M Byard,2252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Eldzier Cortor,1797,Eldzier,Cortor,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Juanit Cribb,1349,Juanit,Cribb,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Allan Edmunds,2136,Allan,Edmunds,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,David Hammons,1876,David,Hammons,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Bill Harris,2027,Bill,Harris,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Leo NathanielHicks,1295,Leo,NathanielHicks,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Barbara Jones,2060,Barbara,Jones,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Wiston Kennedy,712,Wiston,Kennedy,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Talita Long,803,Talita,Long,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Percy Martin,994,Percy,Martin,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Valerie Maynard,761,Valerie,Maynard,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Lloyd McNeill,1265,Lloyd,McNeill,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Otto Neals,1028,Otto,Neals,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Nefertiti,1071,Nefertiti,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,James E. Newton,2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Stephanie E. Pogue,2530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Joseph Ross Jr.,2371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,John Scott,1422,John,Scott,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,George Smith,1649,George,Smith,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Lou Stovall,1259,Lou,Stovall,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,James Wells,1469,James,Wells,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Charles White,1951,Charles,White,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,artista,Wendy Wilson,726,Wendy,Wilson,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,curador,Ed Love,3174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,curador,Winston Kennedy,3242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,curador,George Smiths,3182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,curador,Willim Harris,3241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
211,213,Migraciones,1976-12-01,1900-01-01,#NUM!,NA,NA,colectiva,213-Migraciones-1976,1976,curador,Acklyn Lynch,3149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Julio Le Parc,111,Julio,Le Parc,NA,NA,NA,NA,NA,Argentina,NA,NA,3,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Antonio Seguí,76,Antonio,Seguí,NA,NA,1934,NA,M,Argentina,Argentina,Córdoba,4,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Julio Silva,432,Julio,Silva,NA,NA,NA,NA,NA,Argentina,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Mariana Varela,382,Mariana,Varela,NA,NA,NA,NA,NA,Colombia,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Augusto Rendón,128,Augusto,Rendón,NA,NA,NA,NA,NA,Colombia,NA,NA,3,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Juan Manuel Lugo,178,Juan Manuel,Lugo,NA,NA,NA,NA,NA,Colombia,NA,NA,2,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Óscar Muñoz,14,Óscar,Muñoz,NA,NA,1951,NA,M,Colombia,Colombia,Popayán,15,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Mario Gordillo,160,Mario,Gordillo,NA,NA,NA,NA,NA,Ecuador,NA,NA,2,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Susy Iglicki,53,Susy,Iglicki,NA,NA,NA,NA,NA,Venezuela,NA,NA,4,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Joaquín Ferrer,471,Joaquín,Ferrer,NA,NA,NA,NA,NA,Cuba,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,María Girona,389,María,Girona,NA,NA,NA,NA,NA,España,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Francesc Artigau,546,Francesc,Artigau,NA,NA,NA,NA,NA,España,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Rodolfo Abularach,56,Rodolfo,Abularach,NA,NA,1933,NA,M,Guatemala,Guatemala,Ciudad de Guatemala,4,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Hervé Télémaque,496,Herve,Télémaque,NA,NA,NA,NA,NA,Haití,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Emilio Scanavino,573,Emilio,Scanavino,NA,NA,NA,NA,NA,Italia,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Tino Stefanoni,251,Tino,Stefanoni,NA,NA,NA,NA,NA,Italia,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,José Bartoli,450,José,Bartoli,NA,NA,NA,NA,NA,México,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Alberto Gironella,686,Alberto,Gironella,NA,NA,NA,NA,NA,México,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Antonio Peláez,658,Antonio,Peláez,NA,NA,NA,NA,NA,México,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Antonio Rodríguez,659,Antonio,Rodríguez,NA,NA,NA,NA,NA,México,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Juan Soriano,113,Juan,Soriano,NA,NA,NA,NA,NA,México,NA,NA,2,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Marilyn Tamkin,380,Marilyn,Tamkin,NA,NA,NA,NA,NA,México,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Manuel García,399,Manuel,García,NA,NA,NA,NA,NA,Cuba,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Lope Max Díaz Rivera,420,Lope Max,Díaz Rivera,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Asdrúbal Domínguez,641,Asdrúbal,Domínguez,NA,NA,NA,NA,NA,Rep. Dominicana,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Rosa Tavárez,276,Rosa,Tavárez,NA,NA,NA,NA,NA,Rep. Dominicana,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,José Gamarra,65,José,Gamarra,NA,NA,1934,NA,M,Uruguay,Uruguay,Tacuarembó,2,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Bolívar Gaudín,632,Bolívar,Gaudín,NA,NA,NA,NA,NA,Uruguay,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Oswaldo Subero,329,Oswaldo,Subero,NA,NA,NA,NA,NA,Venezuela,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Édgar Sánchez,587,Édgar,Sánchez,NA,NA,NA,NA,NA,Venezuela,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Ana María Mazzei,671,Ana María,Mazzei,NA,NA,NA,NA,NA,Venezuela,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Víctor Varela,754,Víctor,Varela,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Francisco Bellorin,540,Francisco,Bellorin,NA,NA,NA,NA,NA,Venezuela,NA,NA,1,persona,NA
212,214,Serie de Grabados Colección Cartón de Colombia 76,1977-01-01,1900-01-01,#NUM!,NA,NA,colectiva,214-Serie de Grabados Colección Cartón de Colombia 76-1977,1977,artista,Marietta Berman,381,Marietta,Berman,NA,NA,NA,NA,NA,Venezuela,NA,NA,1,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,John Michael Armleder,2341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Anton Bruhin,2092,Anton,Bruhin,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Luciano Castelli,1245,Luciano,Castelli,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Bignia Corradini,2028,Bignia,Corradini,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Martin Disler,1146,Martin,Disler,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Markus Dulk,1168,Markus,Dulk,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Maríanne Eigenheer,2460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Helmut Federle,2784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Pierre Keller,315,Pierre,Keller,NA,NA,NA,NA,NA,Suiza,NA,NA,1,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Heiner Kielholz,1556,Heiner,Kielholz,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Lis Kocher,1267,Lis,Kocher,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Urs Luthi,766,Urs,Luthi,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Chasper Otto Melcher,2254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Markus Raetz,1169,Markus,Raetz,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Claude Sandoz,1935,Claude,Sandoz,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Alex Silber,2164,Alex,Silber,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Urs Stoss,767,Urs,Stoss,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Hanna Villiger,1577,Hanna,Villiger,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,Rolf Winnewiser,879,Rolf,Winnewiser,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,artista,René Zäch,938,René,Zäch,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,curador,Pierre Keller,315,Pierre,Keller,NA,NA,NA,NA,NA,Suiza,NA,NA,1,persona,NA
213,215,20 Artistas Jóvenes Suizos,1977-02-04,1900-01-01,#NUM!,NA,NA,colectiva,215-20 Artistas Jóvenes Suizos-1977,1977,auspiciador,Embajada de Suiza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,organizacion,173
214,216,Exposición de Barbara Hepworth,1977-03-01,1900-01-01,#NUM!,NA,NA,individual,216-Exposición de Barbara Hepworth-1977,1977,artista,Barbara Hepworth,2059,Barbara,Hepworth,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
214,216,Exposición de Barbara Hepworth,1977-03-01,1900-01-01,#NUM!,NA,NA,individual,216-Exposición de Barbara Hepworth-1977,1977,auspiciador,Consejo Británico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,organizacion,131
215,217,Seis Artistas Premiados en la III Bienal de Artes Gráficas,1977-04-01,1900-01-01,#NUM!,NA,NA,colectiva,217-Seis Artistas Premiados en la III Bienal de Artes Gráficas-1977,1977,artista,Édgar Álvarez,205,Édgar,Álvarez,NA,NA,NA,NA,NA,Colombia,NA,NA,2,persona,NA
215,217,Seis Artistas Premiados en la III Bienal de Artes Gráficas,1977-04-01,1900-01-01,#NUM!,NA,NA,colectiva,217-Seis Artistas Premiados en la III Bienal de Artes Gráficas-1977,1977,artista,David Becker,594,David,Becker,NA,NA,NA,NA,NA,Estados Unidos,NA,NA,1,persona,NA
215,217,Seis Artistas Premiados en la III Bienal de Artes Gráficas,1977-04-01,1900-01-01,#NUM!,NA,NA,colectiva,217-Seis Artistas Premiados en la III Bienal de Artes Gráficas-1977,1977,artista,Juan Fresan,438,Juan,Fresan,NA,NA,NA,NA,NA,Argentina,NA,NA,1,persona,NA
215,217,Seis Artistas Premiados en la III Bienal de Artes Gráficas,1977-04-01,1900-01-01,#NUM!,NA,NA,colectiva,217-Seis Artistas Premiados en la III Bienal de Artes Gráficas-1977,1977,artista,Susy Iglicki,53,Susy,Iglicki,NA,NA,NA,NA,NA,Venezuela,NA,NA,4,persona,NA
215,217,Seis Artistas Premiados en la III Bienal de Artes Gráficas,1977-04-01,1900-01-01,#NUM!,NA,NA,colectiva,217-Seis Artistas Premiados en la III Bienal de Artes Gráficas-1977,1977,artista,Lucy Tejada,17,Lucy,Tejada,NA,NA,1920,2011,F,Colombia,Colombia,Pereira,14,persona,NA
215,217,Seis Artistas Premiados en la III Bienal de Artes Gráficas,1977-04-01,1900-01-01,#NUM!,NA,NA,colectiva,217-Seis Artistas Premiados en la III Bienal de Artes Gráficas-1977,1977,artista,Mario Toral,378,Mario,Toral,NA,NA,NA,NA,NA,Chile,NA,NA,1,persona,NA
215,217,Seis Artistas Premiados en la III Bienal de Artes Gráficas,1977-04-01,1900-01-01,#NUM!,NA,NA,colectiva,217-Seis Artistas Premiados en la III Bienal de Artes Gráficas-1977,1977,curador,Miguel González,3219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
215,217,Seis Artistas Premiados en la III Bienal de Artes Gráficas,1977-04-01,1900-01-01,#NUM!,NA,NA,colectiva,217-Seis Artistas Premiados en la III Bienal de Artes Gráficas-1977,1977,curador,Franz Bader,3181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
215,217,Seis Artistas Premiados en la III Bienal de Artes Gráficas,1977-04-01,1900-01-01,#NUM!,NA,NA,colectiva,217-Seis Artistas Premiados en la III Bienal de Artes Gráficas-1977,1977,curador,Darío Ruiz,3172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
215,217,Seis Artistas Premiados en la III Bienal de Artes Gráficas,1977-04-01,1900-01-01,#NUM!,NA,NA,colectiva,217-Seis Artistas Premiados en la III Bienal de Artes Gráficas-1977,1977,curador,Pablo Neruda,3224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
215,217,Seis Artistas Premiados en la III Bienal de Artes Gráficas,1977-04-01,1900-01-01,#NUM!,NA,NA,colectiva,217-Seis Artistas Premiados en la III Bienal de Artes Gráficas-1977,1977,curador,Bengt Oldenburg,3162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
215,217,Seis Artistas Premiados en la III Bienal de Artes Gráficas,1977-04-01,1900-01-01,#NUM!,NA,NA,colectiva,217-Seis Artistas Premiados en la III Bienal de Artes Gráficas-1977,1977,curador,Marta Traba,3218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,persona,NA
